trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
Shu | NaMnHCF,Log-Bayes,84,16,-33.0,,
Shu | NaMnHCF,Log-Bayes,96,4,-39.0,,
Shu | NaMnHCF,Log-Bayes,100,0,-41.0,,
Shu | NaNiHCF,SPI+CBU (ours),12,88,85.86829236,50.49754484,121.2390399
Shu | NaNiHCF,SPI+CBU (ours),24,76,76.0,44.9647668,107.0352332
Shu | NaNiHCF,SPI+CBU (ours),36,64,62.71808091,33.71911872,91.71704311
Shu | NaNiHCF,SPI+CBU (ours),48,52,50.0,23.11201384,76.88798616
Shu | NaNiHCF,SPI+CBU (ours),60,40,37.86829236,13.25827276,62.47831197
Shu | NaNiHCF,SPI+CBU (ours),72,28,25.0,5.453803584,44.54619642
Shu | NaNiHCF,SPI+CBU (ours),84,16,12.0,0.0,27.3662189
Shu | NaNiHCF,SPI+CBU (ours),96,4,3.0,0.0,13.08954508
Shu | NaNiHCF,SPI+CBU (ours),100,0,2.0,0.0,8.620127515
Shu | NaNiHCF,SPI+TBU,12,88,79.32810865,,
Shu | NaNiHCF,SPI+TBU,24,76,73.0,,
Shu | NaNiHCF,SPI+TBU,36,64,63.57524816,,
Shu | NaNiHCF,SPI+TBU,48,52,51.78762408,,
Shu | NaNiHCF,SPI+TBU,60,40,32.92099476,,
Shu | NaNiHCF,SPI+TBU,72,28,21.72782602,,
Shu | NaNiHCF,SPI+TBU,84,16,11.36256646,,
Shu | NaNiHCF,SPI+TBU,96,4,2.359040456,,
Shu | NaNiHCF,SPI+TBU,100,0,0.0,,
Shu | NaNiHCF,Lin,12,88,64.0,,
Shu | NaNiHCF,Lin,24,76,64.22378586,,
Shu | NaNiHCF,Lin,36,64,66.0,,
Shu | NaNiHCF,Lin,48,52,59.63255202,,
Shu | NaNiHCF,Lin,60,40,39.57524816,,
Shu | NaNiHCF,Lin,72,28,27.0,,
Shu | NaNiHCF,Lin,84,16,14.71808091,,
Shu | NaNiHCF,Lin,96,4,4.439858171,,
Shu | NaNiHCF,Lin,100,0,0.719929085,,
Shu | NaNiHCF,Log-Bayes,12,88,inf,,
Shu | NaNiHCF,Log-Bayes,24,76,inf,,
Shu | NaNiHCF,Log-Bayes,36,64,inf,,
Shu | NaNiHCF,Log-Bayes,48,52,inf,,
Shu | NaNiHCF,Log-Bayes,60,40,1213.372737,,
Shu | NaNiHCF,Log-Bayes,72,28,469.7013662,,
Shu | NaNiHCF,Log-Bayes,84,16,230.9982209,,
Shu | NaNiHCF,Log-Bayes,96,4,131.9965798,,
Shu | NaNiHCF,Log-Bayes,100,0,107.3935103,,
Hu pH 7 | KCuHCF,Wiener,12,88,0.0,,
Hu pH 7 | KCuHCF,Weibull,12,88,0.0,,
Hu pH 7 | KCuHCF,Wiener,24,76,0.0,,
Hu pH 7 | KCuHCF,Weibull,24,76,0.0,,
Hu pH 7 | KCuHCF,Wiener,36,64,0.0,,
Hu pH 7 | KCuHCF,Weibull,36,64,0.0,,
Hu pH 7 | KCuHCF,Wiener,48,52,0.0,,
Hu pH 7 | KCuHCF,Weibull,48,52,0.0,,
Hu pH 7 | KCuHCF,Wiener,60,40,0.0,,
Hu pH 7 | KCuHCF,Weibull,60,40,0.0,,
Hu pH 7 | KCuHCF,Wiener,72,28,0.0,,
Hu pH 7 | KCuHCF,Weibull,72,28,0.0,,
Hu pH 7 | KCuHCF,Wiener,84,16,0.0,,
Hu pH 7 | KCuHCF,Weibull,84,16,0.0,,
Hu pH 7 | KCuHCF,Wiener,96,4,0.0,,
Hu pH 7 | KCuHCF,Weibull,96,4,0.0,,
Hu pH 7 | KCuHCF,Wiener,100,0,0.0,,
Hu pH 7 | KCuHCF,Weibull,100,0,0.0,,
Hu pH 7 | KFeHCF,Wiener,12,88,12.07236507,,
Hu pH 7 | KFeHCF,Weibull,12,88,17.27247432,,
Hu pH 7 | KFeHCF,Wiener,24,76,8.009031345,,
Hu pH 7 | KFeHCF,Weibull,24,76,11.20653569,,
Hu pH 7 | KFeHCF,Wiener,36,64,3.650788101,,
Hu pH 7 | KFeHCF,Weibull,36,64,5.183450696,,
Hu pH 7 | KFeHCF,Wiener,48,52,0.0,,
Hu pH 7 | KFeHCF,Weibull,48,52,0.0,,
Hu pH 7 | KFeHCF,Wiener,60,40,0.0,,
Hu pH 7 | KFeHCF,Weibull,60,40,0.0,,
Hu pH 7 | KFeHCF,Wiener,72,28,0.0,,
Hu pH 7 | KFeHCF,Weibull,72,28,0.0,,
Hu pH 7 | KFeHCF,Wiener,84,16,0.0,,
Hu pH 7 | KFeHCF,Weibull,84,16,0.0,,
Hu pH 7 | KFeHCF,Wiener,96,4,0.0,,
Hu pH 7 | KFeHCF,Weibull,96,4,0.0,,
Hu pH 7 | KFeHCF,Wiener,100,0,0.0,,
Hu pH 7 | KFeHCF,Weibull,100,0,0.0,,
Hu pH 7 | KMnHCF,Wiener,12,88,1.586579394,,
Hu pH 7 | KMnHCF,Weibull,12,88,1.344692073,,
Hu pH 7 | KMnHCF,Wiener,24,76,0.0,,
Hu pH 7 | KMnHCF,Weibull,24,76,0.0,,
Hu pH 7 | KMnHCF,Wiener,36,64,0.0,,
Hu pH 7 | KMnHCF,Weibull,36,64,0.0,,
Hu pH 7 | KMnHCF,Wiener,48,52,0.0,,
Hu pH 7 | KMnHCF,Weibull,48,52,0.0,,
Hu pH 7 | KMnHCF,Wiener,60,40,0.0,,
Hu pH 7 | KMnHCF,Weibull,60,40,0.0,,
Hu pH 7 | KMnHCF,Wiener,72,28,0.0,,
Hu pH 7 | KMnHCF,Weibull,72,28,0.0,,
Hu pH 7 | KMnHCF,Wiener,84,16,0.0,,
Hu pH 7 | KMnHCF,Weibull,84,16,0.0,,
Hu pH 7 | KMnHCF,Wiener,96,4,0.0,,
Hu pH 7 | KMnHCF,Weibull,96,4,0.0,,
Hu pH 7 | KMnHCF,Wiener,100,0,0.0,,
Hu pH 7 | KMnHCF,Weibull,100,0,0.0,,
Hu pH 7 | KNiHCF,Wiener,12,88,118.2109613,,
Hu pH 7 | KNiHCF,Weibull,12,88,38.07062533,,
Hu pH 7 | KNiHCF,Wiener,24,76,100.0454435,,
Hu pH 7 | KNiHCF,Weibull,24,76,53.58935793,,
Hu pH 7 | KNiHCF,Wiener,36,64,68.26089437,,
Hu pH 7 | KNiHCF,Weibull,36,64,40.84816347,,
Hu pH 7 | KNiHCF,Wiener,48,52,57.75136259,,
Hu pH 7 | KNiHCF,Weibull,48,52,34.57967003,,
Hu pH 7 | KNiHCF,Wiener,60,40,48.00288582,,
Hu pH 7 | KNiHCF,Weibull,60,40,28.14709486,,
Hu pH 7 | KNiHCF,Wiener,72,28,34.60977207,,
Hu pH 7 | KNiHCF,Weibull,72,28,19.3482265,,
Hu pH 7 | KNiHCF,Wiener,84,16,20.39458178,,
Hu pH 7 | KNiHCF,Weibull,84,16,9.290843186,,
Hu pH 7 | KNiHCF,Wiener,96,4,7.104155575,,
Hu pH 7 | KNiHCF,Weibull,96,4,0.0,,
Hu pH 7 | KNiHCF,Wiener,100,0,2.70334071,,
Hu pH 7 | KNiHCF,Weibull,100,0,0.0,,
Hu pH 7 | NaCoHCF,Wiener,12,88,40.38531634,,
Hu pH 7 | NaCoHCF,Weibull,12,88,164.0227842,,
Hu pH 7 | NaCoHCF,Wiener,24,76,4.700309683,,
Hu pH 7 | NaCoHCF,Weibull,24,76,6.030867277,,
Hu pH 7 | NaCoHCF,Wiener,36,64,0.0,,
Hu pH 7 | NaCoHCF,Weibull,36,64,0.0,,
Hu pH 7 | NaCoHCF,Wiener,48,52,0.0,,
Hu pH 7 | NaCoHCF,Weibull,48,52,0.0,,
Hu pH 7 | NaCoHCF,Wiener,60,40,0.0,,
Hu pH 7 | NaCoHCF,Weibull,60,40,0.0,,
Hu pH 7 | NaCoHCF,Wiener,72,28,0.0,,
Hu pH 7 | NaCoHCF,Weibull,72,28,0.0,,
Hu pH 7 | NaCoHCF,Wiener,84,16,0.0,,
Hu pH 7 | NaCoHCF,Weibull,84,16,0.0,,
Hu pH 7 | NaCoHCF,Wiener,96,4,0.0,,
Hu pH 7 | NaCoHCF,Weibull,96,4,0.0,,
Hu pH 7 | NaCoHCF,Wiener,100,0,0.0,,
Hu pH 7 | NaCoHCF,Weibull,100,0,0.0,,
Hu pH 7 | NaFeHCF,Wiener,12,88,69.59507391,,
Hu pH 7 | NaFeHCF,Weibull,12,88,71.619276,,
Hu pH 7 | NaFeHCF,Wiener,24,76,51.13954383,,
Hu pH 7 | NaFeHCF,Weibull,24,76,48.6798191,,
Hu pH 7 | NaFeHCF,Wiener,36,64,38.84776537,,
Hu pH 7 | NaFeHCF,Weibull,36,64,36.09149294,,
Hu pH 7 | NaFeHCF,Wiener,48,52,29.57912292,,
Hu pH 7 | NaFeHCF,Weibull,48,52,26.5169426,,
Hu pH 7 | NaFeHCF,Wiener,60,40,21.82872985,,
Hu pH 7 | NaFeHCF,Weibull,60,40,18.25217091,,
Hu pH 7 | NaFeHCF,Wiener,72,28,12.60944736,,
Hu pH 7 | NaFeHCF,Weibull,72,28,9.11676233,,
Hu pH 7 | NaFeHCF,Wiener,84,16,2.989989604,,
Hu pH 7 | NaFeHCF,Weibull,84,16,0.0,,
Hu pH 7 | NaFeHCF,Wiener,96,4,0.0,,
Hu pH 7 | NaFeHCF,Weibull,96,4,0.0,,
Hu pH 7 | NaFeHCF,Wiener,100,0,0.0,,
Hu pH 7 | NaFeHCF,Weibull,100,0,0.0,,
Hu pH 7 | NaMnHCF,Wiener,12,88,30.89980054,,
Hu pH 7 | NaMnHCF,Weibull,12,88,21.48411969,,
Hu pH 7 | NaMnHCF,Wiener,24,76,24.73805097,,
Hu pH 7 | NaMnHCF,Weibull,24,76,16.67271887,,
Hu pH 7 | NaMnHCF,Wiener,36,64,24.6377583,,
Hu pH 7 | NaMnHCF,Weibull,36,64,16.1573701,,
Hu pH 7 | NaMnHCF,Wiener,48,52,24.75922067,,
Hu pH 7 | NaMnHCF,Weibull,48,52,15.3095182,,
Hu pH 7 | NaMnHCF,Wiener,60,40,25.39765825,,
Hu pH 7 | NaMnHCF,Weibull,60,40,14.83082543,,
Hu pH 7 | NaMnHCF,Wiener,72,28,17.17079811,,
Hu pH 7 | NaMnHCF,Weibull,72,28,8.753511234,,
Hu pH 7 | NaMnHCF,Wiener,84,16,9.2089198,,
Hu pH 7 | NaMnHCF,Weibull,84,16,1.730385527,,
Hu pH 7 | NaMnHCF,Wiener,96,4,0.0,,
Hu pH 7 | NaMnHCF,Weibull,96,4,0.0,,
Hu pH 7 | NaMnHCF,Wiener,100,0,0.0,,
Hu pH 7 | NaMnHCF,Weibull,100,0,0.0,,
Hu pH 7 | NaNiHCF,Wiener,12,88,6.973870237,,
Hu pH 7 | NaNiHCF,Weibull,12,88,5.545504887,,
Hu pH 7 | NaNiHCF,Wiener,24,76,3.68963292,,
Hu pH 7 | NaNiHCF,Weibull,24,76,1.492769658,,
Hu pH 7 | NaNiHCF,Wiener,36,64,3.364565488,,
Hu pH 7 | NaNiHCF,Weibull,36,64,0.0,,
Hu pH 7 | NaNiHCF,Wiener,48,52,2.636117836,,
Hu pH 7 | NaNiHCF,Weibull,48,52,0.0,,
Hu pH 7 | NaNiHCF,Wiener,60,40,1.026588267,,
Hu pH 7 | NaNiHCF,Weibull,60,40,0.0,,
Hu pH 7 | NaNiHCF,Wiener,72,28,0.0,,
Hu pH 7 | NaNiHCF,Weibull,72,28,0.0,,
Hu pH 7 | NaNiHCF,Wiener,84,16,0.0,,
Hu pH 7 | NaNiHCF,Weibull,84,16,0.0,,
Hu pH 7 | NaNiHCF,Wiener,96,4,0.0,,
Hu pH 7 | NaNiHCF,Weibull,96,4,0.0,,
Hu pH 7 | NaNiHCF,Wiener,100,0,0.0,,
Hu pH 7 | NaNiHCF,Weibull,100,0,0.0,,
Hu pH 9 | KCuHCF,Wiener,12,88,0.0,,
Hu pH 9 | KCuHCF,Weibull,12,88,0.0,,
Hu pH 9 | KCuHCF,Wiener,24,76,0.0,,
Hu pH 9 | KCuHCF,Weibull,24,76,0.0,,
Hu pH 9 | KCuHCF,Wiener,36,64,0.0,,
Hu pH 9 | KCuHCF,Weibull,36,64,0.0,,
Hu pH 9 | KCuHCF,Wiener,48,52,0.0,,
Hu pH 9 | KCuHCF,Weibull,48,52,0.0,,
Hu pH 9 | KCuHCF,Wiener,60,40,0.0,,
Hu pH 9 | KCuHCF,Weibull,60,40,0.0,,
Hu pH 9 | KCuHCF,Wiener,72,28,0.0,,
Hu pH 9 | KCuHCF,Weibull,72,28,0.0,,
Hu pH 9 | KCuHCF,Wiener,84,16,0.0,,
Hu pH 9 | KCuHCF,Weibull,84,16,0.0,,
Hu pH 9 | KCuHCF,Wiener,96,4,0.0,,
Hu pH 9 | KCuHCF,Weibull,96,4,0.0,,
Hu pH 9 | KCuHCF,Wiener,100,0,0.0,,
Hu pH 9 | KCuHCF,Weibull,100,0,0.0,,
Hu pH 9 | KFeHCF,Wiener,12,88,2.614572925,,
Hu pH 9 | KFeHCF,Weibull,12,88,2.943701154,,
Hu pH 9 | KFeHCF,Wiener,24,76,0.0,,
Hu pH 9 | KFeHCF,Weibull,24,76,0.0,,
Hu pH 9 | KFeHCF,Wiener,36,64,0.0,,
Hu pH 9 | KFeHCF,Weibull,36,64,0.0,,
Hu pH 9 | KFeHCF,Wiener,48,52,0.0,,
Hu pH 9 | KFeHCF,Weibull,48,52,0.0,,
Hu pH 9 | KFeHCF,Wiener,60,40,0.0,,
Hu pH 9 | KFeHCF,Weibull,60,40,0.0,,
Hu pH 9 | KFeHCF,Wiener,72,28,0.0,,
Hu pH 9 | KFeHCF,Weibull,72,28,0.0,,
Hu pH 9 | KFeHCF,Wiener,84,16,0.0,,
Hu pH 9 | KFeHCF,Weibull,84,16,0.0,,
Hu pH 9 | KFeHCF,Wiener,96,4,0.0,,
Hu pH 9 | KFeHCF,Weibull,96,4,0.0,,
Hu pH 9 | KFeHCF,Wiener,100,0,0.0,,
Hu pH 9 | KFeHCF,Weibull,100,0,0.0,,
Hu pH 9 | KMnHCF,Wiener,12,88,19.6702946,,
Hu pH 9 | KMnHCF,Weibull,12,88,12.36771838,,
Hu pH 9 | KMnHCF,Wiener,24,76,10.78199365,,
Hu pH 9 | KMnHCF,Weibull,24,76,4.189695057,,
Hu pH 9 | KMnHCF,Wiener,36,64,6.426153912,,
Hu pH 9 | KMnHCF,Weibull,36,64,0.0,,
Hu pH 9 | KMnHCF,Wiener,48,52,1.906549859,,
Hu pH 9 | KMnHCF,Weibull,48,52,0.0,,
Hu pH 9 | KMnHCF,Wiener,60,40,0.0,,
Hu pH 9 | KMnHCF,Weibull,60,40,0.0,,
Hu pH 9 | KMnHCF,Wiener,72,28,0.0,,
Hu pH 9 | KMnHCF,Weibull,72,28,0.0,,
Hu pH 9 | KMnHCF,Wiener,84,16,0.0,,
Hu pH 9 | KMnHCF,Weibull,84,16,0.0,,
Hu pH 9 | KMnHCF,Wiener,96,4,0.0,,
Hu pH 9 | KMnHCF,Weibull,96,4,0.0,,
Hu pH 9 | KMnHCF,Wiener,100,0,0.0,,
Hu pH 9 | KMnHCF,Weibull,100,0,0.0,,
Hu pH 9 | KNiHCF,Wiener,12,88,43.00576131,,
Hu pH 9 | KNiHCF,Weibull,12,88,72.32492512,,
Hu pH 9 | KNiHCF,Wiener,24,76,39.67114195,,
Hu pH 9 | KNiHCF,Weibull,24,76,57.15730077,,
Hu pH 9 | KNiHCF,Wiener,36,64,35.10642417,,
Hu pH 9 | KNiHCF,Weibull,36,64,48.06610684,,
Hu pH 9 | KNiHCF,Wiener,48,52,31.94505698,,
Hu pH 9 | KNiHCF,Weibull,48,52,42.22046053,,
Hu pH 9 | KNiHCF,Wiener,60,40,26.93527347,,
Hu pH 9 | KNiHCF,Weibull,60,40,35.3243456,,
Hu pH 9 | KNiHCF,Wiener,72,28,19.88712064,,
Hu pH 9 | KNiHCF,Weibull,72,28,26.50563802,,
Hu pH 9 | KNiHCF,Wiener,84,16,9.822311005,,
Hu pH 9 | KNiHCF,Weibull,84,16,14.99615057,,
Hu pH 9 | KNiHCF,Wiener,96,4,0.0,,
Hu pH 9 | KNiHCF,Weibull,96,4,3.134216418,,
Hu pH 9 | KNiHCF,Wiener,100,0,0.0,,
Hu pH 9 | KNiHCF,Weibull,100,0,0.0,,
Hu pH 9 | NaCoHCF,Wiener,12,88,800.0,,
Hu pH 9 | NaCoHCF,Weibull,12,88,800.0,,
Hu pH 9 | NaCoHCF,Wiener,24,76,7.846790887,,
Hu pH 9 | NaCoHCF,Weibull,24,76,42.77283986,,
Hu pH 9 | NaCoHCF,Wiener,36,64,2.819633618,,
Hu pH 9 | NaCoHCF,Weibull,36,64,12.2655811,,
Hu pH 9 | NaCoHCF,Wiener,48,52,1.84453329,,
Hu pH 9 | NaCoHCF,Weibull,48,52,4.392897563,,
Hu pH 9 | NaCoHCF,Wiener,60,40,0.0,,
Hu pH 9 | NaCoHCF,Weibull,60,40,0.0,,
Hu pH 9 | NaCoHCF,Wiener,72,28,0.0,,
Hu pH 9 | NaCoHCF,Weibull,72,28,0.0,,
Hu pH 9 | NaCoHCF,Wiener,84,16,0.0,,
Hu pH 9 | NaCoHCF,Weibull,84,16,0.0,,
Hu pH 9 | NaCoHCF,Wiener,96,4,0.0,,
Hu pH 9 | NaCoHCF,Weibull,96,4,0.0,,
Hu pH 9 | NaCoHCF,Wiener,100,0,0.0,,
Hu pH 9 | NaCoHCF,Weibull,100,0,0.0,,
Hu pH 9 | NaFeHCF,Wiener,12,88,0.887183946,,
Hu pH 9 | NaFeHCF,Weibull,12,88,0.401446689,,
Hu pH 9 | NaFeHCF,Wiener,24,76,0.0,,
Hu pH 9 | NaFeHCF,Weibull,24,76,0.0,,
Hu pH 9 | NaFeHCF,Wiener,36,64,0.0,,
Hu pH 9 | NaFeHCF,Weibull,36,64,0.0,,
Hu pH 9 | NaFeHCF,Wiener,48,52,0.0,,
Hu pH 9 | NaFeHCF,Weibull,48,52,0.0,,
Hu pH 9 | NaFeHCF,Wiener,60,40,0.0,,
Hu pH 9 | NaFeHCF,Weibull,60,40,0.0,,
Hu pH 9 | NaFeHCF,Wiener,72,28,0.0,,
Hu pH 9 | NaFeHCF,Weibull,72,28,0.0,,
Hu pH 9 | NaFeHCF,Wiener,84,16,0.0,,
Hu pH 9 | NaFeHCF,Weibull,84,16,0.0,,
Hu pH 9 | NaFeHCF,Wiener,96,4,0.0,,
Hu pH 9 | NaFeHCF,Weibull,96,4,0.0,,
Hu pH 9 | NaFeHCF,Wiener,100,0,0.0,,
Hu pH 9 | NaFeHCF,Weibull,100,0,0.0,,
Hu pH 9 | NaMnHCF,Wiener,12,88,62.4287206,,
Hu pH 9 | NaMnHCF,Weibull,12,88,56.31841041,,
Hu pH 9 | NaMnHCF,Wiener,24,76,46.12098637,,
Hu pH 9 | NaMnHCF,Weibull,24,76,40.35353286,,
Hu pH 9 | NaMnHCF,Wiener,36,64,50.69155656,,
Hu pH 9 | NaMnHCF,Weibull,36,64,43.81668462,,
Hu pH 9 | NaMnHCF,Wiener,48,52,56.19818141,,
Hu pH 9 | NaMnHCF,Weibull,48,52,49.25075814,,
Hu pH 9 | NaMnHCF,Wiener,60,40,57.86806822,,
Hu pH 9 | NaMnHCF,Weibull,60,40,51.99413099,,
Hu pH 9 | NaMnHCF,Wiener,72,28,56.44198914,,
Hu pH 9 | NaMnHCF,Weibull,72,28,52.00783904,,
Hu pH 9 | NaMnHCF,Wiener,84,16,46.32319027,,
Hu pH 9 | NaMnHCF,Weibull,84,16,45.00162411,,
Hu pH 9 | NaMnHCF,Wiener,96,4,27.19161546,,
Hu pH 9 | NaMnHCF,Weibull,96,4,29.97889158,,
Hu pH 9 | NaMnHCF,Wiener,100,0,19.26611844,,
Hu pH 9 | NaMnHCF,Weibull,100,0,24.19201001,,
Hu pH 9 | NaNiHCF,Wiener,12,88,16.66295851,,
Hu pH 9 | NaNiHCF,Weibull,12,88,17.06053745,,
Hu pH 9 | NaNiHCF,Wiener,24,76,33.90970945,,
Hu pH 9 | NaNiHCF,Weibull,24,76,48.25304763,,
Hu pH 9 | NaNiHCF,Wiener,36,64,49.57980428,,
Hu pH 9 | NaNiHCF,Weibull,36,64,86.94546661,,
Hu pH 9 | NaNiHCF,Wiener,48,52,33.37633421,,
Hu pH 9 | NaNiHCF,Weibull,48,52,66.04949033,,
Hu pH 9 | NaNiHCF,Wiener,60,40,19.04416944,,
Hu pH 9 | NaNiHCF,Weibull,60,40,42.33567877,,
Hu pH 9 | NaNiHCF,Wiener,72,28,9.248070811,,
Hu pH 9 | NaNiHCF,Weibull,72,28,25.99197095,,
Hu pH 9 | NaNiHCF,Wiener,84,16,0.670709537,,
Hu pH 9 | NaNiHCF,Weibull,84,16,12.58488696,,
Hu pH 9 | NaNiHCF,Wiener,96,4,0.0,,
Hu pH 9 | NaNiHCF,Weibull,96,4,0.503120526,,
Hu pH 9 | NaNiHCF,Wiener,100,0,0.0,,
Hu pH 9 | NaNiHCF,Weibull,100,0,0.0,,
KCl | KCuHCF,Wiener,12,88,19.05633814,,
KCl | KCuHCF,Weibull,12,88,7.945689137,,
KCl | KCuHCF,Wiener,24,76,12.50978401,,
KCl | KCuHCF,Weibull,24,76,4.013380344,,
KCl | KCuHCF,Wiener,36,64,16.04674547,,
KCl | KCuHCF,Weibull,36,64,3.784350802,,
KCl | KCuHCF,Wiener,48,52,21.15806363,,
KCl | KCuHCF,Weibull,48,52,4.735497956,,
KCl | KCuHCF,Wiener,60,40,22.52756118,,
KCl | KCuHCF,Weibull,60,40,4.484561027,,
KCl | KCuHCF,Wiener,72,28,21.35203391,,
KCl | KCuHCF,Weibull,72,28,2.932637902,,
KCl | KCuHCF,Wiener,84,16,14.91738975,,
KCl | KCuHCF,Weibull,84,16,0.0,,
KCl | KCuHCF,Wiener,96,4,3.57794505,,
KCl | KCuHCF,Weibull,96,4,0.0,,
KCl | KCuHCF,Wiener,100,0,0.0,,
KCl | KCuHCF,Weibull,100,0,0.0,,
KCl | KFeHCF,Wiener,12,88,24.71008385,,
KCl | KFeHCF,Weibull,12,88,21.24180636,,
KCl | KFeHCF,Wiener,24,76,14.20819555,,
KCl | KFeHCF,Weibull,24,76,11.36446401,,
KCl | KFeHCF,Wiener,36,64,6.912571848,,
KCl | KFeHCF,Weibull,36,64,4.044344075,,
KCl | KFeHCF,Wiener,48,52,1.997786634,,
KCl | KFeHCF,Weibull,48,52,0.0,,
KCl | KFeHCF,Wiener,60,40,0.0,,
KCl | KFeHCF,Weibull,60,40,0.0,,
KCl | KFeHCF,Wiener,72,28,0.0,,
KCl | KFeHCF,Weibull,72,28,0.0,,
KCl | KFeHCF,Wiener,84,16,0.0,,
KCl | KFeHCF,Weibull,84,16,0.0,,
KCl | KFeHCF,Wiener,96,4,0.0,,
KCl | KFeHCF,Weibull,96,4,0.0,,
KCl | KFeHCF,Wiener,100,0,0.0,,
KCl | KFeHCF,Weibull,100,0,0.0,,
KCl | KMnHCF,Wiener,12,88,0.0,,
KCl | KMnHCF,Weibull,12,88,0.0,,
KCl | KMnHCF,Wiener,24,76,0.0,,
KCl | KMnHCF,Weibull,24,76,0.0,,
KCl | KMnHCF,Wiener,36,64,0.0,,
KCl | KMnHCF,Weibull,36,64,0.0,,
KCl | KMnHCF,Wiener,48,52,0.0,,
KCl | KMnHCF,Weibull,48,52,0.0,,
KCl | KMnHCF,Wiener,60,40,0.0,,
KCl | KMnHCF,Weibull,60,40,0.0,,
KCl | KMnHCF,Wiener,72,28,0.0,,
KCl | KMnHCF,Weibull,72,28,0.0,,
KCl | KMnHCF,Wiener,84,16,0.0,,
KCl | KMnHCF,Weibull,84,16,0.0,,
KCl | KMnHCF,Wiener,96,4,0.0,,
KCl | KMnHCF,Weibull,96,4,0.0,,
KCl | KMnHCF,Wiener,100,0,0.0,,
KCl | KMnHCF,Weibull,100,0,0.0,,
KCl | KNiHCF,Wiener,12,88,800.0,,
KCl | KNiHCF,Weibull,12,88,800.0,,
KCl | KNiHCF,Wiener,24,76,227.8272134,,
KCl | KNiHCF,Weibull,24,76,800.0,,
KCl | KNiHCF,Wiener,36,64,83.43445217,,
KCl | KNiHCF,Weibull,36,64,800.0,,
KCl | KNiHCF,Wiener,48,52,47.97359315,,
KCl | KNiHCF,Weibull,48,52,175.7015788,,
KCl | KNiHCF,Wiener,60,40,26.72144206,,
KCl | KNiHCF,Weibull,60,40,78.93374014,,
KCl | KNiHCF,Wiener,72,28,10.77454813,,
KCl | KNiHCF,Weibull,72,28,40.12562543,,
KCl | KNiHCF,Wiener,84,16,0.0,,
KCl | KNiHCF,Weibull,84,16,18.96278482,,
KCl | KNiHCF,Wiener,96,4,0.0,,
KCl | KNiHCF,Weibull,96,4,4.298575877,,
KCl | KNiHCF,Wiener,100,0,0.0,,
KCl | KNiHCF,Weibull,100,0,0.191974057,,
KCl | NaCoHCF,Wiener,12,88,31.24658577,,
KCl | NaCoHCF,Weibull,12,88,47.78620062,,
KCl | NaCoHCF,Wiener,24,76,58.3925729,,
KCl | NaCoHCF,Weibull,24,76,83.79544364,,
KCl | NaCoHCF,Wiener,36,64,84.04989903,,
KCl | NaCoHCF,Weibull,36,64,148.6863486,,
KCl | NaCoHCF,Wiener,48,52,73.20728779,,
KCl | NaCoHCF,Weibull,48,52,137.8940405,,
KCl | NaCoHCF,Wiener,60,40,57.30545582,,
KCl | NaCoHCF,Weibull,60,40,108.1862167,,
KCl | NaCoHCF,Wiener,72,28,35.5065329,,
KCl | NaCoHCF,Weibull,72,28,72.04631327,,
KCl | NaCoHCF,Wiener,84,16,19.17729826,,
KCl | NaCoHCF,Weibull,84,16,45.42800357,,
KCl | NaCoHCF,Wiener,96,4,4.902519692,,
KCl | NaCoHCF,Weibull,96,4,24.03786391,,
KCl | NaCoHCF,Wiener,100,0,0.728575079,,
KCl | NaCoHCF,Weibull,100,0,18.45253151,,
KCl | NaFeHCF,Wiener,12,88,2.839024718,,
KCl | NaFeHCF,Weibull,12,88,5.702069158,,
KCl | NaFeHCF,Wiener,24,76,0.302421467,,
KCl | NaFeHCF,Weibull,24,76,2.254180712,,
KCl | NaFeHCF,Wiener,36,64,0.0,,
KCl | NaFeHCF,Weibull,36,64,0.0,,
KCl | NaFeHCF,Wiener,48,52,0.0,,
KCl | NaFeHCF,Weibull,48,52,0.0,,
KCl | NaFeHCF,Wiener,60,40,0.0,,
KCl | NaFeHCF,Weibull,60,40,0.0,,
KCl | NaFeHCF,Wiener,72,28,0.0,,
KCl | NaFeHCF,Weibull,72,28,0.0,,
KCl | NaFeHCF,Wiener,84,16,0.0,,
KCl | NaFeHCF,Weibull,84,16,0.0,,
KCl | NaFeHCF,Wiener,96,4,0.0,,
KCl | NaFeHCF,Weibull,96,4,0.0,,
KCl | NaFeHCF,Wiener,100,0,0.0,,
KCl | NaFeHCF,Weibull,100,0,0.0,,
KCl | NaMnHCF,Wiener,12,88,0.351537454,,
KCl | NaMnHCF,Weibull,12,88,1.182061597,,
KCl | NaMnHCF,Wiener,24,76,0.0,,
KCl | NaMnHCF,Weibull,24,76,0.0,,
KCl | NaMnHCF,Wiener,36,64,0.0,,
KCl | NaMnHCF,Weibull,36,64,0.0,,
KCl | NaMnHCF,Wiener,48,52,0.0,,
KCl | NaMnHCF,Weibull,48,52,0.0,,
KCl | NaMnHCF,Wiener,60,40,0.0,,
KCl | NaMnHCF,Weibull,60,40,0.0,,
KCl | NaMnHCF,Wiener,72,28,0.0,,
KCl | NaMnHCF,Weibull,72,28,0.0,,
KCl | NaMnHCF,Wiener,84,16,0.0,,
KCl | NaMnHCF,Weibull,84,16,0.0,,
