material,threshold,replicate,method,cycle,actual,pred_retention
Urea,90.0,1,Weibull,54.0,92.26893031333331,92.24430190881434
Urea,90.0,1,Wiener,57.0,91.87418818777776,91.86182554903756
Urea,90.0,1,Weibull,57.0,91.87418818777776,91.74699099766676
Urea,90.0,1,Wiener,60.0,91.64544887222222,91.43562310308371
Urea,90.0,1,Weibull,60.0,91.64544887222222,91.2656021893244
Urea,90.0,1,Wiener,63.0,91.25606509555556,91.02766391899286
Urea,90.0,1,Weibull,63.0,91.25606509555556,90.79839739184362
Urea,90.0,1,Wiener,66.0,91.00198002555554,90.63102555189226
Urea,90.0,1,Weibull,66.0,91.00198002555554,90.34147757050948
Urea,90.0,1,Wiener,69.0,90.53327592444444,90.24052912368172
Urea,90.0,1,Weibull,69.0,90.53327592444444,89.8921375039655
Urea,90.0,1,Wiener,72.0,90.19834157555556,89.85273712296592
Urea,90.0,1,Weibull,72.0,90.19834157555556,89.44787380456722
Urea,90.0,1,Wiener,74.0,90.03023891555556,89.60541966713356
Urea,90.0,1,Weibull,74.0,90.03023891555556,89.16058244896587
Urea,90.0,2,Wiener,3.0,99.68184547666664,
Urea,90.0,2,Weibull,3.0,99.68184547666664,
Urea,90.0,2,Wiener,6.0,99.34696343833332,99.30068012678574
Urea,90.0,2,Weibull,6.0,99.34696343833332,99.30714413568528
Urea,90.0,2,Wiener,9.0,99.10246644222222,99.06673155884742
Urea,90.0,2,Weibull,9.0,99.10246644222222,99.07144083877616
Urea,90.0,2,Wiener,12.0,98.63740610444444,98.68858786585488
Urea,90.0,2,Weibull,12.0,98.63740610444444,98.7153054303858
Urea,90.0,2,Wiener,15.0,98.2252983922222,98.28355357821948
Urea,90.0,2,Weibull,15.0,98.2252983922222,98.32501808793208
Urea,90.0,2,Wiener,18.0,97.72868212222222,97.8396669064354
Urea,90.0,2,Weibull,18.0,97.72868212222222,97.89631063727788
Urea,90.0,2,Wiener,21.0,97.18224430666668,97.34765897424296
Urea,90.0,2,Weibull,21.0,97.18224430666668,97.4236015537273
Urea,90.0,2,Wiener,24.0,96.56519687666668,96.81453071874732
Urea,90.0,2,Weibull,24.0,96.56519687666668,96.91090144255838
Urea,90.0,2,Wiener,27.0,96.03196905555556,96.2538739139756
Urea,90.0,2,Weibull,27.0,96.03196905555556,96.36572306617713
Urea,90.0,2,Wiener,30.0,95.31312153444443,95.67303748790012
Urea,90.0,2,Weibull,30.0,95.31312153444443,95.79597783862616
Urea,90.0,2,Wiener,33.0,94.86208513666666,95.09094403337072
Urea,90.0,2,Weibull,33.0,94.86208513666666,95.21214004561534
Urea,90.0,2,Wiener,36.0,94.3468634088889,94.53370478038804
Urea,90.0,2,Weibull,36.0,94.3468634088889,94.6347735359988
Urea,90.0,2,Wiener,39.0,94.07480675888888,94.01720263704024
Urea,90.0,2,Weibull,39.0,94.07480675888888,94.077444645849
Urea,90.0,2,Wiener,42.0,93.49117990333332,93.51968602106795
Urea,90.0,2,Weibull,42.0,93.49117990333332,93.53242070511612
Urea,90.0,2,Wiener,45.0,92.91907712666664,92.99915811887672
Urea,90.0,2,Weibull,45.0,92.91907712666664,92.9740021814278
Urea,90.0,2,Wiener,48.0,92.33220229777776,92.46661631690132
Urea,90.0,2,Weibull,48.0,92.33220229777776,92.407705822991
Urea,90.0,2,Wiener,51.0,91.9238773011111,91.95023853098036
Urea,90.0,2,Weibull,51.0,91.9238773011111,91.85037511137108
Urea,90.0,2,Wiener,54.0,91.62914142444444,91.47230732310572
Urea,90.0,2,Weibull,54.0,91.62914142444444,91.31738374049408
Urea,90.0,2,Wiener,57.0,91.1769942988889,91.01448422776264
Urea,90.0,2,Weibull,57.0,91.1769942988889,90.80007253201592
Urea,90.0,2,Wiener,60.0,90.89333053888888,90.57296059479486
Urea,90.0,2,Weibull,60.0,90.89333053888888,90.29639457879166
Urea,90.0,2,Wiener,63.0,90.44513731777778,90.1452066264208
Urea,90.0,2,Weibull,63.0,90.44513731777778,89.80571439399468
Urea,90.0,2,Wiener,66.0,90.20631169222222,89.72984970906907
Urea,90.0,2,Weibull,66.0,90.20631169222222,89.3270148327792
Urea,90.0,2,Wiener,67.0,90.04693563,89.59649245068907
Urea,90.0,2,Weibull,67.0,90.04693563,89.1717097974007
Urea,90.0,3,Wiener,3.0,99.78057881,
Urea,90.0,3,Weibull,3.0,99.78057881,
Urea,90.0,3,Wiener,6.0,99.516130105,99.49424476964283
Urea,90.0,3,Weibull,6.0,99.516130105,99.50337166029068
Urea,90.0,3,Wiener,9.0,99.29989310888888,99.2942632281596
Urea,90.0,3,Weibull,9.0,99.29989310888888,99.29947010418016
Urea,90.0,3,Wiener,12.0,98.92001610444444,98.97488833008973
Urea,90.0,3,Weibull,12.0,98.92001610444444,98.99647735415084
Urea,90.0,3,Wiener,15.0,98.53955728111112,98.62149413906609
Urea,90.0,3,Weibull,15.0,98.53955728111112,98.6537539305494
Urea,90.0,3,Wiener,18.0,98.27051656666669,98.27521158189724
Urea,90.0,3,Weibull,18.0,98.27051656666669,98.302447199515
Urea,90.0,3,Wiener,21.0,97.93986097333334,97.95279988591066
Urea,90.0,3,Weibull,21.0,97.93986097333334,97.96362389621352
Urea,90.0,3,Wiener,24.0,97.61064021,97.62695462436906
Urea,90.0,3,Weibull,24.0,97.61064021,97.6222678881928
Urea,90.0,3,Wiener,27.0,97.18704350000002,97.28680131403443
Urea,90.0,3,Weibull,27.0,97.18704350000002,97.27109232311012
Urea,90.0,3,Wiener,30.0,96.73021042333332,96.91465893708094
Urea,90.0,3,Weibull,30.0,96.73021042333332,96.89720677280668
Urea,90.0,3,Wiener,33.0,96.25367291444444,96.4976204672473
Urea,90.0,3,Weibull,33.0,96.25367291444444,96.4896237126812
Urea,90.0,3,Wiener,36.0,95.81071563111112,96.06665901036205
Urea,90.0,3,Weibull,36.0,95.81071563111112,96.06640497741977
Urea,90.0,3,Wiener,39.0,95.33181675888888,95.6055153954855
Urea,90.0,3,Weibull,39.0,95.33181675888888,95.61752136072816
Urea,90.0,3,Wiener,42.0,94.8613687922222,95.15437968098026
Urea,90.0,3,Weibull,42.0,94.8613687922222,95.16714904073264
Urea,90.0,3,Wiener,45.0,94.23261601555556,94.66127686325989
Urea,90.0,3,Weibull,45.0,94.23261601555556,94.68607248249332
Urea,90.0,3,Wiener,48.0,93.71012118666664,94.15022668384672
Urea,90.0,3,Weibull,48.0,93.71012118666664,94.18674597390432
Urea,90.0,3,Wiener,51.0,93.17509730111112,93.6350866509378
Urea,90.0,3,Weibull,51.0,93.17509730111112,93.67736946932858
Urea,90.0,3,Wiener,54.0,92.90871920222224,93.15102952463153
Urea,90.0,3,Weibull,54.0,92.90871920222224,93.17908201839714
Urea,90.0,3,Wiener,57.0,92.57138207666668,92.70916687031252
Urea,90.0,3,Weibull,57.0,92.57138207666668,92.7020998042928
Urea,90.0,3,Wiener,60.0,92.39756720555556,92.29828561137263
Urea,90.0,3,Weibull,60.0,92.39756720555556,92.2428681952883
Urea,90.0,3,Wiener,63.0,92.06699287333332,91.91012121156498
Urea,90.0,3,Weibull,63.0,92.06699287333332,91.7987472143164
Urea,90.0,3,Wiener,66.0,91.79764835888888,91.5322013947155
Urea,90.0,3,Weibull,66.0,91.79764835888888,91.3631310019933
Urea,90.0,3,Wiener,69.0,91.29493481333331,91.15260994085445
Urea,90.0,3,Weibull,69.0,91.29493481333331,90.9292294703538
Urea,90.0,3,Wiener,72.0,90.8500449088889,90.75965725471634
Urea,90.0,3,Weibull,72.0,90.8500449088889,90.48926343555162
Urea,90.0,3,Wiener,75.0,90.40974622333334,90.36508674869631
Urea,90.0,3,Weibull,75.0,90.40974622333334,90.04982750467092
Urea,90.0,3,Wiener,78.0,90.15582981555556,89.98159070989676
Urea,90.0,3,Weibull,78.0,90.15582981555556,89.61845367803963
Urea,90.0,3,Wiener,80.0,90.04092037555556,89.73785313434114
Urea,90.0,3,Weibull,80.0,90.04092037555556,89.33915918043937
