trajectory,method,cycle,actual_retention,pred_retention
NH4Cl | KCuHCF,Lin,60,89.342802,83.43464449
NH4Cl | KCuHCF,Lin,72,89.228466,83.67200261
NH4Cl | KCuHCF,Lin,84,89.41991,84.03767539
NH4Cl | KCuHCF,Lin,96,91.212582,84.46314041
NH4Cl | KCuHCF,Lin,100,91.353584,86.31239865
NH4Cl | KCuHCF,Log-Bayes,12,95.796328,97.24561247
NH4Cl | KCuHCF,Log-Bayes,24,92.62951,94.37749164
NH4Cl | KCuHCF,Log-Bayes,36,90.428222,91.94226645
NH4Cl | KCuHCF,Log-Bayes,48,89.873704,90.12362802
NH4Cl | KCuHCF,Log-Bayes,60,89.342802,88.94268168
NH4Cl | KCuHCF,Log-Bayes,72,89.228466,88.48647446
NH4Cl | KCuHCF,Log-Bayes,84,89.41991,88.1369982
NH4Cl | KCuHCF,Log-Bayes,96,91.212582,87.92070378
NH4Cl | KCuHCF,Log-Bayes,100,91.353584,88.39592089
NH4Cl | KFeHCF,SPI+CBU (ours),12,91.874894,66.13612982
NH4Cl | KFeHCF,SPI+CBU (ours),24,96.69268,92.74524307
NH4Cl | KFeHCF,SPI+CBU (ours),36,95.889968,98.00495279
NH4Cl | KFeHCF,SPI+CBU (ours),48,96.093904,94.55537446
NH4Cl | KFeHCF,SPI+CBU (ours),60,93.90601,94.18385064
NH4Cl | KFeHCF,SPI+CBU (ours),72,92.72056,92.91397886
NH4Cl | KFeHCF,SPI+CBU (ours),84,91.478628,91.81698715
NH4Cl | KFeHCF,SPI+CBU (ours),96,90.953682,90.62372414
NH4Cl | KFeHCF,SPI+CBU (ours),100,90.482152,90.70678276
NH4Cl | KFeHCF,SPI+TBU,12,91.874894,66.13612982
NH4Cl | KFeHCF,SPI+TBU,24,96.69268,92.74524307
NH4Cl | KFeHCF,SPI+TBU,36,95.889968,97.28329198
NH4Cl | KFeHCF,SPI+TBU,48,96.093904,96.84702398
NH4Cl | KFeHCF,SPI+TBU,60,93.90601,94.7505095
NH4Cl | KFeHCF,SPI+TBU,72,92.72056,92.23786822
NH4Cl | KFeHCF,SPI+TBU,84,91.478628,90.2310864
NH4Cl | KFeHCF,SPI+TBU,96,90.953682,88.60249324
NH4Cl | KFeHCF,SPI+TBU,100,90.482152,89.0211795
NH4Cl | KFeHCF,Lin,12,91.874894,64.60640322
NH4Cl | KFeHCF,Lin,24,96.69268,76.05506645
NH4Cl | KFeHCF,Lin,36,95.889968,84.72880926
NH4Cl | KFeHCF,Lin,48,96.093904,91.36521109
NH4Cl | KFeHCF,Lin,60,93.90601,95.02624385
NH4Cl | KFeHCF,Lin,72,92.72056,96.05203309
NH4Cl | KFeHCF,Lin,84,91.478628,95.78515285
NH4Cl | KFeHCF,Lin,96,90.953682,94.88876092
NH4Cl | KFeHCF,Lin,100,90.482152,93.739615
NH4Cl | KFeHCF,Log-Bayes,12,91.874894,86.60368795
NH4Cl | KFeHCF,Log-Bayes,24,96.69268,102.0044257
NH4Cl | KFeHCF,Log-Bayes,36,95.889968,103.4896931
NH4Cl | KFeHCF,Log-Bayes,48,96.093904,102.9972843
NH4Cl | KFeHCF,Log-Bayes,60,93.90601,101.7813129
NH4Cl | KFeHCF,Log-Bayes,72,92.72056,100.3890576
NH4Cl | KFeHCF,Log-Bayes,84,91.478628,99.08031808
NH4Cl | KFeHCF,Log-Bayes,96,90.953682,97.81885533
NH4Cl | KFeHCF,Log-Bayes,100,90.482152,96.46118333
NH4Cl | KMnHCF,SPI+CBU (ours),12,30.098218,67.0813199
NH4Cl | KMnHCF,SPI+CBU (ours),24,22.262656,10.17778374
NH4Cl | KMnHCF,SPI+CBU (ours),36,19.155362,14.78795016
NH4Cl | KMnHCF,SPI+CBU (ours),48,17.408924,19.62138051
NH4Cl | KMnHCF,SPI+CBU (ours),60,16.34684,17.59480214
NH4Cl | KMnHCF,SPI+CBU (ours),72,15.642318,16.2511186
NH4Cl | KMnHCF,SPI+CBU (ours),84,15.092584,15.12509744
NH4Cl | KMnHCF,SPI+CBU (ours),96,14.685668,14.31207969
NH4Cl | KMnHCF,SPI+CBU (ours),100,14.528016,14.49708157
NH4Cl | KMnHCF,SPI+TBU,12,30.098218,67.0813199
NH4Cl | KMnHCF,SPI+TBU,24,22.262656,10.17778374
NH4Cl | KMnHCF,SPI+TBU,36,19.155362,9.937257459
NH4Cl | KMnHCF,SPI+TBU,48,17.408924,14.51790885
NH4Cl | KMnHCF,SPI+TBU,60,16.34684,18.65905508
NH4Cl | KMnHCF,SPI+TBU,72,15.642318,20.92646802
NH4Cl | KMnHCF,SPI+TBU,84,15.092584,21.74531329
NH4Cl | KMnHCF,SPI+TBU,96,14.685668,21.78117707
NH4Cl | KMnHCF,SPI+TBU,100,14.528016,19.59965185
NH4Cl | KMnHCF,Lin,12,30.098218,65.62734724
NH4Cl | KMnHCF,Lin,24,22.262656,47.51840286
NH4Cl | KMnHCF,Lin,36,19.155362,22.99772094
NH4Cl | KMnHCF,Lin,48,17.408924,8.966542229
NH4Cl | KMnHCF,Lin,60,16.34684,2.482079996
NH4Cl | KMnHCF,Lin,72,15.642318,0.404493535
NH4Cl | KMnHCF,Lin,84,15.092584,0.265782412
NH4Cl | KMnHCF,Lin,96,14.685668,0.795545903
NH4Cl | KMnHCF,Lin,100,14.528016,4.376325509
NH4Cl | KMnHCF,Log-Bayes,12,30.098218,40.68370128
NH4Cl | KMnHCF,Log-Bayes,24,22.262656,1.726712493
NH4Cl | KMnHCF,Log-Bayes,36,19.155362,2.423788329
NH4Cl | KMnHCF,Log-Bayes,48,17.408924,3.977323757
NH4Cl | KMnHCF,Log-Bayes,60,16.34684,4.803824181
NH4Cl | KMnHCF,Log-Bayes,72,15.642318,5.331553837
NH4Cl | KMnHCF,Log-Bayes,84,15.092584,5.739932977
NH4Cl | KMnHCF,Log-Bayes,96,14.685668,6.054794828
NH4Cl | KMnHCF,Log-Bayes,100,14.528016,7.4743858
NH4Cl | KNiHCF,SPI+CBU (ours),12,92.798628,66.06477603
NH4Cl | KNiHCF,SPI+CBU (ours),24,92.332692,86.23566659
NH4Cl | KNiHCF,SPI+CBU (ours),36,93.657258,88.89109454
NH4Cl | KNiHCF,SPI+CBU (ours),48,92.555502,94.63781617
NH4Cl | KNiHCF,SPI+CBU (ours),60,94.247782,92.06772901
NH4Cl | KNiHCF,SPI+CBU (ours),72,93.72808,95.12273026
NH4Cl | KNiHCF,SPI+CBU (ours),84,94.036152,95.11750866
NH4Cl | KNiHCF,SPI+CBU (ours),96,95.039654,93.76356023
NH4Cl | KNiHCF,SPI+CBU (ours),100,95.18946,95.20773356
NH4Cl | KNiHCF,SPI+TBU,12,92.798628,66.06477603
NH4Cl | KNiHCF,SPI+TBU,24,92.332692,86.23566659
NH4Cl | KNiHCF,SPI+TBU,36,93.657258,86.88179068
NH4Cl | KNiHCF,SPI+TBU,48,92.555502,88.47364002
NH4Cl | KNiHCF,SPI+TBU,60,94.247782,89.66284953
NH4Cl | KNiHCF,SPI+TBU,72,93.72808,91.10627841
NH4Cl | KNiHCF,SPI+TBU,84,94.036152,93.01065773
NH4Cl | KNiHCF,SPI+TBU,96,95.039654,93.76416681
NH4Cl | KNiHCF,SPI+TBU,100,95.18946,94.43379063
NH4Cl | KNiHCF,Lin,12,92.798628,64.56284978
NH4Cl | KNiHCF,Lin,24,92.332692,87.76228566
NH4Cl | KNiHCF,Lin,36,93.657258,85.26670413
NH4Cl | KNiHCF,Lin,48,92.555502,85.7449539
NH4Cl | KNiHCF,Lin,60,94.247782,86.93155809
NH4Cl | KNiHCF,Lin,72,93.72808,88.41265725
NH4Cl | KNiHCF,Lin,84,94.036152,90.25967054
NH4Cl | KNiHCF,Lin,96,95.039654,91.26833148
NH4Cl | KNiHCF,Lin,100,95.18946,92.51804713
NH4Cl | KNiHCF,Log-Bayes,12,92.798628,93.14227624
NH4Cl | KNiHCF,Log-Bayes,24,92.332692,89.63300873
NH4Cl | KNiHCF,Log-Bayes,36,93.657258,90.47394998
NH4Cl | KNiHCF,Log-Bayes,48,92.555502,91.53789039
NH4Cl | KNiHCF,Log-Bayes,60,94.247782,91.76194536
NH4Cl | KNiHCF,Log-Bayes,72,93.72808,92.01080586
NH4Cl | KNiHCF,Log-Bayes,84,94.036152,92.62206264
NH4Cl | KNiHCF,Log-Bayes,96,95.039654,92.88135249
NH4Cl | KNiHCF,Log-Bayes,100,95.18946,93.31795011
NH4Cl | NaCoHCF,SPI+CBU (ours),12,96.849032,66.08073354
NH4Cl | NaCoHCF,SPI+CBU (ours),24,89.866402,92.97672238
NH4Cl | NaCoHCF,SPI+CBU (ours),36,91.985482,90.40004905
NH4Cl | NaCoHCF,SPI+CBU (ours),48,87.221586,85.98853221
NH4Cl | NaCoHCF,SPI+CBU (ours),60,82.449004,82.75549182
NH4Cl | NaCoHCF,SPI+CBU (ours),72,78.863336,79.32725568
NH4Cl | NaCoHCF,SPI+CBU (ours),84,77.461386,74.81621788
NH4Cl | NaCoHCF,SPI+CBU (ours),96,70.675732,71.36567495
NH4Cl | NaCoHCF,SPI+CBU (ours),100,69.58693,70.39194178
NH4Cl | NaCoHCF,SPI+TBU,12,96.849032,66.08073354
NH4Cl | NaCoHCF,SPI+TBU,24,89.866402,94.68438425
NH4Cl | NaCoHCF,SPI+TBU,36,91.985482,92.03760387
NH4Cl | NaCoHCF,SPI+TBU,48,87.221586,87.0781807
NH4Cl | NaCoHCF,SPI+TBU,60,82.449004,84.05378773
NH4Cl | NaCoHCF,SPI+TBU,72,78.863336,80.74358858
NH4Cl | NaCoHCF,SPI+TBU,84,77.461386,75.30465355
NH4Cl | NaCoHCF,SPI+TBU,96,70.675732,72.00167382
NH4Cl | NaCoHCF,SPI+TBU,100,69.58693,70.75552004
NH4Cl | NaCoHCF,Lin,12,96.849032,64.56689961
NH4Cl | NaCoHCF,Lin,24,89.866402,84.57869807
NH4Cl | NaCoHCF,Lin,36,91.985482,85.95584956
NH4Cl | NaCoHCF,Lin,48,87.221586,84.83389484
NH4Cl | NaCoHCF,Lin,60,82.449004,84.07166391
NH4Cl | NaCoHCF,Lin,72,78.863336,82.16170842
NH4Cl | NaCoHCF,Lin,84,77.461386,77.99262479
NH4Cl | NaCoHCF,Lin,96,70.675732,74.85467535
NH4Cl | NaCoHCF,Lin,100,69.58693,73.01337047
NH4Cl | NaCoHCF,Log-Bayes,12,96.849032,88.93097065
NH4Cl | NaCoHCF,Log-Bayes,24,89.866402,101.4181726
NH4Cl | NaCoHCF,Log-Bayes,36,91.985482,97.15447187
NH4Cl | NaCoHCF,Log-Bayes,48,87.221586,91.08102899
NH4Cl | NaCoHCF,Log-Bayes,60,82.449004,90.02948929
NH4Cl | NaCoHCF,Log-Bayes,72,78.863336,88.08242597
NH4Cl | NaCoHCF,Log-Bayes,84,77.461386,84.70625128
NH4Cl | NaCoHCF,Log-Bayes,96,70.675732,82.04831218
NH4Cl | NaCoHCF,Log-Bayes,100,69.58693,79.59408525
NH4Cl | NaFeHCF,SPI+CBU (ours),12,94.336774,66.08409593
NH4Cl | NaFeHCF,SPI+CBU (ours),24,85.664782,89.15872904
NH4Cl | NaFeHCF,SPI+CBU (ours),36,79.077466,82.42725414
NH4Cl | NaFeHCF,SPI+CBU (ours),48,75.10284,75.7322179
NH4Cl | NaFeHCF,SPI+CBU (ours),60,68.802042,70.76638853
NH4Cl | NaFeHCF,SPI+CBU (ours),72,63.229548,65.59100142
NH4Cl | NaFeHCF,SPI+CBU (ours),84,59.247842,60.09700525
NH4Cl | NaFeHCF,SPI+CBU (ours),96,57.612356,55.02740325
NH4Cl | NaFeHCF,SPI+CBU (ours),100,57.25466,56.59532812
NH4Cl | NaFeHCF,SPI+TBU,12,94.336774,66.08409593
NH4Cl | NaFeHCF,SPI+TBU,24,85.664782,89.86471674
NH4Cl | NaFeHCF,SPI+TBU,36,79.077466,83.39085693
NH4Cl | NaFeHCF,SPI+TBU,48,75.10284,75.47617467
NH4Cl | NaFeHCF,SPI+TBU,60,68.802042,70.27705206
NH4Cl | NaFeHCF,SPI+TBU,72,63.229548,64.50047242
NH4Cl | NaFeHCF,SPI+TBU,84,59.247842,58.44400856
NH4Cl | NaFeHCF,SPI+TBU,96,57.612356,53.30376975
NH4Cl | NaFeHCF,SPI+TBU,100,57.25466,53.20268818
NH4Cl | NaFeHCF,Lin,12,94.336774,64.58563037
NH4Cl | NaFeHCF,Lin,24,85.664782,90.37873877
NH4Cl | NaFeHCF,Lin,36,79.077466,84.06360204
NH4Cl | NaFeHCF,Lin,48,75.10284,75.76001931
NH4Cl | NaFeHCF,Lin,60,68.802042,69.46156081
NH4Cl | NaFeHCF,Lin,72,63.229548,63.27825474
NH4Cl | NaFeHCF,Lin,84,59.247842,57.15861144
NH4Cl | NaFeHCF,Lin,96,57.612356,51.80513347
NH4Cl | NaFeHCF,Lin,100,57.25466,51.61004832
NH4Cl | NaFeHCF,Log-Bayes,12,94.336774,98.00410004
NH4Cl | NaFeHCF,Log-Bayes,24,85.664782,93.47069485
NH4Cl | NaFeHCF,Log-Bayes,36,79.077466,86.89106851
NH4Cl | NaFeHCF,Log-Bayes,48,75.10284,80.32320935
NH4Cl | NaFeHCF,Log-Bayes,60,68.802042,76.13704914
NH4Cl | NaFeHCF,Log-Bayes,72,63.229548,71.81986284
NH4Cl | NaFeHCF,Log-Bayes,84,59.247842,67.38953002
NH4Cl | NaFeHCF,Log-Bayes,96,57.612356,63.30594738
NH4Cl | NaFeHCF,Log-Bayes,100,57.25466,61.18952017
NH4Cl | NaMnHCF,SPI+CBU (ours),12,17.259532,67.2691822
NH4Cl | NaMnHCF,SPI+CBU (ours),24,11.246048,-6.024791648
NH4Cl | NaMnHCF,SPI+CBU (ours),36,9.600056,3.893135022
NH4Cl | NaMnHCF,SPI+CBU (ours),48,8.976786,10.61100481
NH4Cl | NaMnHCF,SPI+CBU (ours),60,8.435302,9.523859486
NH4Cl | NaMnHCF,SPI+CBU (ours),72,8.04728,8.370981434
NH4Cl | NaMnHCF,SPI+CBU (ours),84,7.74691,7.680922466
NH4Cl | NaMnHCF,SPI+CBU (ours),96,7.548892,7.328523734
NH4Cl | NaMnHCF,SPI+CBU (ours),100,7.476988,7.541851887
NH4Cl | NaMnHCF,SPI+TBU,12,17.259532,67.2691822
NH4Cl | NaMnHCF,SPI+TBU,24,11.246048,-6.024791648
NH4Cl | NaMnHCF,SPI+TBU,36,9.600056,-2.850175992
NH4Cl | NaMnHCF,SPI+TBU,48,8.976786,5.143472122
NH4Cl | NaMnHCF,SPI+TBU,60,8.435302,12.0094649
NH4Cl | NaMnHCF,SPI+TBU,72,8.04728,15.8271191
NH4Cl | NaMnHCF,SPI+TBU,84,7.74691,17.24326443
NH4Cl | NaMnHCF,SPI+TBU,96,7.548892,17.40675703
NH4Cl | NaMnHCF,SPI+TBU,100,7.476988,14.39181512
NH4Cl | NaMnHCF,Lin,12,17.259532,65.82183191
NH4Cl | NaMnHCF,Lin,24,11.246048,37.81715542
NH4Cl | NaMnHCF,Lin,36,9.600056,11.43714342
NH4Cl | NaMnHCF,Lin,48,8.976786,-2.157257446
NH4Cl | NaMnHCF,Lin,60,8.435302,-7.277503278
NH4Cl | NaMnHCF,Lin,72,8.04728,-8.044339665
NH4Cl | NaMnHCF,Lin,84,7.74691,-7.254270055
NH4Cl | NaMnHCF,Lin,96,7.548892,-6.101732771
NH4Cl | NaMnHCF,Lin,100,7.476988,-2.409209955
NH4Cl | NaMnHCF,Log-Bayes,12,17.259532,24.79505418
NH4Cl | NaMnHCF,Log-Bayes,24,11.246048,-16.68619585
NH4Cl | NaMnHCF,Log-Bayes,36,9.600056,-12.30572585
NH4Cl | NaMnHCF,Log-Bayes,48,8.976786,-8.315961694
NH4Cl | NaMnHCF,Log-Bayes,60,8.435302,-5.958612097
NH4Cl | NaMnHCF,Log-Bayes,72,8.04728,-4.29946588
NH4Cl | NaMnHCF,Log-Bayes,84,7.74691,-3.194908535
NH4Cl | NaMnHCF,Log-Bayes,96,7.548892,-2.313741814
NH4Cl | NaMnHCF,Log-Bayes,100,7.476988,-0.567710876
NH4Cl | NaNiHCF,SPI+CBU (ours),12,61.367736,66.59183818
NH4Cl | NaNiHCF,SPI+CBU (ours),24,48.543634,60.04670384
NH4Cl | NaNiHCF,SPI+CBU (ours),36,47.48711,49.17068694
NH4Cl | NaNiHCF,SPI+CBU (ours),48,46.448508,45.81677938
NH4Cl | NaNiHCF,SPI+CBU (ours),60,45.231444,43.91706731
NH4Cl | NaNiHCF,SPI+CBU (ours),72,44.04799,42.54374992
NH4Cl | NaNiHCF,SPI+CBU (ours),84,42.509232,41.5376878
NH4Cl | NaNiHCF,SPI+CBU (ours),96,41.306824,40.99957968
NH4Cl | NaNiHCF,SPI+CBU (ours),100,41.10246,41.26490359
NH4Cl | NaNiHCF,SPI+TBU,12,61.367736,66.59183818
NH4Cl | NaNiHCF,SPI+TBU,24,48.543634,54.84987752
NH4Cl | NaNiHCF,SPI+TBU,36,47.48711,39.25210938
NH4Cl | NaNiHCF,SPI+TBU,48,46.448508,38.70445261
NH4Cl | NaNiHCF,SPI+TBU,60,45.231444,42.0943647
NH4Cl | NaNiHCF,SPI+TBU,72,44.04799,44.82484448
NH4Cl | NaNiHCF,SPI+TBU,84,42.509232,46.18512757
NH4Cl | NaNiHCF,SPI+TBU,96,41.306824,46.10694482
NH4Cl | NaNiHCF,SPI+TBU,100,41.10246,44.42482428
NH4Cl | NaNiHCF,Lin,12,61.367736,65.12610593
NH4Cl | NaNiHCF,Lin,24,48.543634,74.20105759
NH4Cl | NaNiHCF,Lin,36,47.48711,50.8376753
NH4Cl | NaNiHCF,Lin,48,46.448508,37.3322727
NH4Cl | NaNiHCF,Lin,60,45.231444,31.97358819
NH4Cl | NaNiHCF,Lin,72,44.04799,30.45103029
NH4Cl | NaNiHCF,Lin,84,42.509232,30.35091446
NH4Cl | NaNiHCF,Lin,96,41.306824,30.31191432
NH4Cl | NaNiHCF,Lin,100,41.10246,32.8879607
NH4Cl | NaNiHCF,Log-Bayes,12,61.367736,86.4188276
NH4Cl | NaNiHCF,Log-Bayes,24,48.543634,53.2146907
NH4Cl | NaNiHCF,Log-Bayes,36,47.48711,37.09434356
NH4Cl | NaNiHCF,Log-Bayes,48,46.448508,35.41181028
NH4Cl | NaNiHCF,Log-Bayes,60,45.231444,35.78615529
NH4Cl | NaNiHCF,Log-Bayes,72,44.04799,36.05655326
NH4Cl | NaNiHCF,Log-Bayes,84,42.509232,36.19775913
NH4Cl | NaNiHCF,Log-Bayes,96,41.306824,35.99652721
NH4Cl | NaNiHCF,Log-Bayes,100,41.10246,36.69096319
NaCl | KCuHCF,SPI+CBU (ours),12,68.886916,66.54936139
NaCl | KCuHCF,SPI+CBU (ours),24,49.114396,62.39831989
NaCl | KCuHCF,SPI+CBU (ours),36,41.970276,45.52516405
NaCl | KCuHCF,SPI+CBU (ours),48,35.938198,38.03163272
NaCl | KCuHCF,SPI+CBU (ours),60,32.125,33.1487759
NaCl | KCuHCF,SPI+CBU (ours),72,29.751502,29.56650259
NaCl | KCuHCF,SPI+CBU (ours),84,28.90148,26.90209118
NaCl | KCuHCF,SPI+CBU (ours),96,26.622342,25.0682109
NaCl | KCuHCF,SPI+CBU (ours),100,25.886376,25.78013651
NaCl | KCuHCF,SPI+TBU,12,68.886916,66.54936139
NaCl | KCuHCF,SPI+TBU,24,49.114396,65.51415971
NaCl | KCuHCF,SPI+TBU,36,41.970276,43.17662511
NaCl | KCuHCF,SPI+TBU,48,35.938198,35.04420964
NaCl | KCuHCF,SPI+TBU,60,32.125,29.93510397
NaCl | KCuHCF,SPI+TBU,72,29.751502,27.01234668
NaCl | KCuHCF,SPI+TBU,84,28.90148,25.27791989
NaCl | KCuHCF,SPI+TBU,96,26.622342,25.05072566
NaCl | KCuHCF,SPI+TBU,100,25.886376,25.42894729
NaCl | KCuHCF,Lin,12,68.886916,65.08627499
NaCl | KCuHCF,Lin,24,49.114396,79.6335886
NaCl | KCuHCF,Lin,36,41.970276,55.17123419
NaCl | KCuHCF,Lin,48,35.938198,36.40724779
NaCl | KCuHCF,Lin,60,32.125,23.47296727
NaCl | KCuHCF,Lin,72,29.751502,15.96291272
NaCl | KCuHCF,Lin,84,28.90148,11.76732518
NaCl | KCuHCF,Lin,96,26.622342,10.02640142
NaCl | KCuHCF,Lin,100,25.886376,13.59271987
NaCl | KCuHCF,Log-Bayes,12,68.886916,92.35446617
NaCl | KCuHCF,Log-Bayes,24,49.114396,65.41080213
NaCl | KCuHCF,Log-Bayes,36,41.970276,42.2894141
NaCl | KCuHCF,Log-Bayes,48,35.938198,34.66367733
NaCl | KCuHCF,Log-Bayes,60,32.125,29.56960357
NaCl | KCuHCF,Log-Bayes,72,29.751502,26.01290185
NaCl | KCuHCF,Log-Bayes,84,28.90148,23.31804141
NaCl | KCuHCF,Log-Bayes,96,26.622342,21.61592999
NaCl | KCuHCF,Log-Bayes,100,25.886376,21.91523935
NaCl | KFeHCF,SPI+CBU (ours),12,65.81887,66.69938806
NaCl | KFeHCF,SPI+CBU (ours),24,35.627722,57.08096887
NaCl | KFeHCF,SPI+CBU (ours),36,23.80856,31.66373788
NaCl | KFeHCF,SPI+CBU (ours),48,17.810912,20.73823641
NaCl | KFeHCF,SPI+CBU (ours),60,13.284782,14.71351196
NaCl | KFeHCF,SPI+CBU (ours),72,10.938816,10.54622461
NaCl | KFeHCF,SPI+CBU (ours),84,9.178892,7.566306227
NaCl | KFeHCF,SPI+CBU (ours),96,7.531436,5.775640722
NaCl | KFeHCF,SPI+CBU (ours),100,7.239132,6.9684864
NaCl | KFeHCF,SPI+TBU,12,65.81887,66.69938806
NaCl | KFeHCF,SPI+TBU,24,35.627722,61.64169609
NaCl | KFeHCF,SPI+TBU,36,23.80856,31.49864693
NaCl | KFeHCF,SPI+TBU,48,17.810912,15.85632491
NaCl | KFeHCF,SPI+TBU,60,13.284782,8.731527635
NaCl | KFeHCF,SPI+TBU,72,10.938816,5.394124086
NaCl | KFeHCF,SPI+TBU,84,9.178892,4.273520474
NaCl | KFeHCF,SPI+TBU,96,7.531436,4.279237623
NaCl | KFeHCF,SPI+TBU,100,7.239132,5.372829819
NaCl | KFeHCF,Lin,12,65.81887,65.25122162
NaCl | KFeHCF,Lin,24,35.627722,78.12028609
NaCl | KFeHCF,Lin,36,23.80856,47.74851382
NaCl | KFeHCF,Lin,48,17.810912,20.33631734
NaCl | KFeHCF,Lin,60,13.284782,2.459868543
NaCl | KFeHCF,Lin,72,10.938816,-7.705958495
NaCl | KFeHCF,Lin,84,9.178892,-12.84708393
NaCl | KFeHCF,Lin,96,7.531436,-15.13947857
NaCl | KFeHCF,Lin,100,7.239132,-10.15073275
NaCl | KFeHCF,Log-Bayes,12,65.81887,92.18262598
NaCl | KFeHCF,Log-Bayes,24,35.627722,60.78453934
NaCl | KFeHCF,Log-Bayes,36,23.80856,29.89035006
NaCl | KFeHCF,Log-Bayes,48,17.810912,15.95583452
NaCl | KFeHCF,Log-Bayes,60,13.284782,8.983614241
NaCl | KFeHCF,Log-Bayes,72,10.938816,4.374740469
NaCl | KFeHCF,Log-Bayes,84,9.178892,1.343727816
NaCl | KFeHCF,Log-Bayes,96,7.531436,-0.689698001
NaCl | KFeHCF,Log-Bayes,100,7.239132,0.045352298
NaCl | KMnHCF,SPI+CBU (ours),12,72.694676,66.64117297
NaCl | KMnHCF,SPI+CBU (ours),24,42.386388,62.75187097
NaCl | KMnHCF,SPI+CBU (ours),36,25.99248,43.34775367
NaCl | KMnHCF,SPI+CBU (ours),48,22.765152,30.61499595
NaCl | KMnHCF,SPI+CBU (ours),60,21.089038,24.29629036
NaCl | KMnHCF,SPI+CBU (ours),72,20.108652,20.86853472
NaCl | KMnHCF,SPI+CBU (ours),84,19.314936,18.71513178
NaCl | KMnHCF,SPI+CBU (ours),96,18.599424,17.65300711
NaCl | KMnHCF,SPI+CBU (ours),100,18.525398,18.40174535
NaCl | KMnHCF,SPI+TBU,12,72.694676,66.64117297
NaCl | KMnHCF,SPI+TBU,24,42.386388,66.80569521
NaCl | KMnHCF,SPI+TBU,36,25.99248,42.65570468
NaCl | KMnHCF,SPI+TBU,48,22.765152,21.18578416
NaCl | KMnHCF,SPI+TBU,60,21.089038,10.65467252
NaCl | KMnHCF,SPI+TBU,72,20.108652,9.351437487
NaCl | KMnHCF,SPI+TBU,84,19.314936,11.10698623
NaCl | KMnHCF,SPI+TBU,96,18.599424,13.26943506
NaCl | KMnHCF,SPI+TBU,100,18.525398,15.55621882
NaCl | KMnHCF,Lin,12,72.694676,65.19084069
NaCl | KMnHCF,Lin,24,42.386388,79.00505478
NaCl | KMnHCF,Lin,36,25.99248,54.70937343
NaCl | KMnHCF,Lin,48,22.765152,26.07069184
NaCl | KMnHCF,Lin,60,21.089038,6.869088726
NaCl | KMnHCF,Lin,72,20.108652,-1.525024997
NaCl | KMnHCF,Lin,84,19.314936,-4.453334218
NaCl | KMnHCF,Lin,96,18.599424,-5.006386284
NaCl | KMnHCF,Lin,100,18.525398,0.700176574
NaCl | KMnHCF,Log-Bayes,12,72.694676,86.3939412
NaCl | KMnHCF,Log-Bayes,24,42.386388,66.65338121
NaCl | KMnHCF,Log-Bayes,36,25.99248,42.30304344
NaCl | KMnHCF,Log-Bayes,48,22.765152,24.24033458
NaCl | KMnHCF,Log-Bayes,60,21.089038,15.17094108
NaCl | KMnHCF,Log-Bayes,72,20.108652,11.23402168
NaCl | KMnHCF,Log-Bayes,84,19.314936,9.280973584
NaCl | KMnHCF,Log-Bayes,96,18.599424,8.220799148
NaCl | KMnHCF,Log-Bayes,100,18.525398,9.559596921
NaCl | KNiHCF,SPI+CBU (ours),12,85.494948,66.19340821
NaCl | KNiHCF,SPI+CBU (ours),24,80.926358,85.41479607
NaCl | KNiHCF,SPI+CBU (ours),36,78.826418,79.98479915
NaCl | KNiHCF,SPI+CBU (ours),48,76.995316,77.36097281
NaCl | KNiHCF,SPI+CBU (ours),60,76.305092,75.54178574
NaCl | KNiHCF,SPI+CBU (ours),72,75.42061,74.0677859
NaCl | KNiHCF,SPI+CBU (ours),84,74.195878,72.65710021
NaCl | KNiHCF,SPI+CBU (ours),96,71.95403,71.41627655
NaCl | KNiHCF,SPI+CBU (ours),100,71.407432,71.58347351
NaCl | KNiHCF,SPI+TBU,12,85.494948,66.19340821
NaCl | KNiHCF,SPI+TBU,24,80.926358,79.45165443
NaCl | KNiHCF,SPI+TBU,36,78.826418,75.00216974
NaCl | KNiHCF,SPI+TBU,48,76.995316,73.41811555
NaCl | KNiHCF,SPI+TBU,60,76.305092,73.40708664
NaCl | KNiHCF,SPI+TBU,72,75.42061,74.22040846
NaCl | KNiHCF,SPI+TBU,84,74.195878,73.89742333
NaCl | KNiHCF,SPI+TBU,96,71.95403,73.35698782
NaCl | KNiHCF,SPI+TBU,100,71.407432,72.90440233
NaCl | KNiHCF,Lin,12,85.494948,64.7015212
NaCl | KNiHCF,Lin,24,80.926358,85.15050041
NaCl | KNiHCF,Lin,36,78.826418,77.00729768
NaCl | KNiHCF,Lin,48,76.995316,71.81852323
NaCl | KNiHCF,Lin,60,76.305092,69.46834547
NaCl | KNiHCF,Lin,72,75.42061,68.9289268
NaCl | KNiHCF,Lin,84,74.195878,68.27233267
NaCl | KNiHCF,Lin,96,71.95403,67.75670171
NaCl | KNiHCF,Lin,100,71.407432,68.75300886
NaCl | KNiHCF,Log-Bayes,12,85.494948,92.85987631
NaCl | KNiHCF,Log-Bayes,24,80.926358,81.47581563
NaCl | KNiHCF,Log-Bayes,36,78.826418,77.06455984
NaCl | KNiHCF,Log-Bayes,48,76.995316,75.33826595
NaCl | KNiHCF,Log-Bayes,60,76.305092,74.42594006
