material,threshold,replicate,method,cycle,actual,pred_retention
KCoHCF,90.0,1,Lin,570.0,96.56071154545454,96.38993919970062
KCoHCF,90.0,1,Lin,627.0,96.20228496545457,96.06928672164416
KCoHCF,90.0,1,Lin,684.0,96.13880242909092,95.8183966714275
KCoHCF,90.0,1,Lin,741.0,95.78585691,95.59163164200744
KCoHCF,90.0,1,Lin,798.0,95.32307399727272,95.36217973733868
KCoHCF,90.0,1,Lin,855.0,94.78559540818182,95.10788549935342
KCoHCF,90.0,1,Lin,912.0,94.35167760090908,94.6523638203187
KCoHCF,90.0,1,Lin,969.0,94.04657512454546,94.24868545730736
KCoHCF,90.0,1,Lin,1026.0,93.46200091,93.81762549770453
KCoHCF,90.0,1,Lin,1083.0,92.80994333363635,93.38055480101836
KCoHCF,90.0,1,Lin,1140.0,92.5538053018182,92.70812004065638
KCoHCF,90.0,1,Lin,1197.0,91.41794848545454,92.31112986658265
KCoHCF,90.0,1,Lin,1254.0,90.87398984636364,91.5950118205462
KCoHCF,90.0,1,Lin,1311.0,90.70826439272729,90.77054478894615
KCoHCF,90.0,1,Lin,1367.0,90.00467499909091,90.19860541630132
KCoHCF,90.0,2,SPI+CBU (ours),50.0,99.48620487454544,99.18764104052784
KCoHCF,90.0,2,SPI+CBU (ours),100.0,98.6106233118182,99.46109816101352
KCoHCF,90.0,2,SPI+CBU (ours),150.0,97.82791241454548,98.77722090028166
KCoHCF,90.0,2,SPI+CBU (ours),200.0,96.76834831272728,98.02055090889206
KCoHCF,90.0,2,SPI+CBU (ours),250.0,96.1954541681818,96.35369272992124
KCoHCF,90.0,2,SPI+CBU (ours),300.0,95.52639471090907,95.5291217658572
KCoHCF,90.0,2,SPI+CBU (ours),350.0,95.02896913454546,94.91489470799868
KCoHCF,90.0,2,SPI+CBU (ours),400.0,94.57380485363636,94.58085713756188
KCoHCF,90.0,2,SPI+CBU (ours),450.0,94.21915902818182,94.25534048202746
KCoHCF,90.0,2,SPI+CBU (ours),500.0,93.97202829,93.82042871856947
KCoHCF,90.0,2,SPI+CBU (ours),550.0,93.8190741009091,93.57989011761128
KCoHCF,90.0,2,SPI+CBU (ours),600.0,93.61358057272729,93.36554554010743
KCoHCF,90.0,2,SPI+CBU (ours),650.0,93.31218423636363,93.22373041465328
KCoHCF,90.0,2,SPI+CBU (ours),700.0,93.03965044636362,93.00584787164348
KCoHCF,90.0,2,SPI+CBU (ours),750.0,92.78217037090909,92.76694002243738
KCoHCF,90.0,2,SPI+CBU (ours),800.0,92.49487187454544,92.48436229832842
KCoHCF,90.0,2,SPI+CBU (ours),850.0,92.18134328727272,92.25699750533616
KCoHCF,90.0,2,SPI+CBU (ours),900.0,91.96811922181818,91.95610515209074
KCoHCF,90.0,2,SPI+CBU (ours),950.0,91.7138487709091,91.68546339444488
KCoHCF,90.0,2,SPI+CBU (ours),1000.0,91.51659647,91.4231706515851
KCoHCF,90.0,2,SPI+CBU (ours),1050.0,91.12757377636365,91.23457020654789
KCoHCF,90.0,2,SPI+CBU (ours),1100.0,90.96043051727273,90.92748680819518
KCoHCF,90.0,2,SPI+CBU (ours),1150.0,90.5742035781818,90.6428170065183
KCoHCF,90.0,2,SPI+CBU (ours),1200.0,90.07525043,90.38459413027805
KCoHCF,90.0,2,SPI+CBU (ours),1208.0,90.00434050454545,90.20568104693288
KCoHCF,90.0,2,SPI+TBU,50.0,99.48620487454544,99.18764104052784
KCoHCF,90.0,2,SPI+TBU,100.0,98.6106233118182,99.46082405849366
KCoHCF,90.0,2,SPI+TBU,150.0,97.82791241454548,98.75980681056332
KCoHCF,90.0,2,SPI+TBU,200.0,96.76834831272728,97.9994636032072
KCoHCF,90.0,2,SPI+TBU,250.0,96.1954541681818,97.17685520667496
KCoHCF,90.0,2,SPI+TBU,300.0,95.52639471090907,96.40049281853376
KCoHCF,90.0,2,SPI+TBU,350.0,95.02896913454546,95.68349558026463
KCoHCF,90.0,2,SPI+TBU,400.0,94.57380485363636,94.9826672884934
KCoHCF,90.0,2,SPI+TBU,450.0,94.21915902818182,94.3855277905007
KCoHCF,90.0,2,SPI+TBU,500.0,93.97202829,93.81469474713612
KCoHCF,90.0,2,SPI+TBU,550.0,93.8190741009091,93.44250815256112
KCoHCF,90.0,2,SPI+TBU,600.0,93.61358057272729,93.1768741754386
KCoHCF,90.0,2,SPI+TBU,650.0,93.31218423636363,93.05505802371589
KCoHCF,90.0,2,SPI+TBU,700.0,93.03965044636362,92.88392529877576
KCoHCF,90.0,2,SPI+TBU,750.0,92.78217037090909,92.69829796517378
KCoHCF,90.0,2,SPI+TBU,800.0,92.49487187454544,92.44044693516028
KCoHCF,90.0,2,SPI+TBU,850.0,92.18134328727272,92.2387578180118
KCoHCF,90.0,2,SPI+TBU,900.0,91.96811922181818,91.9446769603586
KCoHCF,90.0,2,SPI+TBU,950.0,91.7138487709091,91.69071755513262
KCoHCF,90.0,2,SPI+TBU,1000.0,91.51659647,91.44027808393076
KCoHCF,90.0,2,SPI+TBU,1050.0,91.12757377636365,91.2426194938774
KCoHCF,90.0,2,SPI+TBU,1100.0,90.96043051727273,90.95819435038248
KCoHCF,90.0,2,SPI+TBU,1150.0,90.5742035781818,90.6780700129743
KCoHCF,90.0,2,SPI+TBU,1200.0,90.07525043,90.41783973583476
KCoHCF,90.0,2,SPI+TBU,1208.0,90.00434050454545,90.24554092516291
KCoHCF,90.0,2,Lin,50.0,99.48620487454544,99.23913166566696
KCoHCF,90.0,2,Lin,100.0,98.6106233118182,98.94115885885898
KCoHCF,90.0,2,Lin,150.0,97.82791241454548,98.55853843717344
KCoHCF,90.0,2,Lin,200.0,96.76834831272728,98.0295847059777
KCoHCF,90.0,2,Lin,250.0,96.1954541681818,97.35697325748606
KCoHCF,90.0,2,Lin,300.0,95.52639471090907,96.59058300238756
KCoHCF,90.0,2,Lin,350.0,95.02896913454546,95.77331562579532
KCoHCF,90.0,2,Lin,400.0,94.57380485363636,94.94093020579189
KCoHCF,90.0,2,Lin,450.0,94.21915902818182,94.24809483083364
KCoHCF,90.0,2,Lin,500.0,93.97202829,93.63306554434764
KCoHCF,90.0,2,Lin,550.0,93.8190741009091,93.2349784130066
KCoHCF,90.0,2,Lin,600.0,93.61358057272729,92.9479345359584
KCoHCF,90.0,2,Lin,650.0,93.31218423636363,92.7962294700928
KCoHCF,90.0,2,Lin,700.0,93.03965044636362,92.61782836842418
KCoHCF,90.0,2,Lin,750.0,92.78217037090909,92.4361555036247
KCoHCF,90.0,2,Lin,800.0,92.49487187454544,92.20072749764446
KCoHCF,90.0,2,Lin,850.0,92.18134328727272,92.01197238074832
KCoHCF,90.0,2,Lin,900.0,91.96811922181818,91.74860197079803
KCoHCF,90.0,2,Lin,950.0,91.7138487709091,91.51430787269534
KCoHCF,90.0,2,Lin,1000.0,91.51659647,91.28172405926573
KCoHCF,90.0,2,Lin,1050.0,91.12757377636365,91.09184381279644
KCoHCF,90.0,2,Lin,1100.0,90.96043051727273,90.83110608698674
KCoHCF,90.0,2,Lin,1150.0,90.5742035781818,90.56962405025706
KCoHCF,90.0,2,Lin,1200.0,90.07525043,90.3230803059167
KCoHCF,90.0,2,Lin,1208.0,90.00434050454545,90.20242044389812
KCoHCF,90.0,3,SPI+CBU (ours),58.0,99.37023838181818,98.95038136788266
KCoHCF,90.0,3,SPI+CBU (ours),116.0,98.70836834636364,99.0666404246128
KCoHCF,90.0,3,SPI+CBU (ours),174.0,97.98893603,98.47971485223798
KCoHCF,90.0,3,SPI+CBU (ours),232.0,97.33599504090908,97.86468981622632
KCoHCF,90.0,3,SPI+CBU (ours),290.0,96.76271790636363,97.203041119599
KCoHCF,90.0,3,SPI+CBU (ours),348.0,96.2946971009091,96.58123004280192
KCoHCF,90.0,3,SPI+CBU (ours),406.0,95.76695192363636,96.00725534479238
KCoHCF,90.0,3,SPI+CBU (ours),464.0,95.34906845363636,95.45920437895084
KCoHCF,90.0,3,SPI+CBU (ours),522.0,95.04073955636365,94.93456506699016
KCoHCF,90.0,3,SPI+CBU (ours),580.0,94.7775413481818,94.56453183639935
KCoHCF,90.0,3,SPI+CBU (ours),638.0,94.47351329545454,94.24794145118292
KCoHCF,90.0,3,SPI+CBU (ours),696.0,94.11103353727272,93.96622057503762
KCoHCF,90.0,3,SPI+CBU (ours),754.0,93.88138668727274,93.65416860061076
KCoHCF,90.0,3,SPI+CBU (ours),812.0,93.35980485727272,93.35230611472166
KCoHCF,90.0,3,SPI+CBU (ours),870.0,92.95950761363636,93.02388721895215
KCoHCF,90.0,3,SPI+CBU (ours),928.0,92.74567039727272,92.65475270773644
KCoHCF,90.0,3,SPI+CBU (ours),986.0,92.46340197636364,92.31242266407068
KCoHCF,90.0,3,SPI+CBU (ours),1044.0,92.1942605781818,91.9908551059732
KCoHCF,90.0,3,SPI+CBU (ours),1102.0,91.84088435,91.6567949070014
KCoHCF,90.0,3,SPI+CBU (ours),1160.0,91.51264583363636,91.3496767995808
KCoHCF,90.0,3,SPI+CBU (ours),1218.0,91.18635042545452,91.01857928795212
KCoHCF,90.0,3,SPI+CBU (ours),1276.0,90.83243192727272,90.6794915856498
KCoHCF,90.0,3,SPI+CBU (ours),1334.0,90.34504275363636,90.3261354139952
KCoHCF,90.0,3,SPI+CBU (ours),1389.0,90.00310179181818,89.97458194502366
KCoHCF,90.0,3,SPI+TBU,58.0,99.37023838181818,98.95038136788266
KCoHCF,90.0,3,SPI+TBU,116.0,98.70836834636364,99.06276323142832
KCoHCF,90.0,3,SPI+TBU,174.0,97.98893603,98.47054745224077
KCoHCF,90.0,3,SPI+TBU,232.0,97.33599504090908,97.85618602397624
KCoHCF,90.0,3,SPI+TBU,290.0,96.76271790636363,97.17695714657182
KCoHCF,90.0,3,SPI+TBU,348.0,96.2946971009091,96.54330825713244
KCoHCF,90.0,3,SPI+TBU,406.0,95.76695192363636,95.92777215631362
KCoHCF,90.0,3,SPI+TBU,464.0,95.34906845363636,95.39259577840298
KCoHCF,90.0,3,SPI+TBU,522.0,95.04073955636365,94.84007469607916
KCoHCF,90.0,3,SPI+TBU,580.0,94.7775413481818,94.41906000366244
KCoHCF,90.0,3,SPI+TBU,638.0,94.47351329545454,94.14701615021552
KCoHCF,90.0,3,SPI+TBU,696.0,94.11103353727272,93.9120912994417
KCoHCF,90.0,3,SPI+TBU,754.0,93.88138668727274,93.6510977468341
KCoHCF,90.0,3,SPI+TBU,812.0,93.35980485727272,93.41311752727952
KCoHCF,90.0,3,SPI+TBU,870.0,92.95950761363636,93.1184050936496
KCoHCF,90.0,3,SPI+TBU,928.0,92.74567039727272,92.71690528359532
KCoHCF,90.0,3,SPI+TBU,986.0,92.46340197636364,92.37390584700012
KCoHCF,90.0,3,SPI+TBU,1044.0,92.1942605781818,92.07722010650298
KCoHCF,90.0,3,SPI+TBU,1102.0,91.84088435,91.7502824094466
KCoHCF,90.0,3,SPI+TBU,1160.0,91.51264583363636,91.50800117946388
KCoHCF,90.0,3,SPI+TBU,1218.0,91.18635042545452,91.21273273256828
KCoHCF,90.0,3,SPI+TBU,1276.0,90.83243192727272,90.91295102597728
KCoHCF,90.0,3,SPI+TBU,1334.0,90.34504275363636,90.58998657120053
KCoHCF,90.0,3,SPI+TBU,1389.0,90.00310179181818,90.18448575897584
KCoHCF,90.0,3,Lin,58.0,99.37023838181818,98.87513586928024
KCoHCF,90.0,3,Lin,116.0,98.70836834636364,98.79294171961716
KCoHCF,90.0,3,Lin,174.0,97.98893603,98.35834208570289
KCoHCF,90.0,3,Lin,232.0,97.33599504090908,97.8439992687756
KCoHCF,90.0,3,Lin,290.0,96.76271790636363,97.215102168098
KCoHCF,90.0,3,Lin,348.0,96.2946971009091,96.55339768695671
KCoHCF,90.0,3,Lin,406.0,95.76695192363636,95.8907781736601
KCoHCF,90.0,3,Lin,464.0,95.34906845363636,95.32826821867896
KCoHCF,90.0,3,Lin,522.0,95.04073955636365,94.76979457227702
KCoHCF,90.0,3,Lin,580.0,94.7775413481818,94.33764620267972
KCoHCF,90.0,3,Lin,638.0,94.47351329545454,94.0360875718273
KCoHCF,90.0,3,Lin,696.0,94.11103353727272,93.7751715396248
KCoHCF,90.0,3,Lin,754.0,93.88138668727274,93.50384215146448
KCoHCF,90.0,3,Lin,812.0,93.35980485727272,93.2571452963114
KCoHCF,90.0,3,Lin,870.0,92.95950761363636,92.97165744812725
KCoHCF,90.0,3,Lin,928.0,92.74567039727272,92.59885225536748
KCoHCF,90.0,3,Lin,986.0,92.46340197636364,92.26901296349868
KCoHCF,90.0,3,Lin,1044.0,92.1942605781818,91.97631973404576
KCoHCF,90.0,3,Lin,1102.0,91.84088435,91.6593179362086
KCoHCF,90.0,3,Lin,1160.0,91.51264583363636,91.41227960041896
KCoHCF,90.0,3,Lin,1218.0,91.18635042545452,91.12415071164725
KCoHCF,90.0,3,Lin,1276.0,90.83243192727272,90.83241125516231
KCoHCF,90.0,3,Lin,1334.0,90.34504275363636,90.52068541931808
KCoHCF,90.0,3,Lin,1389.0,90.00310179181818,90.14242272040856
KCoHCF,87.0,1,SPI+CBU (ours),169.0,98.98933687727272,96.76224998589213
KCoHCF,87.0,1,SPI+CBU (ours),338.0,98.05698297454546,96.7153712190722
KCoHCF,87.0,1,SPI+CBU (ours),507.0,96.62869073363636,97.32836856922562
KCoHCF,87.0,1,SPI+CBU (ours),676.0,96.10966459454544,96.31177351618484
KCoHCF,87.0,1,SPI+CBU (ours),845.0,94.8578362581818,95.47153980081283
KCoHCF,87.0,1,SPI+CBU (ours),1014.0,93.66076833272729,94.65699451862496
KCoHCF,87.0,1,SPI+CBU (ours),1183.0,91.68082788,93.28900240069324
KCoHCF,87.0,1,SPI+CBU (ours),1352.0,90.12127333363637,91.41772826938896
KCoHCF,87.0,1,SPI+CBU (ours),1521.0,89.28579121181818,88.93648875065566
KCoHCF,87.0,1,SPI+CBU (ours),1690.0,88.79862984727272,88.62500622884662
KCoHCF,87.0,1,SPI+CBU (ours),1859.0,88.58250515090909,88.71295141172939
KCoHCF,87.0,1,SPI+CBU (ours),2028.0,88.34351309090908,88.70394982757941
KCoHCF,87.0,1,SPI+CBU (ours),2197.0,88.11662881818182,88.25329582917148
KCoHCF,87.0,1,SPI+CBU (ours),2366.0,87.90881499999999,88.07359518782302
KCoHCF,87.0,1,SPI+CBU (ours),2535.0,87.76691636363635,87.83583297257722
KCoHCF,87.0,1,SPI+CBU (ours),2704.0,87.66157199999999,87.70114806258718
KCoHCF,87.0,1,SPI+CBU (ours),2873.0,87.56803536363637,87.59497894405547
KCoHCF,87.0,1,SPI+CBU (ours),3042.0,87.51070681818182,87.50001588674647
KCoHCF,87.0,1,SPI+CBU (ours),3211.0,87.38764072727272,87.41696387769228
KCoHCF,87.0,1,SPI+CBU (ours),3380.0,87.30511672727273,87.3434448481647
KCoHCF,87.0,1,SPI+CBU (ours),3549.0,87.21620572727274,87.26756685148472
KCoHCF,87.0,1,SPI+CBU (ours),3718.0,87.14461463636363,87.18934733053243
KCoHCF,87.0,1,SPI+CBU (ours),3887.0,87.05082990909091,87.1200446114295
KCoHCF,87.0,1,SPI+CBU (ours),4056.0,87.01309727272728,87.05982595799654
KCoHCF,87.0,1,SPI+CBU (ours),4064.0,87.00045372727273,87.05353338382317
KCoHCF,87.0,1,SPI+TBU,169.0,98.98933687727272,96.76224998589213
KCoHCF,87.0,1,SPI+TBU,338.0,98.05698297454546,96.7153712190722
KCoHCF,87.0,1,SPI+TBU,507.0,96.62869073363636,96.93214076925702
KCoHCF,87.0,1,SPI+TBU,676.0,96.10966459454544,96.33749716696371
KCoHCF,87.0,1,SPI+TBU,845.0,94.8578362581818,95.58868340977747
KCoHCF,87.0,1,SPI+TBU,1014.0,93.66076833272729,94.82246626664497
KCoHCF,87.0,1,SPI+TBU,1183.0,91.68082788,93.82838539662268
KCoHCF,87.0,1,SPI+TBU,1352.0,90.12127333363637,92.46868379832232
KCoHCF,87.0,1,SPI+TBU,1521.0,89.28579121181818,90.60524359885684
KCoHCF,87.0,1,SPI+TBU,1690.0,88.79862984727272,88.88093371182957
KCoHCF,87.0,1,SPI+TBU,1859.0,88.58250515090909,87.61282220883987
KCoHCF,87.0,1,SPI+TBU,2028.0,88.34351309090908,86.95636206299628
KCoHCF,87.0,1,SPI+TBU,2197.0,88.11662881818182,86.69234401088784
KCoHCF,87.0,1,SPI+TBU,2366.0,87.90881499999999,86.63174971300532
KCoHCF,87.0,1,SPI+TBU,2535.0,87.76691636363635,86.67358590202608
KCoHCF,87.0,1,SPI+TBU,2704.0,87.66157199999999,86.76412358357769
KCoHCF,87.0,1,SPI+TBU,2873.0,87.56803536363637,86.86641428728267
KCoHCF,87.0,1,SPI+TBU,3042.0,87.51070681818182,86.9478914164312
KCoHCF,87.0,1,SPI+TBU,3211.0,87.38764072727272,87.014336062502
KCoHCF,87.0,1,SPI+TBU,3380.0,87.30511672727273,87.07094379665536
KCoHCF,87.0,1,SPI+TBU,3549.0,87.21620572727274,87.0903846021596
KCoHCF,87.0,1,SPI+TBU,3718.0,87.14461463636363,87.08438578659278
KCoHCF,87.0,1,SPI+TBU,3887.0,87.05082990909091,87.05519619208076
KCoHCF,87.0,1,SPI+TBU,4056.0,87.01309727272728,87.02504478137384
KCoHCF,87.0,1,SPI+TBU,4064.0,87.00045372727273,87.01348430916181
KCoHCF,87.0,1,Lin,169.0,98.98933687727272,94.12088120002312
KCoHCF,87.0,1,Lin,338.0,98.05698297454546,97.85096537840676
KCoHCF,87.0,1,Lin,507.0,96.62869073363636,97.39640101917884
KCoHCF,87.0,1,Lin,676.0,96.10966459454544,96.66147328459398
KCoHCF,87.0,1,Lin,845.0,94.8578362581818,95.84477396791532
KCoHCF,87.0,1,Lin,1014.0,93.66076833272729,94.98346493872724
KCoHCF,87.0,1,Lin,1183.0,91.68082788,93.8727677603571
KCoHCF,87.0,1,Lin,1352.0,90.12127333363637,92.36784617621142
KCoHCF,87.0,1,Lin,1521.0,89.28579121181818,90.40165058279408
KCoHCF,87.0,1,Lin,1690.0,88.79862984727272,88.6703381037296
KCoHCF,87.0,1,Lin,1859.0,88.58250515090909,87.4181401710646
KCoHCF,87.0,1,Lin,2028.0,88.34351309090908,86.71850017860169
KCoHCF,87.0,1,Lin,2197.0,88.11662881818182,86.36585908381905
KCoHCF,87.0,1,Lin,2366.0,87.90881499999999,86.20877977636978
KCoHCF,87.0,1,Lin,2535.0,87.76691636363635,86.1688941114991
KCoHCF,87.0,1,Lin,2704.0,87.66157199999999,86.200724501029
KCoHCF,87.0,1,Lin,2873.0,87.56803536363637,86.26964452348162
KCoHCF,87.0,1,Lin,3042.0,87.51070681818182,86.34238695679407
KCoHCF,87.0,1,Lin,3211.0,87.38764072727272,86.41733670168895
KCoHCF,87.0,1,Lin,3380.0,87.30511672727273,86.49434453615235
KCoHCF,87.0,1,Lin,3549.0,87.21620572727274,86.54630827748511
KCoHCF,87.0,1,Lin,3718.0,87.14461463636363,86.57910788778025
KCoHCF,87.0,1,Lin,3887.0,87.05082990909091,86.59224490067996
KCoHCF,87.0,1,Lin,4056.0,87.01309727272728,86.60270514233297
KCoHCF,87.0,1,Lin,4064.0,87.00045372727273,86.75410311121375
KCoHCF,87.0,2,SPI+CBU (ours),189.0,97.00911157181818,97.3658898108198
KCoHCF,87.0,2,SPI+CBU (ours),378.0,94.85325051272726,96.29638413775685
KCoHCF,87.0,2,SPI+CBU (ours),567.0,93.75005449363636,94.33202101236223
KCoHCF,87.0,2,SPI+CBU (ours),756.0,92.77098927636364,93.15106292507735
KCoHCF,87.0,2,SPI+CBU (ours),945.0,91.72814139545454,92.32172856902338
KCoHCF,87.0,2,SPI+CBU (ours),1134.0,90.70930012545456,91.42595036738248
KCoHCF,87.0,2,SPI+CBU (ours),1323.0,89.44901311,90.76591897203164
KCoHCF,87.0,2,SPI+CBU (ours),1512.0,88.95293041000001,89.11155076230922
KCoHCF,87.0,2,SPI+CBU (ours),1701.0,88.71024818181819,88.2849969824056
KCoHCF,87.0,2,SPI+CBU (ours),1890.0,88.42777125454545,88.43153817140876
KCoHCF,87.0,2,SPI+CBU (ours),2079.0,88.41184451545455,88.24115170570553
KCoHCF,87.0,2,SPI+CBU (ours),2268.0,88.23944064909091,88.11170231896928
KCoHCF,87.0,2,SPI+CBU (ours),2457.0,88.05539180272727,88.00667471922877
KCoHCF,87.0,2,SPI+CBU (ours),2646.0,87.92607927272728,87.87876673876298
KCoHCF,87.0,2,SPI+CBU (ours),2835.0,87.7943569590909,87.76899830596288
KCoHCF,87.0,2,SPI+CBU (ours),3024.0,87.76960940999999,87.65568052655695
KCoHCF,87.0,2,SPI+CBU (ours),3213.0,87.60372927,87.55313641799712
KCoHCF,87.0,2,SPI+CBU (ours),3402.0,87.50336525636364,87.46267550745856
KCoHCF,87.0,2,SPI+CBU (ours),3591.0,87.40877960909091,87.3649293070662
KCoHCF,87.0,2,SPI+CBU (ours),3780.0,87.30952173454544,87.27145587045526
KCoHCF,87.0,2,SPI+CBU (ours),3969.0,87.27302537909091,87.17627630554327
KCoHCF,87.0,2,SPI+CBU (ours),4158.0,87.16813704363636,87.08855236863997
KCoHCF,87.0,2,SPI+CBU (ours),4347.0,87.09760798818182,87.01989421374047
KCoHCF,87.0,2,SPI+CBU (ours),4527.0,87.00499462545454,86.9578617565408
KCoHCF,87.0,2,SPI+TBU,189.0,97.00911157181818,97.3658898108198
KCoHCF,87.0,2,SPI+TBU,378.0,94.85325051272726,96.29638413775685
KCoHCF,87.0,2,SPI+TBU,567.0,93.75005449363636,94.60482753096896
KCoHCF,87.0,2,SPI+TBU,756.0,92.77098927636364,93.30952473531804
KCoHCF,87.0,2,SPI+TBU,945.0,91.72814139545454,92.40030767815416
KCoHCF,87.0,2,SPI+TBU,1134.0,90.70930012545456,91.50463496111622
KCoHCF,87.0,2,SPI+TBU,1323.0,89.44901311,90.57486400933254
KCoHCF,87.0,2,SPI+TBU,1512.0,88.95293041000001,89.37220600310091
KCoHCF,87.0,2,SPI+TBU,1701.0,88.71024818181819,88.26913874684604
KCoHCF,87.0,2,SPI+TBU,1890.0,88.42777125454545,87.68807363211461
KCoHCF,87.0,2,SPI+TBU,2079.0,88.41184451545455,87.42360478267067
KCoHCF,87.0,2,SPI+TBU,2268.0,88.23944064909091,87.39209045761942
KCoHCF,87.0,2,SPI+TBU,2457.0,88.05539180272727,87.46287983240825
KCoHCF,87.0,2,SPI+TBU,2646.0,87.92607927272728,87.48664834620034
KCoHCF,87.0,2,SPI+TBU,2835.0,87.7943569590909,87.50729826253134
KCoHCF,87.0,2,SPI+TBU,3024.0,87.76960940999999,87.48837013140685
KCoHCF,87.0,2,SPI+TBU,3213.0,87.60372927,87.47541562082807
KCoHCF,87.0,2,SPI+TBU,3402.0,87.50336525636364,87.44796680590916
KCoHCF,87.0,2,SPI+TBU,3591.0,87.40877960909091,87.40340678453659
KCoHCF,87.0,2,SPI+TBU,3780.0,87.30952173454544,87.36085874815028
