material,threshold,replicate,method,cycle,actual,pred_retention
KCoHCF,87.0,2,SPI+TBU,3969.0,87.27302537909091,87.28263344097472
KCoHCF,87.0,2,SPI+TBU,4158.0,87.16813704363636,87.21567799993122
KCoHCF,87.0,2,SPI+TBU,4347.0,87.09760798818182,87.1615493635197
KCoHCF,87.0,2,SPI+TBU,4527.0,87.00499462545454,87.08275488289965
KCoHCF,87.0,2,Lin,189.0,97.00911157181818,95.30462671718324
KCoHCF,87.0,2,Lin,378.0,94.85325051272726,97.3120108072766
KCoHCF,87.0,2,Lin,567.0,93.75005449363636,95.71891557886856
KCoHCF,87.0,2,Lin,756.0,92.77098927636364,94.30564808191376
KCoHCF,87.0,2,Lin,945.0,91.72814139545454,93.05310024231764
KCoHCF,87.0,2,Lin,1134.0,90.70930012545456,91.74374011881278
KCoHCF,87.0,2,Lin,1323.0,89.44901311,90.42794099241284
KCoHCF,87.0,2,Lin,1512.0,88.95293041000001,88.98490540603554
KCoHCF,87.0,2,Lin,1701.0,88.71024818181819,87.79133421755986
KCoHCF,87.0,2,Lin,1890.0,88.42777125454545,87.15316789341277
KCoHCF,87.0,2,Lin,2079.0,88.41184451545455,86.83474213320169
KCoHCF,87.0,2,Lin,2268.0,88.23944064909091,86.74708011651825
KCoHCF,87.0,2,Lin,2457.0,88.05539180272727,86.78021158486497
KCoHCF,87.0,2,Lin,2646.0,87.92607927272728,86.80397351324496
KCoHCF,87.0,2,Lin,2835.0,87.7943569590909,86.84278753967729
KCoHCF,87.0,2,Lin,3024.0,87.76960940999999,86.85978200257296
KCoHCF,87.0,2,Lin,3213.0,87.60372927,86.88643996129359
KCoHCF,87.0,2,Lin,3402.0,87.50336525636364,86.90399843846335
KCoHCF,87.0,2,Lin,3591.0,87.40877960909091,86.90680645557936
KCoHCF,87.0,2,Lin,3780.0,87.30952173454544,86.90911475742749
KCoHCF,87.0,2,Lin,3969.0,87.27302537909091,86.87908512721555
KCoHCF,87.0,2,Lin,4158.0,87.16813704363636,86.85400133150452
KCoHCF,87.0,2,Lin,4347.0,87.09760798818182,86.83630247258907
KCoHCF,87.0,2,Lin,4527.0,87.00499462545454,86.79978114606978
KCoHCF,87.0,3,SPI+CBU (ours),191.0,97.80315710636364,96.93155150347356
KCoHCF,87.0,3,SPI+CBU (ours),382.0,96.04446001818182,96.43991482659024
KCoHCF,87.0,3,SPI+CBU (ours),573.0,94.82135652272729,95.34014261832188
KCoHCF,87.0,3,SPI+CBU (ours),764.0,93.81246682727271,94.07397852915638
KCoHCF,87.0,3,SPI+CBU (ours),955.0,92.58951233545454,93.2300750883475
KCoHCF,87.0,3,SPI+CBU (ours),1146.0,91.61902666363636,92.23169347970084
KCoHCF,87.0,3,SPI+CBU (ours),1337.0,90.32582209090909,91.2057266102041
KCoHCF,87.0,3,SPI+CBU (ours),1528.0,89.53519237727272,90.27447400508342
KCoHCF,87.0,3,SPI+CBU (ours),1719.0,89.23904481090909,89.07759853746006
KCoHCF,87.0,3,SPI+CBU (ours),1910.0,88.7819431490909,88.835643996152
KCoHCF,87.0,3,SPI+CBU (ours),2101.0,88.45983014,88.56283071082308
KCoHCF,87.0,3,SPI+CBU (ours),2292.0,88.30207684181818,88.2945484429891
KCoHCF,87.0,3,SPI+CBU (ours),2483.0,88.11845589727272,88.06674400241185
KCoHCF,87.0,3,SPI+CBU (ours),2674.0,87.93659945090909,87.88963604225282
KCoHCF,87.0,3,SPI+CBU (ours),2865.0,87.81934291363636,87.76736535079476
KCoHCF,87.0,3,SPI+CBU (ours),3056.0,87.78570724636364,87.6520258009939
KCoHCF,87.0,3,SPI+CBU (ours),3247.0,87.66209044545454,87.56625095894252
KCoHCF,87.0,3,SPI+CBU (ours),3438.0,87.58181756363636,87.46185607879588
KCoHCF,87.0,3,SPI+CBU (ours),3629.0,87.44669508000001,87.38190783418565
KCoHCF,87.0,3,SPI+CBU (ours),3820.0,87.35832924818182,87.2961454109197
KCoHCF,87.0,3,SPI+CBU (ours),4011.0,87.30072744818182,87.18874167487672
KCoHCF,87.0,3,SPI+CBU (ours),4202.0,87.18174003272726,87.09392609639872
KCoHCF,87.0,3,SPI+CBU (ours),4393.0,87.11236644,87.00874309152066
KCoHCF,87.0,3,SPI+CBU (ours),4584.0,87.01666853454545,86.94076680692497
KCoHCF,87.0,3,SPI+CBU (ours),4591.0,87.00276748636362,86.9884910170133
KCoHCF,87.0,3,SPI+TBU,191.0,97.80315710636364,96.93155150347356
KCoHCF,87.0,3,SPI+TBU,382.0,96.04446001818182,96.43991482659024
KCoHCF,87.0,3,SPI+TBU,573.0,94.82135652272729,95.44220126666116
KCoHCF,87.0,3,SPI+TBU,764.0,93.81246682727271,94.31637239336366
KCoHCF,87.0,3,SPI+TBU,955.0,92.58951233545454,93.37666093833022
KCoHCF,87.0,3,SPI+TBU,1146.0,91.61902666363636,92.3658956741595
KCoHCF,87.0,3,SPI+TBU,1337.0,90.32582209090909,91.32778496632996
KCoHCF,87.0,3,SPI+TBU,1528.0,89.53519237727272,90.17537405002724
KCoHCF,87.0,3,SPI+TBU,1719.0,89.23904481090909,88.88947107263725
KCoHCF,87.0,3,SPI+TBU,1910.0,88.7819431490909,88.12322650165626
KCoHCF,87.0,3,SPI+TBU,2101.0,88.45983014,87.71777580001343
KCoHCF,87.0,3,SPI+TBU,2292.0,88.30207684181818,87.43998638205697
KCoHCF,87.0,3,SPI+TBU,2483.0,88.11845589727272,87.29140976536537
KCoHCF,87.0,3,SPI+TBU,2674.0,87.93659945090909,87.24176685717943
KCoHCF,87.0,3,SPI+TBU,2865.0,87.81934291363636,87.25749756116078
KCoHCF,87.0,3,SPI+TBU,3056.0,87.78570724636364,87.264397284839
KCoHCF,87.0,3,SPI+TBU,3247.0,87.66209044545454,87.2932512221964
KCoHCF,87.0,3,SPI+TBU,3438.0,87.58181756363636,87.29550911861412
KCoHCF,87.0,3,SPI+TBU,3629.0,87.44669508000001,87.28682392352866
KCoHCF,87.0,3,SPI+TBU,3820.0,87.35832924818182,87.27388073807707
KCoHCF,87.0,3,SPI+TBU,4011.0,87.30072744818182,87.22484904965232
KCoHCF,87.0,3,SPI+TBU,4202.0,87.18174003272726,87.19116305551567
KCoHCF,87.0,3,SPI+TBU,4393.0,87.11236644,87.14257807491944
KCoHCF,87.0,3,SPI+TBU,4584.0,87.01666853454545,87.08344178953048
KCoHCF,87.0,3,SPI+TBU,4591.0,87.00276748636362,87.06011981534228
KCoHCF,87.0,3,Lin,191.0,97.80315710636364,94.84926003393348
KCoHCF,87.0,3,Lin,382.0,96.04446001818182,97.4728617505499
KCoHCF,87.0,3,Lin,573.0,94.82135652272729,96.26500554958474
KCoHCF,87.0,3,Lin,764.0,93.81246682727271,95.0316019280688
KCoHCF,87.0,3,Lin,955.0,92.58951233545454,93.85051583781164
KCoHCF,87.0,3,Lin,1146.0,91.61902666363636,92.53848233605048
KCoHCF,87.0,3,Lin,1337.0,90.32582209090909,91.20793334057272
KCoHCF,87.0,3,Lin,1528.0,89.53519237727272,89.87772411184953
KCoHCF,87.0,3,Lin,1719.0,89.23904481090909,88.54666236489632
KCoHCF,87.0,3,Lin,1910.0,88.7819431490909,87.74145852915066
KCoHCF,87.0,3,Lin,2101.0,88.45983014,87.27872724762004
KCoHCF,87.0,3,Lin,2292.0,88.30207684181818,86.9539506412752
KCoHCF,87.0,3,Lin,2483.0,88.11845589727272,86.76307629669581
KCoHCF,87.0,3,Lin,2674.0,87.93659945090909,86.68013069518574
KCoHCF,87.0,3,Lin,2865.0,87.81934291363636,86.67480252386375
KCoHCF,87.0,3,Lin,3056.0,87.78570724636364,86.68159859059412
KCoHCF,87.0,3,Lin,3247.0,87.66209044545454,86.71964594949418
KCoHCF,87.0,3,Lin,3438.0,87.58181756363636,86.74601831738195
KCoHCF,87.0,3,Lin,3629.0,87.44669508000001,86.76853686119198
KCoHCF,87.0,3,Lin,3820.0,87.35832924818182,86.79017673814394
KCoHCF,87.0,3,Lin,4011.0,87.30072744818182,86.7820545557632
KCoHCF,87.0,3,Lin,4202.0,87.18174003272726,86.78489040018795
KCoHCF,87.0,3,Lin,4393.0,87.11236644,86.77401035586838
KCoHCF,87.0,3,Lin,4584.0,87.01666853454545,86.7515261249381
KCoHCF,87.0,3,Lin,4591.0,87.00276748636362,86.85922975434045
KCoHCF,87.0,1,Log-Bayes,169.0,98.98933687727272,99.33955903518503
KCoHCF,87.0,1,Log-Bayes,338.0,98.05698297454546,98.57692230378191
KCoHCF,87.0,1,Log-Bayes,507.0,96.62869073363636,97.74525114125696
KCoHCF,87.0,1,Log-Bayes,676.0,96.10966459454544,96.97192557744668
KCoHCF,87.0,1,Log-Bayes,845.0,94.8578362581818,96.2642400272285
KCoHCF,87.0,1,Log-Bayes,1014.0,93.66076833272729,95.45684074689925
KCoHCF,87.0,1,Log-Bayes,1183.0,91.68082788,94.50823236156393
KCoHCF,87.0,1,Log-Bayes,1352.0,90.12127333363637,93.39672610948055
KCoHCF,87.0,1,Log-Bayes,1521.0,89.28579121181818,92.3530727496985
KCoHCF,87.0,1,Log-Bayes,1690.0,88.79862984727272,91.43739037520352
KCoHCF,87.0,1,Log-Bayes,1859.0,88.58250515090909,90.68081585824832
KCoHCF,87.0,1,Log-Bayes,2028.0,88.34351309090908,90.04843936375325
KCoHCF,87.0,1,Log-Bayes,2197.0,88.11662881818182,89.51200598392236
KCoHCF,87.0,1,Log-Bayes,2366.0,87.90881499999999,89.05435915748387
KCoHCF,87.0,1,Log-Bayes,2535.0,87.76691636363635,88.66260131744951
KCoHCF,87.0,1,Log-Bayes,2704.0,87.66157199999999,88.3252792605856
KCoHCF,87.0,1,Log-Bayes,2873.0,87.56803536363637,88.03051796336302
KCoHCF,87.0,1,Log-Bayes,3042.0,87.51070681818182,87.77250260102095
KCoHCF,87.0,1,Log-Bayes,3211.0,87.38764072727272,87.54674581523693
KCoHCF,87.0,1,Log-Bayes,3380.0,87.30511672727273,87.34426944073479
KCoHCF,87.0,1,Log-Bayes,3549.0,87.21620572727274,87.16172103358741
KCoHCF,87.0,1,Log-Bayes,3718.0,87.14461463636363,86.99557551181545
KCoHCF,87.0,1,Log-Bayes,3887.0,87.05082990909091,86.84557723530939
KCoHCF,87.0,1,Log-Bayes,4056.0,87.01309727272728,86.70700075689045
KCoHCF,87.0,1,Log-Bayes,4064.0,87.00045372727273,86.70077696389181
KCoHCF,87.0,2,Log-Bayes,189.0,97.00911157181818,98.03682188587788
KCoHCF,87.0,2,Log-Bayes,378.0,94.85325051272726,95.81219593855644
KCoHCF,87.0,2,Log-Bayes,567.0,93.75005449363636,94.39470620541314
KCoHCF,87.0,2,Log-Bayes,756.0,92.77098927636364,93.44660897972436
KCoHCF,87.0,2,Log-Bayes,945.0,91.72814139545454,92.60190845335217
KCoHCF,87.0,2,Log-Bayes,1134.0,90.70930012545456,91.82018901870212
KCoHCF,87.0,2,Log-Bayes,1323.0,89.44901311,90.98675727236326
KCoHCF,87.0,2,Log-Bayes,1512.0,88.95293041000001,90.22074086536468
KCoHCF,87.0,2,Log-Bayes,1701.0,88.71024818181819,89.61875134522158
KCoHCF,87.0,2,Log-Bayes,1890.0,88.42777125454545,89.12890251094501
KCoHCF,87.0,2,Log-Bayes,2079.0,88.41184451545455,88.7369260534146
KCoHCF,87.0,2,Log-Bayes,2268.0,88.23944064909091,88.42055458499905
KCoHCF,87.0,2,Log-Bayes,2457.0,88.05539180272727,88.14575123995189
KCoHCF,87.0,2,Log-Bayes,2646.0,87.92607927272728,87.91060203401918
KCoHCF,87.0,2,Log-Bayes,2835.0,87.7943569590909,87.70178109414975
KCoHCF,87.0,2,Log-Bayes,3024.0,87.76960940999999,87.5203833525606
KCoHCF,87.0,2,Log-Bayes,3213.0,87.60372927,87.35959729439153
KCoHCF,87.0,2,Log-Bayes,3402.0,87.50336525636364,87.21451675359455
KCoHCF,87.0,2,Log-Bayes,3591.0,87.40877960909091,87.08476415072798
KCoHCF,87.0,2,Log-Bayes,3780.0,87.30952173454544,86.96265887951101
KCoHCF,87.0,2,Log-Bayes,3969.0,87.27302537909091,86.851620129353
KCoHCF,87.0,2,Log-Bayes,4158.0,87.16813704363636,86.75116169850064
KCoHCF,87.0,2,Log-Bayes,4347.0,87.09760798818182,86.65506785387493
KCoHCF,87.0,2,Log-Bayes,4527.0,87.00499462545454,86.57013548121678
KCoHCF,87.0,3,Log-Bayes,191.0,97.80315710636364,98.45222207276755
KCoHCF,87.0,3,Log-Bayes,382.0,96.04446001818182,96.83756792879788
KCoHCF,87.0,3,Log-Bayes,573.0,94.82135652272729,95.59802869734789
KCoHCF,87.0,3,Log-Bayes,764.0,93.81246682727271,94.66165095824076
KCoHCF,87.0,3,Log-Bayes,955.0,92.58951233545454,93.76295786981498
KCoHCF,87.0,3,Log-Bayes,1146.0,91.61902666363636,92.92761497305877
KCoHCF,87.0,3,Log-Bayes,1337.0,90.32582209090909,92.10536877814178
KCoHCF,87.0,3,Log-Bayes,1528.0,89.53519237727272,91.26632699609388
KCoHCF,87.0,3,Log-Bayes,1719.0,89.23904481090909,90.57745301963446
KCoHCF,87.0,3,Log-Bayes,1910.0,88.7819431490909,90.00318359999902
KCoHCF,87.0,3,Log-Bayes,2101.0,88.45983014,89.4988788412431
KCoHCF,87.0,3,Log-Bayes,2292.0,88.30207684181818,89.06435575476164
KCoHCF,87.0,3,Log-Bayes,2483.0,88.11845589727272,88.6942393248932
KCoHCF,87.0,3,Log-Bayes,2674.0,87.93659945090909,88.38043582116696
KCoHCF,87.0,3,Log-Bayes,2865.0,87.81934291363636,88.10570140257175
KCoHCF,87.0,3,Log-Bayes,3056.0,87.78570724636364,87.869188597051
KCoHCF,87.0,3,Log-Bayes,3247.0,87.66209044545454,87.65923733085668
KCoHCF,87.0,3,Log-Bayes,3438.0,87.58181756363636,87.4727652063392
KCoHCF,87.0,3,Log-Bayes,3629.0,87.44669508000001,87.30705016786013
KCoHCF,87.0,3,Log-Bayes,3820.0,87.35832924818182,87.15402927306059
KCoHCF,87.0,3,Log-Bayes,4011.0,87.30072744818182,87.01740388219014
KCoHCF,87.0,3,Log-Bayes,4202.0,87.18174003272726,86.89194568704428
KCoHCF,87.0,3,Log-Bayes,4393.0,87.11236644,86.77576747864374
KCoHCF,87.0,3,Log-Bayes,4584.0,87.01666853454545,86.66727816739376
KCoHCF,87.0,3,Log-Bayes,4591.0,87.00276748636362,86.66340939019051
KCoHCF,90.0,1,Log-Bayes,57.0,99.48056541909092,99.61313847020654
KCoHCF,90.0,1,Log-Bayes,114.0,99.24522201454546,99.5260280876832
KCoHCF,90.0,1,Log-Bayes,171.0,98.97683184,99.33184827146484
KCoHCF,90.0,1,Log-Bayes,228.0,98.47204389272726,99.05259967526248
KCoHCF,90.0,1,Log-Bayes,285.0,98.39312995363638,98.79863985632552
KCoHCF,90.0,1,Log-Bayes,342.0,98.07300677727272,98.5613350804302
KCoHCF,90.0,1,Log-Bayes,399.0,97.54485612272724,98.3241141438712
KCoHCF,90.0,1,Log-Bayes,456.0,97.04506017,98.01264260971398
KCoHCF,90.0,1,Log-Bayes,513.0,96.59127901090908,97.71058454641027
KCoHCF,90.0,1,Log-Bayes,570.0,96.56071154545454,97.43173958411788
KCoHCF,90.0,1,Log-Bayes,627.0,96.20228496545457,97.17952131536973
KCoHCF,90.0,1,Log-Bayes,684.0,96.13880242909092,96.94194842022836
KCoHCF,90.0,1,Log-Bayes,741.0,95.78585691,96.71300655274317
KCoHCF,90.0,1,Log-Bayes,798.0,95.32307399727272,96.48540443443092
KCoHCF,90.0,1,Log-Bayes,855.0,94.78559540818182,96.21632733312276
KCoHCF,90.0,1,Log-Bayes,912.0,94.35167760090908,95.95068324810654
KCoHCF,90.0,1,Log-Bayes,969.0,94.04657512454546,95.6751330466354
KCoHCF,90.0,1,Log-Bayes,1026.0,93.46200091,95.3941932069534
KCoHCF,90.0,1,Log-Bayes,1083.0,92.80994333363635,95.0640280188701
KCoHCF,90.0,1,Log-Bayes,1140.0,92.5538053018182,94.76783220819956
KCoHCF,90.0,1,Log-Bayes,1197.0,91.41794848545454,94.41603703006824
KCoHCF,90.0,1,Log-Bayes,1254.0,90.87398984636364,94.02979557899032
KCoHCF,90.0,1,Log-Bayes,1311.0,90.70826439272729,93.66352794674648
KCoHCF,90.0,1,Log-Bayes,1367.0,90.00467499909091,93.29784288228458
KCoHCF,90.0,2,Log-Bayes,50.0,99.48620487454544,100.02020789218078
KCoHCF,90.0,2,Log-Bayes,100.0,98.6106233118182,99.26701351412514
KCoHCF,90.0,2,Log-Bayes,150.0,97.82791241454548,98.5922178678742
KCoHCF,90.0,2,Log-Bayes,200.0,96.76834831272728,97.87152891727428
KCoHCF,90.0,2,Log-Bayes,250.0,96.1954541681818,97.20522681005616
KCoHCF,90.0,2,Log-Bayes,300.0,95.52639471090907,96.61490421040116
KCoHCF,90.0,2,Log-Bayes,350.0,95.02896913454546,96.07426194966573
KCoHCF,90.0,2,Log-Bayes,400.0,94.57380485363636,95.61173986889028
KCoHCF,90.0,2,Log-Bayes,450.0,94.21915902818182,95.1778163321745
KCoHCF,90.0,2,Log-Bayes,500.0,93.97202829,94.81273907319938
KCoHCF,90.0,2,Log-Bayes,550.0,93.8190741009091,94.48961812921888
KCoHCF,90.0,2,Log-Bayes,600.0,93.61358057272729,94.2181399032357
KCoHCF,90.0,2,Log-Bayes,650.0,93.31218423636363,93.96015246875034
KCoHCF,90.0,2,Log-Bayes,700.0,93.03965044636362,93.7166578618292
KCoHCF,90.0,2,Log-Bayes,750.0,92.78217037090909,93.47378473901703
KCoHCF,90.0,2,Log-Bayes,800.0,92.49487187454544,93.24913942716576
KCoHCF,90.0,2,Log-Bayes,850.0,92.18134328727272,93.01819475561015
KCoHCF,90.0,2,Log-Bayes,900.0,91.96811922181818,92.79685216744429
KCoHCF,90.0,2,Log-Bayes,950.0,91.7138487709091,92.5808246541389
KCoHCF,90.0,2,Log-Bayes,1000.0,91.51659647,92.37701064489816
KCoHCF,90.0,2,Log-Bayes,1050.0,91.12757377636365,92.166836884825
KCoHCF,90.0,2,Log-Bayes,1100.0,90.96043051727273,91.9580923535249
KCoHCF,90.0,2,Log-Bayes,1150.0,90.5742035781818,91.75367581966508
KCoHCF,90.0,2,Log-Bayes,1200.0,90.07525043,91.53336546331428
KCoHCF,90.0,2,Log-Bayes,1208.0,90.00434050454545,91.49688203252224
KCoHCF,90.0,3,Log-Bayes,58.0,99.37023838181818,99.73501188709956
KCoHCF,90.0,3,Log-Bayes,116.0,98.70836834636364,99.13997131873278
KCoHCF,90.0,3,Log-Bayes,174.0,97.98893603,98.61425774465351
KCoHCF,90.0,3,Log-Bayes,232.0,97.33599504090908,98.04947765598344
KCoHCF,90.0,3,Log-Bayes,290.0,96.76271790636363,97.54502503274108
KCoHCF,90.0,3,Log-Bayes,348.0,96.2946971009091,97.07852464373316
KCoHCF,90.0,3,Log-Bayes,406.0,95.76695192363636,96.66584137025733
KCoHCF,90.0,3,Log-Bayes,464.0,95.34906845363636,96.25471172768938
KCoHCF,90.0,3,Log-Bayes,522.0,95.04073955636365,95.88490890170723
KCoHCF,90.0,3,Log-Bayes,580.0,94.7775413481818,95.56116428784578
KCoHCF,90.0,3,Log-Bayes,638.0,94.47351329545454,95.262965172686
KCoHCF,90.0,3,Log-Bayes,696.0,94.11103353727272,94.97632749030392
KCoHCF,90.0,3,Log-Bayes,754.0,93.88138668727274,94.70638053941585
KCoHCF,90.0,3,Log-Bayes,812.0,93.35980485727272,94.43838480339038
KCoHCF,90.0,3,Log-Bayes,870.0,92.95950761363636,94.15677136068278
KCoHCF,90.0,3,Log-Bayes,928.0,92.74567039727272,93.88496750794134
KCoHCF,90.0,3,Log-Bayes,986.0,92.46340197636364,93.6237086984276
KCoHCF,90.0,3,Log-Bayes,1044.0,92.1942605781818,93.36184871531506
KCoHCF,90.0,3,Log-Bayes,1102.0,91.84088435,93.1159754442221
KCoHCF,90.0,3,Log-Bayes,1160.0,91.51264583363636,92.86826552153768
KCoHCF,90.0,3,Log-Bayes,1218.0,91.18635042545452,92.62307669790631
KCoHCF,90.0,3,Log-Bayes,1276.0,90.83243192727272,92.37701342774132
KCoHCF,90.0,3,Log-Bayes,1334.0,90.34504275363636,92.1189270065772
KCoHCF,90.0,3,Log-Bayes,1389.0,90.00310179181818,91.87082829120108
KCoHCF,87.0,1,Wiener,169.0,98.98933687727272,99.2231764736254
KCoHCF,87.0,1,Weibull,169.0,98.98933687727272,99.60457270272728
KCoHCF,87.0,1,Wiener,338.0,98.05698297454546,98.15716892322486
KCoHCF,87.0,1,Weibull,338.0,98.05698297454546,98.68443340200908
KCoHCF,87.0,1,Wiener,507.0,96.62869073363636,97.00278400699244
KCoHCF,87.0,1,Weibull,507.0,96.62869073363636,97.82224101485969
KCoHCF,87.0,1,Wiener,676.0,96.10966459454544,95.99827372500184
KCoHCF,87.0,1,Weibull,676.0,96.10966459454544,96.88497273619882
KCoHCF,87.0,1,Wiener,845.0,94.8578362581818,95.08658884761437
KCoHCF,87.0,1,Weibull,845.0,94.8578362581818,95.96546496705298
KCoHCF,87.0,1,Wiener,1014.0,93.66076833272729,93.9852556614125
KCoHCF,87.0,1,Weibull,1014.0,93.66076833272729,94.94111110919168
KCoHCF,87.0,1,Wiener,1183.0,91.68082788,92.6361611457065
KCoHCF,87.0,1,Weibull,1183.0,91.68082788,93.77014745744896
KCoHCF,87.0,1,Wiener,1352.0,90.12127333363637,91.01952695466184
KCoHCF,87.0,1,Weibull,1352.0,90.12127333363637,92.42060205403584
KCoHCF,87.0,1,Wiener,1521.0,89.28579121181818,89.57394796506865
KCoHCF,87.0,1,Weibull,1521.0,89.28579121181818,91.07334746641877
KCoHCF,87.0,1,Wiener,1690.0,88.79862984727272,88.38429605905169
KCoHCF,87.0,1,Weibull,1690.0,88.79862984727272,89.80850278002237
KCoHCF,87.0,1,Wiener,1859.0,88.58250515090909,87.48644930091106
KCoHCF,87.0,1,Weibull,1859.0,88.58250515090909,88.68756833680102
KCoHCF,87.0,1,Wiener,2028.0,88.34351309090908,86.79683332108551
KCoHCF,87.0,1,Weibull,2028.0,88.34351309090908,87.70448942520582
KCoHCF,87.0,1,Wiener,2197.0,88.11662881818182,86.25539420257019
KCoHCF,87.0,1,Weibull,2197.0,88.11662881818182,86.84502259882865
KCoHCF,87.0,1,Wiener,2366.0,87.90881499999999,85.82828667029247
KCoHCF,87.0,1,Weibull,2366.0,87.90881499999999,86.09790415110616
KCoHCF,87.0,1,Wiener,2535.0,87.76691636363635,85.49197483763422
KCoHCF,87.0,1,Weibull,2535.0,87.76691636363635,85.45190864881504
KCoHCF,87.0,1,Wiener,2704.0,87.66157199999999,85.22633928974393
KCoHCF,87.0,1,Weibull,2704.0,87.66157199999999,84.89465071474328
KCoHCF,87.0,1,Wiener,2873.0,87.56803536363637,85.0111273585579
KCoHCF,87.0,1,Weibull,2873.0,87.56803536363637,84.41122101102037
KCoHCF,87.0,1,Wiener,3042.0,87.51070681818182,84.83800418188176
KCoHCF,87.0,1,Weibull,3042.0,87.51070681818182,83.99310726243851
KCoHCF,87.0,1,Wiener,3211.0,87.38764072727272,84.70084183541753
KCoHCF,87.0,1,Weibull,3211.0,87.38764072727272,83.63314918295492
KCoHCF,87.0,1,Wiener,3380.0,87.30511672727273,84.58483878734704
KCoHCF,87.0,1,Weibull,3380.0,87.30511672727273,83.31804733859039
KCoHCF,87.0,1,Wiener,3549.0,87.21620572727274,84.48605125882203
KCoHCF,87.0,1,Weibull,3549.0,87.21620572727274,83.0416800077731
KCoHCF,87.0,1,Wiener,3718.0,87.14461463636363,84.39986476821555
KCoHCF,87.0,1,Weibull,3718.0,87.14461463636363,82.79779147061912
KCoHCF,87.0,1,Wiener,3887.0,87.05082990909091,84.32779849043565
KCoHCF,87.0,1,Weibull,3887.0,87.05082990909091,82.58466209802616
KCoHCF,87.0,1,Wiener,4056.0,87.01309727272728,84.26236758334795
KCoHCF,87.0,1,Weibull,4056.0,87.01309727272728,82.37097610803777
KCoHCF,87.0,1,Wiener,4064.0,87.00045372727273,84.25956633110134
KCoHCF,87.0,1,Weibull,4064.0,87.00045372727273,82.34123153984791
KCoHCF,87.0,2,Wiener,189.0,97.00911157181818,97.2994663845722
KCoHCF,87.0,2,Weibull,189.0,97.00911157181818,98.2431743015908
KCoHCF,87.0,2,Wiener,378.0,94.85325051272726,94.50072897095144
KCoHCF,87.0,2,Weibull,378.0,94.85325051272726,95.35501151787196
KCoHCF,87.0,2,Wiener,567.0,93.75005449363636,92.90382394293626
KCoHCF,87.0,2,Weibull,567.0,93.75005449363636,93.21647211636356
KCoHCF,87.0,2,Wiener,756.0,92.77098927636364,91.9116163789714
KCoHCF,87.0,2,Weibull,756.0,92.77098927636364,91.78911060512996
KCoHCF,87.0,2,Wiener,945.0,91.72814139545454,90.95784991207786
KCoHCF,87.0,2,Weibull,945.0,91.72814139545454,90.61171814842068
KCoHCF,87.0,2,Wiener,1134.0,90.70930012545456,90.04006623168846
KCoHCF,87.0,2,Weibull,1134.0,90.70930012545456,89.57722875188236
KCoHCF,87.0,2,Wiener,1323.0,89.44901311,88.97956868266996
KCoHCF,87.0,2,Weibull,1323.0,89.44901311,88.52288932911087
KCoHCF,87.0,2,Wiener,1512.0,88.95293041000001,88.03032669063131
KCoHCF,87.0,2,Weibull,1512.0,88.95293041000001,87.56358090464316
KCoHCF,87.0,2,Wiener,1701.0,88.71024818181819,87.36460174858867
KCoHCF,87.0,2,Weibull,1701.0,88.71024818181819,86.80946407071092
KCoHCF,87.0,2,Wiener,1890.0,88.42777125454545,86.86993545749962
KCoHCF,87.0,2,Weibull,1890.0,88.42777125454545,86.20522108805623
KCoHCF,87.0,2,Wiener,2079.0,88.41184451545455,86.51940539236136
KCoHCF,87.0,2,Weibull,2079.0,88.41184451545455,85.73389091109337
KCoHCF,87.0,2,Wiener,2268.0,88.23944064909091,86.27063234447448
KCoHCF,87.0,2,Weibull,2268.0,88.23944064909091,85.3675260968415
KCoHCF,87.0,2,Wiener,2457.0,88.05539180272727,86.0626836358575
KCoHCF,87.0,2,Weibull,2457.0,88.05539180272727,85.06166221575859
KCoHCF,87.0,2,Wiener,2646.0,87.92607927272728,85.89789814584054
KCoHCF,87.0,2,Weibull,2646.0,87.92607927272728,84.81169283471893
KCoHCF,87.0,2,Wiener,2835.0,87.7943569590909,85.75500931100865
KCoHCF,87.0,2,Weibull,2835.0,87.7943569590909,84.59906827690575
KCoHCF,87.0,2,Wiener,3024.0,87.76960940999999,85.64028574494013
KCoHCF,87.0,2,Weibull,3024.0,87.76960940999999,84.4238674931771
KCoHCF,87.0,2,Wiener,3213.0,87.60372927,85.54338012621041
KCoHCF,87.0,2,Weibull,3213.0,87.60372927,84.27645638741872
KCoHCF,87.0,2,Wiener,3402.0,87.50336525636364,85.45789013521168
KCoHCF,87.0,2,Weibull,3402.0,87.50336525636364,84.1497631360101
KCoHCF,87.0,2,Wiener,3591.0,87.40877960909091,85.38552409433328
KCoHCF,87.0,2,Weibull,3591.0,87.40877960909091,84.04273801379804
KCoHCF,87.0,2,Wiener,3780.0,87.30952173454544,85.31331941397465
KCoHCF,87.0,2,Weibull,3780.0,87.30952173454544,83.94511776603399
KCoHCF,87.0,2,Wiener,3969.0,87.27302537909091,85.25002724877355
KCoHCF,87.0,2,Weibull,3969.0,87.27302537909091,83.86094569473416
KCoHCF,87.0,2,Wiener,4158.0,87.16813704363636,85.19597171661988
KCoHCF,87.0,2,Weibull,4158.0,87.16813704363636,83.78938685744117
KCoHCF,87.0,2,Wiener,4347.0,87.09760798818182,85.14029714936682
KCoHCF,87.0,2,Weibull,4347.0,87.09760798818182,83.72234427118957
