material,threshold,replicate,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
KCoHCF,87.0,2,SPI+CBU (ours),378.0,4149.645167987508,3949.835334507708,3559.233359866544,4340.437309148872
KCoHCF,87.0,2,SPI+CBU (ours),567.0,3960.645167987508,3779.774422925152,3483.6785179083663,4075.870327941937
KCoHCF,87.0,2,SPI+CBU (ours),756.0,3771.645167987508,3536.052867054159,3163.249911777363,3908.855822330954
KCoHCF,87.0,2,SPI+CBU (ours),945.0,3582.645167987508,3138.485979343233,2793.7725842389814,3483.1993744474844
KCoHCF,87.0,2,SPI+CBU (ours),1134.0,3393.645167987508,3087.373032534285,2825.5425188521444,3349.2035462164254
KCoHCF,87.0,2,SPI+CBU (ours),1323.0,3204.645167987508,2898.373032534285,2507.771057893121,3288.975007175449
KCoHCF,87.0,2,SPI+CBU (ours),1512.0,3015.645167987508,2709.373032534285,2318.771057893121,3099.975007175449
KCoHCF,87.0,2,SPI+CBU (ours),1701.0,2826.645167987508,2520.373032534285,2129.771057893121,2910.975007175449
KCoHCF,87.0,2,SPI+CBU (ours),1890.0,2637.645167987508,2366.566248420655,2012.021507256013,2721.110989585297
KCoHCF,87.0,2,SPI+CBU (ours),2079.0,2448.645167987508,2284.916117246908,1912.113161970112,2657.719072523704
KCoHCF,87.0,2,SPI+CBU (ours),2268.0,2259.645167987508,2059.835334507708,1712.248094130999,2407.422574884416
KCoHCF,87.0,2,SPI+CBU (ours),2457.0,2070.645167987508,1870.835334507708,1506.4592472826753,2235.21142173274
KCoHCF,87.0,2,SPI+CBU (ours),2646.0,1881.645167987508,1717.9161172469076,1377.096327013691,2058.7359074801243
KCoHCF,87.0,2,SPI+CBU (ours),2835.0,1692.645167987508,1457.052867054159,1112.3394719499074,1801.7662621584104
KCoHCF,87.0,2,SPI+CBU (ours),3024.0,1503.645167987508,1268.052867054159,923.3394719499076,1612.7662621584104
KCoHCF,87.0,2,SPI+CBU (ours),3213.0,1314.645167987508,1114.8353345077076,795.3376543035436,1434.3330147118716
KCoHCF,87.0,2,SPI+CBU (ours),3402.0,1125.645167987508,925.8353345077076,606.3376543035436,1245.3330147118716
KCoHCF,87.0,2,SPI+CBU (ours),3591.0,936.645167987508,736.8353345077076,417.3376543035435,1056.3330147118716
KCoHCF,87.0,2,SPI+CBU (ours),3780.0,747.6451679875081,583.9161172469076,289.8443731413292,877.9878613524859
KCoHCF,87.0,2,SPI+CBU (ours),3969.0,558.6451679875081,394.9161172469076,126.48228303406518,663.34995145975
KCoHCF,87.0,2,SPI+CBU (ours),4158.0,369.6451679875081,242.29770230007125,0.0,512.9694457916837
KCoHCF,87.0,2,SPI+CBU (ours),4347.0,180.6451679875081,126.97333130508105,0.0,292.065198830188
KCoHCF,87.0,2,SPI+CBU (ours),4527.0,0.6451679875081027,21.882535553521848,0.0,49.97209572606626
KCoHCF,87.0,2,SPI+TBU,189.0,4338.645167987508,3074.458512825895,,
KCoHCF,87.0,2,SPI+TBU,378.0,4149.645167987508,2912.6656795683093,,
KCoHCF,87.0,2,SPI+TBU,567.0,3960.645167987508,2669.476294466036,,
KCoHCF,87.0,2,SPI+TBU,756.0,3771.645167987508,2374.759937364398,,
KCoHCF,87.0,2,SPI+TBU,945.0,3582.645167987508,1964.0,,
KCoHCF,87.0,2,SPI+TBU,1134.0,3393.645167987508,1464.5,,
KCoHCF,87.0,2,SPI+TBU,1323.0,3204.645167987508,882.0,,
KCoHCF,87.0,2,SPI+TBU,1512.0,3015.645167987508,518.0,,
KCoHCF,87.0,2,SPI+TBU,1701.0,2826.645167987508,380.0,,
KCoHCF,87.0,2,SPI+TBU,1890.0,2637.645167987508,325.0,,
KCoHCF,87.0,2,SPI+TBU,2079.0,2448.645167987508,351.0,,
KCoHCF,87.0,2,SPI+TBU,2268.0,2259.645167987508,450.82547459263697,,
KCoHCF,87.0,2,SPI+TBU,2457.0,2070.645167987508,546.457144279268,,
KCoHCF,87.0,2,SPI+TBU,2646.0,1881.645167987508,699.7623753352041,,
KCoHCF,87.0,2,SPI+TBU,2835.0,1692.645167987508,861.2648376293891,,
KCoHCF,87.0,2,SPI+TBU,3024.0,1503.645167987508,1025.7237881184842,,
KCoHCF,87.0,2,SPI+TBU,3213.0,1314.645167987508,1260.973331305081,,
KCoHCF,87.0,2,SPI+TBU,3402.0,1125.645167987508,1203.9260692885164,,
KCoHCF,87.0,2,SPI+TBU,3591.0,936.645167987508,1150.6888332212357,,
KCoHCF,87.0,2,SPI+TBU,3780.0,747.6451679875081,961.6888332212357,,
KCoHCF,87.0,2,SPI+TBU,3969.0,558.6451679875081,772.6888332212357,,
KCoHCF,87.0,2,SPI+TBU,4158.0,369.6451679875081,663.0804860066819,,
KCoHCF,87.0,2,SPI+TBU,4347.0,180.6451679875081,394.68883322123565,,
KCoHCF,87.0,2,SPI+TBU,4527.0,0.6451679875081027,175.48463222108512,,
KCoHCF,87.0,2,Lin,189.0,4338.645167987508,3047.476294466036,,
KCoHCF,87.0,2,Lin,378.0,4149.645167987508,2752.759937364398,,
KCoHCF,87.0,2,Lin,567.0,3960.645167987508,2304.5,,
KCoHCF,87.0,2,Lin,756.0,3771.645167987508,1813.5,,
KCoHCF,87.0,2,Lin,945.0,3582.645167987508,1324.5,,
KCoHCF,87.0,2,Lin,1134.0,3393.645167987508,931.0,,
KCoHCF,87.0,2,Lin,1323.0,3204.645167987508,577.5,,
KCoHCF,87.0,2,Lin,1512.0,3015.645167987508,337.0,,
KCoHCF,87.0,2,Lin,1701.0,2826.645167987508,219.5,,
KCoHCF,87.0,2,Lin,1890.0,2637.645167987508,152.0,,
KCoHCF,87.0,2,Lin,2079.0,2448.645167987508,125.0,,
KCoHCF,87.0,2,Lin,2268.0,2259.645167987508,123.0,,
KCoHCF,87.0,2,Lin,2457.0,2070.645167987508,117.0,,
KCoHCF,87.0,2,Lin,2646.0,1881.645167987508,127.0,,
KCoHCF,87.0,2,Lin,2835.0,1692.645167987508,120.5,,
KCoHCF,87.0,2,Lin,3024.0,1503.645167987508,132.86080774824904,,
KCoHCF,87.0,2,Lin,3213.0,1314.645167987508,132.76237533520407,,
KCoHCF,87.0,2,Lin,3402.0,1125.645167987508,114.64951665856188,,
KCoHCF,87.0,2,Lin,3591.0,936.645167987508,120.67255514230874,,
KCoHCF,87.0,2,Lin,3780.0,747.6451679875081,72.93257590853545,,
KCoHCF,87.0,2,Lin,3969.0,558.6451679875081,47.24074210497474,,
KCoHCF,87.0,2,Lin,4158.0,369.6451679875081,0.0,,
KCoHCF,87.0,2,Lin,4347.0,180.6451679875081,0.0,,
KCoHCF,87.0,2,Lin,4527.0,0.6451679875081027,0.0,,
KCoHCF,87.0,3,SPI+CBU (ours),191.0,4400.447132236715,4136.771834977148,3746.169860335984,4527.373809618312
KCoHCF,87.0,3,SPI+CBU (ours),382.0,4209.447132236715,3945.771834977148,3555.169860335984,4336.373809618312
KCoHCF,87.0,3,SPI+CBU (ours),573.0,4018.4471322367153,3648.373032534285,3257.771057893121,4038.975007175449
KCoHCF,87.0,3,SPI+CBU (ours),764.0,3827.4471322367153,3545.944100780933,3173.141145504137,3918.747056057729
KCoHCF,87.0,3,SPI+CBU (ours),955.0,3636.4471322367153,3248.921913040256,2932.065834112424,3565.7779919680884
KCoHCF,87.0,3,SPI+CBU (ours),1146.0,3445.447132236716,2971.5296429883083,2763.8185552366194,3179.240730739997
KCoHCF,87.0,3,SPI+CBU (ours),1337.0,3254.447132236716,3174.27245367711,2857.416374749278,3491.1285326049424
KCoHCF,87.0,3,SPI+CBU (ours),1528.0,3063.447132236716,2658.4707935462275,2267.868818905064,3049.0727681873914
KCoHCF,87.0,3,SPI+CBU (ours),1719.0,2872.447132236716,2537.712949794222,2147.110975153058,2928.314924435386
KCoHCF,87.0,3,SPI+CBU (ours),1910.0,2681.447132236716,2382.052867054159,2057.889818052792,2706.2159160555257
KCoHCF,87.0,3,SPI+CBU (ours),2101.0,2490.447132236716,2137.96964047747,1793.2562453732185,2482.683035581721
KCoHCF,87.0,3,SPI+CBU (ours),2292.0,2299.447132236716,1929.373032534285,1584.6596374300334,2274.0864276385364
KCoHCF,87.0,3,SPI+CBU (ours),2483.0,2108.447132236716,1844.835334507708,1500.121939403456,2189.548729611959
KCoHCF,87.0,3,SPI+CBU (ours),2674.0,1917.447132236716,1653.8353345077076,1309.121939403456,1998.548729611959
KCoHCF,87.0,3,SPI+CBU (ours),2865.0,1726.447132236715,1427.052867054159,1054.2499117773632,1799.8558223309549
KCoHCF,87.0,3,SPI+CBU (ours),3056.0,1535.447132236715,1307.9161172469076,960.3288768701992,1655.503357623616
KCoHCF,87.0,3,SPI+CBU (ours),3247.0,1344.447132236715,1098.8757258773076,751.2884855005991,1446.462966254016
KCoHCF,87.0,3,SPI+CBU (ours),3438.0,1153.447132236715,962.2977023000713,644.3498320478302,1280.2455725523123
KCoHCF,87.0,3,SPI+CBU (ours),3629.0,962.4471322367152,771.2977023000713,449.1363980219485,1093.459006578194
KCoHCF,87.0,3,SPI+CBU (ours),3820.0,771.4471322367153,580.2977023000713,258.1363980219485,902.459006578194
KCoHCF,87.0,3,SPI+CBU (ours),4011.0,580.4471322367153,389.2977023000713,120.86386808722888,657.7315365129136
KCoHCF,87.0,3,SPI+CBU (ours),4202.0,389.4471322367153,234.9825974296482,0.0,479.5871670865107
KCoHCF,87.0,3,SPI+CBU (ours),4393.0,198.44713223671533,80.97333130508105,0.0,219.1178148506568
KCoHCF,87.0,3,SPI+CBU (ours),4584.0,7.447132236715333,2.806169376368416,2.806167894993488,2.8061708577433446
KCoHCF,87.0,3,SPI+CBU (ours),4591.0,0.4471322367153334,0.0,0.0,0.7406874642804469
KCoHCF,87.0,3,SPI+TBU,191.0,4400.447132236715,3018.7171646194083,,
KCoHCF,87.0,3,SPI+TBU,382.0,4209.447132236715,2827.7171646194083,,
KCoHCF,87.0,3,SPI+TBU,573.0,4018.4471322367153,2583.860807748249,,
KCoHCF,87.0,3,SPI+TBU,764.0,3827.4471322367153,2315.2038169836533,,
KCoHCF,87.0,3,SPI+TBU,955.0,3636.4471322367153,1907.0,,
KCoHCF,87.0,3,SPI+TBU,1146.0,3445.447132236716,1474.5,,
KCoHCF,87.0,3,SPI+TBU,1337.0,3254.447132236716,1025.0,,
KCoHCF,87.0,3,SPI+TBU,1528.0,3063.447132236716,626.3698494957107,,
KCoHCF,87.0,3,SPI+TBU,1719.0,2872.447132236716,456.0,,
KCoHCF,87.0,3,SPI+TBU,1910.0,2681.447132236716,382.0,,
KCoHCF,87.0,3,SPI+TBU,2101.0,2490.447132236716,324.0,,
KCoHCF,87.0,3,SPI+TBU,2292.0,2299.447132236716,295.27077014148927,,
KCoHCF,87.0,3,SPI+TBU,2483.0,2108.447132236716,300.0,,
KCoHCF,87.0,3,SPI+TBU,2674.0,1917.447132236716,354.4967024679036,,
KCoHCF,87.0,3,SPI+TBU,2865.0,1726.447132236715,398.458512825895,,
KCoHCF,87.0,3,SPI+TBU,3056.0,1535.447132236715,489.96751454281,,
KCoHCF,87.0,3,SPI+TBU,3247.0,1344.447132236715,574.0765962230585,,
KCoHCF,87.0,3,SPI+TBU,3438.0,1153.447132236715,713.8571256645355,,
KCoHCF,87.0,3,SPI+TBU,3629.0,962.4471322367152,807.9825974296482,,
KCoHCF,87.0,3,SPI+TBU,3820.0,771.4471322367153,805.0459692006652,,
KCoHCF,87.0,3,SPI+TBU,4011.0,580.4471322367153,691.4846322210851,,
KCoHCF,87.0,3,SPI+TBU,4202.0,389.4471322367153,619.0804860066819,,
KCoHCF,87.0,3,SPI+TBU,4393.0,198.44713223671533,388.21987619882384,,
KCoHCF,87.0,3,SPI+TBU,4584.0,7.447132236715333,197.21987619882384,,
KCoHCF,87.0,3,SPI+TBU,4591.0,0.4471322367153334,111.48463222108512,,
KCoHCF,87.0,3,Lin,191.0,4400.447132236715,2992.179278794056,,
KCoHCF,87.0,3,Lin,382.0,4209.447132236715,2748.759937364398,,
KCoHCF,87.0,3,Lin,573.0,4018.4471322367153,2369.0,,
KCoHCF,87.0,3,Lin,764.0,3827.4471322367153,1938.0,,
KCoHCF,87.0,3,Lin,955.0,3636.4471322367153,1471.0,,
KCoHCF,87.0,3,Lin,1146.0,3445.447132236716,1070.0,,
KCoHCF,87.0,3,Lin,1337.0,3254.447132236716,758.0,,
KCoHCF,87.0,3,Lin,1528.0,3063.447132236716,474.0,,
KCoHCF,87.0,3,Lin,1719.0,2872.447132236716,335.0,,
KCoHCF,87.0,3,Lin,1910.0,2681.447132236716,248.0,,
KCoHCF,87.0,3,Lin,2101.0,2490.447132236716,178.0,,
KCoHCF,87.0,3,Lin,2292.0,2299.447132236716,131.5,,
KCoHCF,87.0,3,Lin,2483.0,2108.447132236716,93.0,,
KCoHCF,87.0,3,Lin,2674.0,1917.447132236716,81.0,,
KCoHCF,87.0,3,Lin,2865.0,1726.447132236715,67.5,,
KCoHCF,87.0,3,Lin,3056.0,1535.447132236715,74.75993736439796,,
KCoHCF,87.0,3,Lin,3247.0,1344.447132236715,71.09967006817033,,
KCoHCF,87.0,3,Lin,3438.0,1153.447132236715,78.64951665856188,,
KCoHCF,87.0,3,Lin,3629.0,962.4471322367152,67.26483762938915,,
KCoHCF,87.0,3,Lin,3820.0,771.4471322367153,32.932575908535455,,
KCoHCF,87.0,3,Lin,4011.0,580.4471322367153,5.240742104974743,,
KCoHCF,87.0,3,Lin,4202.0,389.4471322367153,0.0,,
KCoHCF,87.0,3,Lin,4393.0,198.44713223671533,0.0,,
KCoHCF,87.0,3,Lin,4584.0,7.447132236715333,0.0,,
KCoHCF,87.0,3,Lin,4591.0,0.4471322367153334,0.0,,
Urea,90.0,1,SPI+CBU (ours),3.0,71.20000396406421,68.08026924668214,61.25237535180012,74.90816314156416
Urea,90.0,1,SPI+CBU (ours),6.0,68.20000396406421,66.5893727199955,57.4143777917032,75.7643676482878
Urea,90.0,1,SPI+CBU (ours),9.0,65.20000396406421,64.0,54.8250050717077,73.1749949282923
Urea,90.0,1,SPI+CBU (ours),12.0,62.20000396406421,61.55783221325798,52.79139890153947,70.3242655249765
Urea,90.0,1,SPI+CBU (ours),15.0,59.20000396406421,58.55783221325798,49.79139890153947,67.3242655249765
Urea,90.0,1,SPI+CBU (ours),18.0,56.20000396406421,56.0,47.37610225722315,64.62389774277685
Urea,90.0,1,SPI+CBU (ours),21.0,53.20000396406421,53.0,44.23356668828149,61.76643331171851
Urea,90.0,1,SPI+CBU (ours),24.0,50.20000396406421,50.53921252061416,41.41103923769466,59.667385803533655
Urea,90.0,1,SPI+CBU (ours),27.0,47.20000396406421,47.0,37.8718267170805,56.1281732829195
Urea,90.0,1,SPI+CBU (ours),30.0,44.20000396406421,44.0,34.84487084693005,53.15512915306995
Urea,90.0,1,SPI+CBU (ours),33.0,41.20000396406421,40.55783221325798,30.924056181223044,50.19160824529292
Urea,90.0,1,SPI+CBU (ours),36.0,38.20000396406421,37.55783221325798,27.50741068098366,47.6082537455323
Urea,90.0,1,SPI+CBU (ours),39.0,35.20000396406421,34.07199804988966,24.12939999821717,44.01459610156214
Urea,90.0,1,SPI+CBU (ours),42.0,32.20000396406421,31.55783221325798,21.50741068098366,41.6082537455323
Urea,90.0,1,SPI+CBU (ours),45.0,29.20000396406421,29.0,18.971143163846047,39.02885683615395
Urea,90.0,1,SPI+CBU (ours),48.0,26.20000396406421,26.53921252061416,16.19343195836175,36.884993082866565
Urea,90.0,1,SPI+CBU (ours),51.0,23.20000396406421,23.53921252061416,13.19343195836175,33.884993082866565
Urea,90.0,1,SPI+CBU (ours),54.0,20.20000396406421,17.845268977890015,7.499488415637607,28.191049540142423
Urea,90.0,1,SPI+CBU (ours),57.0,17.20000396406421,13.69053795578003,3.7479399041075454,23.63313600745252
Urea,90.0,1,SPI+CBU (ours),60.0,14.200003964064209,11.397101209633234,1.8603663101399448,20.933836109126524
Urea,90.0,1,SPI+CBU (ours),63.0,11.200003964064209,9.109935029898722,0.8070522577726038,17.41281780202484
Urea,90.0,1,SPI+CBU (ours),66.0,8.200003964064209,7.0,0.0,14.46658155274103
Urea,90.0,1,SPI+CBU (ours),69.0,5.200003964064209,4.557832213257981,0.0,11.176954937382831
Urea,90.0,1,SPI+CBU (ours),72.0,2.2000039640642086,2.0,0.0,8.289946399784483
Urea,90.0,1,SPI+CBU (ours),74.0,0.2000039640642086,2.0,0.0,6.492818856988916
Urea,90.0,1,SPI+TBU,3.0,71.20000396406421,68.0,,
Urea,90.0,1,SPI+TBU,6.0,68.20000396406421,65.16053849336427,,
Urea,90.0,1,SPI+TBU,9.0,65.20000396406421,61.69053795578003,,
Urea,90.0,1,SPI+TBU,12.0,62.20000396406421,58.69053795578003,,
Urea,90.0,1,SPI+TBU,15.0,59.20000396406421,55.845268977890015,,
Urea,90.0,1,SPI+TBU,18.0,56.20000396406421,53.16053849336427,,
Urea,90.0,1,SPI+TBU,21.0,53.20000396406421,50.16053849336427,,
Urea,90.0,1,SPI+TBU,24.0,50.20000396406421,47.0,,
Urea,90.0,1,SPI+TBU,27.0,47.20000396406421,43.69053795578003,,
Urea,90.0,1,SPI+TBU,30.0,44.20000396406421,38.84137400874738,,
Urea,90.0,1,SPI+TBU,33.0,41.20000396406421,34.48631461497855,,
Urea,90.0,1,SPI+TBU,36.0,38.20000396406421,31.0,,
Urea,90.0,1,SPI+TBU,39.0,35.20000396406421,28.0,,
Urea,90.0,1,SPI+TBU,42.0,32.20000396406421,25.04058156095479,,
Urea,90.0,1,SPI+TBU,45.0,29.20000396406421,21.59779248092908,,
Urea,90.0,1,SPI+TBU,48.0,26.20000396406421,17.72096859395684,,
Urea,90.0,1,SPI+TBU,51.0,23.20000396406421,14.72096859395684,,
Urea,90.0,1,SPI+TBU,54.0,20.20000396406421,12.597792480929073,,
Urea,90.0,1,SPI+TBU,57.0,17.20000396406421,10.935011216615123,,
Urea,90.0,1,SPI+TBU,60.0,14.200003964064209,9.299080000635456,,
Urea,90.0,1,SPI+TBU,63.0,11.200003964064209,7.69053795578003,,
Urea,90.0,1,SPI+TBU,66.0,8.200003964064209,6.0,,
Urea,90.0,1,SPI+TBU,69.0,5.200003964064209,3.5893727199954952,,
Urea,90.0,1,SPI+TBU,72.0,2.2000039640642086,1.0,,
Urea,90.0,1,SPI+TBU,74.0,0.2000039640642086,0.0,,
Urea,90.0,1,Lin,3.0,71.20000396406421,68.63366392590221,,
Urea,90.0,1,Lin,6.0,68.20000396406421,65.63366392590221,,
Urea,90.0,1,Lin,9.0,65.20000396406421,63.589372719995495,,
Urea,90.0,1,Lin,12.0,62.20000396406421,61.55783221325798,,
Urea,90.0,1,Lin,15.0,59.20000396406421,59.53921252061416,,
Urea,90.0,1,Lin,18.0,56.20000396406421,58.0,,
Urea,90.0,1,Lin,21.0,53.20000396406421,56.56261370269287,,
Urea,90.0,1,Lin,24.0,50.20000396406421,53.0,,
Urea,90.0,1,Lin,27.0,47.20000396406421,49.0,,
Urea,90.0,1,Lin,30.0,44.20000396406421,44.0,,
Urea,90.0,1,Lin,33.0,41.20000396406421,39.10993502989872,,
Urea,90.0,1,Lin,36.0,38.20000396406421,35.0,,
Urea,90.0,1,Lin,39.0,35.20000396406421,31.0,,
Urea,90.0,1,Lin,42.0,32.20000396406421,28.0,,
Urea,90.0,1,Lin,45.0,29.20000396406421,23.84137400874738,,
Urea,90.0,1,Lin,48.0,26.20000396406421,19.935011216615123,,
Urea,90.0,1,Lin,51.0,23.20000396406421,16.486314614978554,,
Urea,90.0,1,Lin,54.0,20.20000396406421,13.935011216615123,,
Urea,90.0,1,Lin,57.0,17.20000396406421,11.386691069618593,,
Urea,90.0,1,Lin,60.0,14.200003964064209,9.299080000635456,,
Urea,90.0,1,Lin,63.0,11.200003964064209,7.223641673868997,,
Urea,90.0,1,Lin,66.0,8.200003964064209,5.160538493364271,,
Urea,90.0,1,Lin,69.0,5.200003964064209,3.0,,
Urea,90.0,1,Lin,72.0,2.2000039640642086,0.5893727199954952,,
Urea,90.0,1,Lin,74.0,0.2000039640642086,0.0,,
Urea,90.0,2,SPI+CBU (ours),3.0,64.29592190806635,72.0,64.5172449251687,79.4827550748313
Urea,90.0,2,SPI+CBU (ours),6.0,61.29592190806635,68.53921252061416,59.87162965673021,77.20679538449811
Urea,90.0,2,SPI+CBU (ours),9.0,58.29592190806635,65.53921252061416,57.38205331564292,73.6963717255854
Urea,90.0,2,SPI+CBU (ours),12.0,55.29592190806635,63.0,55.11388236333339,70.88611763666661
Urea,90.0,2,SPI+CBU (ours),15.0,52.29592190806635,60.0,52.1084911893033,67.89150881069669
Urea,90.0,2,SPI+CBU (ours),18.0,49.29592190806635,57.0,48.71877904499968,65.28122095500032
Urea,90.0,2,SPI+CBU (ours),21.0,46.29592190806635,54.0,45.80510257681812,62.194897423181885
Urea,90.0,2,SPI+CBU (ours),24.0,43.29592190806635,50.04689654468791,40.91872326176841,59.17506982760741
Urea,90.0,2,SPI+CBU (ours),27.0,40.29592190806635,46.55783221325798,36.566713595314674,56.54895083120129
Urea,90.0,2,SPI+CBU (ours),30.0,37.29592190806635,43.55783221325798,33.6152341615855,53.50043026493047
Urea,90.0,2,SPI+CBU (ours),33.0,34.29592190806635,41.0,30.654219437747592,51.34578056225241
Urea,90.0,2,SPI+CBU (ours),36.0,31.295921908066347,37.0,26.654219437747592,47.34578056225241
Urea,90.0,2,SPI+CBU (ours),39.0,28.295921908066347,33.589372719995495,23.46063614046369,43.7181092995273
Urea,90.0,2,SPI+CBU (ours),42.0,25.295921908066347,30.054967514949368,20.07092692389795,40.03900810600079
Urea,90.0,2,SPI+CBU (ours),45.0,22.295921908066347,28.55783221325798,18.573791622206564,38.5418728043094
Urea,90.0,2,SPI+CBU (ours),48.0,19.295921908066347,25.55783221325798,15.573791622206562,35.5418728043094
Urea,90.0,2,SPI+CBU (ours),51.0,16.295921908066347,23.0,13.01595940894858,32.98404059105142
Urea,90.0,2,SPI+CBU (ours),54.0,13.295921908066347,18.58937271999549,8.605332128944076,28.57341331104692
Urea,90.0,2,SPI+CBU (ours),57.0,10.295921908066347,15.109935029898722,5.662718239044096,24.557151820753347
Urea,90.0,2,SPI+CBU (ours),60.0,7.295921908066347,11.633663925902212,2.579466615913592,20.687861235890832
Urea,90.0,2,SPI+CBU (ours),63.0,4.295921908066347,8.0,0.0,17.447216790854625
Urea,90.0,2,SPI+CBU (ours),66.0,1.295921908066347,4.69053795578003,0.0,13.284414604010308
Urea,90.0,2,SPI+CBU (ours),67.0,0.2959219080663473,1.84137400874738,0.0,10.39002702820422
Urea,90.0,2,SPI+TBU,3.0,64.29592190806635,72.0,,
Urea,90.0,2,SPI+TBU,6.0,61.29592190806635,70.0,,
Urea,90.0,2,SPI+TBU,9.0,58.29592190806635,66.0,,
Urea,90.0,2,SPI+TBU,12.0,55.29592190806635,63.0,,
Urea,90.0,2,SPI+TBU,15.0,52.29592190806635,60.0,,
Urea,90.0,2,SPI+TBU,18.0,49.29592190806635,56.53921252061416,,
Urea,90.0,2,SPI+TBU,21.0,46.29592190806635,52.0,,
Urea,90.0,2,SPI+TBU,24.0,43.29592190806635,46.0,,
Urea,90.0,2,SPI+TBU,27.0,40.29592190806635,39.157927930566245,,
Urea,90.0,2,SPI+TBU,30.0,37.29592190806635,32.87100163325497,,
Urea,90.0,2,SPI+TBU,33.0,34.29592190806635,27.697203876986265,,
Urea,90.0,2,SPI+TBU,36.0,31.295921908066347,23.898066904886093,,
Urea,90.0,2,SPI+TBU,39.0,28.295921908066347,21.697203876986265,,
Urea,90.0,2,SPI+TBU,42.0,25.295921908066347,19.915944546976256,,
Urea,90.0,2,SPI+TBU,45.0,22.295921908066347,16.915944546976256,,
Urea,90.0,2,SPI+TBU,48.0,19.295921908066347,13.507002627223486,,
Urea,90.0,2,SPI+TBU,51.0,16.295921908066347,10.915944546976256,,
Urea,90.0,2,SPI+TBU,54.0,13.295921908066347,8.74200326650994,,
Urea,90.0,2,SPI+TBU,57.0,10.295921908066347,7.0,,
Urea,90.0,2,SPI+TBU,60.0,7.295921908066347,4.855688935406064,,
Urea,90.0,2,SPI+TBU,63.0,4.295921908066347,2.72096859395684,,
Urea,90.0,2,SPI+TBU,66.0,1.295921908066347,0.0,,
Urea,90.0,2,SPI+TBU,67.0,0.2959219080663473,0.0,,
Urea,90.0,2,Lin,3.0,64.29592190806635,72.5336860265963,,
Urea,90.0,2,Lin,6.0,61.29592190806635,70.0,,
Urea,90.0,2,Lin,9.0,58.29592190806635,67.01794361363895,,
Urea,90.0,2,Lin,12.0,55.29592190806635,64.54142741562494,,
Urea,90.0,2,Lin,15.0,52.29592190806635,62.0,,
Urea,90.0,2,Lin,18.0,49.29592190806635,58.54142741562494,,
Urea,90.0,2,Lin,21.0,46.29592190806635,53.53921252061416,,
Urea,90.0,2,Lin,24.0,43.29592190806635,47.0,,
Urea,90.0,2,Lin,27.0,40.29592190806635,40.93501121661512,,
Urea,90.0,2,Lin,30.0,37.29592190806635,35.286895282769095,,
Urea,90.0,2,Lin,33.0,34.29592190806635,29.74200326650994,,
Urea,90.0,2,Lin,36.0,31.295921908066347,25.915944546976256,,
Urea,90.0,2,Lin,39.0,28.295921908066347,23.327605400941167,,
Urea,90.0,2,Lin,42.0,25.295921908066347,20.74200326650994,,
Urea,90.0,2,Lin,45.0,22.295921908066347,17.327605400941167,,
Urea,90.0,2,Lin,48.0,19.295921908066347,14.0,,
Urea,90.0,2,Lin,51.0,16.295921908066347,11.327605400941168,,
Urea,90.0,2,Lin,54.0,13.295921908066347,8.74200326650994,,
Urea,90.0,2,Lin,57.0,10.295921908066347,6.579082943780932,,
Urea,90.0,2,Lin,60.0,7.295921908066347,4.427330616168746,,
Urea,90.0,2,Lin,63.0,4.295921908066347,2.0,,
Urea,90.0,2,Lin,66.0,1.295921908066347,0.0,,
Urea,90.0,2,Lin,67.0,0.2959219080663473,0.0,,
Urea,90.0,3,SPI+CBU (ours),3.0,77.66617893341504,66.29908000063546,61.34468206676975,71.25347793450116
Urea,90.0,3,SPI+CBU (ours),6.0,74.66617893341504,65.0,56.22803044741733,73.77196955258268
Urea,90.0,3,SPI+CBU (ours),9.0,71.66617893341504,62.16053849336427,53.11650421308957,71.20457277363897
Urea,90.0,3,SPI+CBU (ours),12.0,68.66617893341504,59.63366392590221,50.98264912649351,68.28467872531091
Urea,90.0,3,SPI+CBU (ours),15.0,65.66617893341504,57.0,48.36182887190449,65.63817112809551
Urea,90.0,3,SPI+CBU (ours),18.0,62.66617893341504,54.0,45.29146715469787,62.70853284530213
Urea,90.0,3,SPI+CBU (ours),21.0,59.66617893341504,51.589372719995495,42.92984108498324,60.24890435500775
Urea,90.0,3,SPI+CBU (ours),24.0,56.66617893341504,49.55783221325798,41.61668941233285,57.49897501418311
Urea,90.0,3,SPI+CBU (ours),27.0,53.66617893341504,47.53921252061416,40.434370939074114,54.6440541021542
Urea,90.0,3,SPI+CBU (ours),30.0,50.66617893341504,45.5336860265963,39.605479598012806,51.46189245517979
Urea,90.0,3,SPI+CBU (ours),33.0,47.66617893341504,42.5336860265963,36.665505120248106,48.40186693294449
Urea,90.0,3,SPI+CBU (ours),36.0,44.66617893341504,40.0,33.65913365294974,46.34086634705026
Urea,90.0,3,SPI+CBU (ours),39.0,41.66617893341504,37.0,30.65913365294974,43.34086634705026
Urea,90.0,3,SPI+CBU (ours),42.0,38.66617893341504,34.0,27.65913365294974,40.34086634705026
Urea,90.0,3,SPI+CBU (ours),45.0,35.66617893341504,30.0,23.536394854745613,36.463605145254384
Urea,90.0,3,SPI+CBU (ours),48.0,32.66617893341504,26.53921252061416,19.018719227572216,34.059705813656095
