trajectory,method,cycle,actual_retention,true_RUL,pred_RUL,pred_retention,RUL_lo_cal90,RUL_hi_cal90
KCl | NaCoHCF,Wiener,28,94.24000154,71.21920592,64.11102388,93.16714542,,
KCl | NaCoHCF,Weibull,28,94.24000154,71.21920592,119.5991667,93.41573031,,
KCl | NaCoHCF,Wiener,42,92.25076769,57.21920592,80.62433336,92.01838789,,
KCl | NaCoHCF,Weibull,42,92.25076769,57.21920592,155.4165155,92.20400921,,
KCl | NaCoHCF,Wiener,56,89.46770077,43.21920592,62.96496598,89.72688007,,
KCl | NaCoHCF,Weibull,56,89.46770077,43.21920592,119.7867668,90.31436723,,
KCl | NaCoHCF,Wiener,70,85.99577538,29.21920592,42.87273621,87.06731655,,
KCl | NaCoHCF,Weibull,70,85.99577538,29.21920592,82.59589317,88.13317047,,
KCl | NaCoHCF,Wiener,84,82.95049,15.21920592,20.92845346,83.79654064,,
KCl | NaCoHCF,Weibull,84,82.95049,15.21920592,47.80880258,85.50394014,,
KCl | NaCoHCF,Wiener,98,80.18900462,1.219205916,3.842172183,80.72718039,,
KCl | NaCoHCF,Weibull,98,80.18900462,1.219205916,22.51383318,82.8620211,,
KCl | NaCoHCF,Wiener,99,80.03775923,0.219205916,2.73262283,80.51801227,,
KCl | NaCoHCF,Weibull,99,80.03775923,0.219205916,20.9325873,82.67544189,,
KHCO3 | KNiHCF,Wiener,14,97.64859615,49.55591164,99.53215481,97.60060221,,
KHCO3 | KNiHCF,Weibull,14,97.64859615,49.55591164,53.09813565,97.31559353,,
KHCO3 | KNiHCF,Wiener,28,92.47375692,35.55591164,53.52731464,93.59983573,,
KHCO3 | KNiHCF,Weibull,28,92.47375692,35.55591164,39.35423156,93.53245766,,
KHCO3 | KNiHCF,Wiener,42,87.26530538,21.55591164,23.66641116,87.77484339,,
KHCO3 | KNiHCF,Weibull,42,87.26530538,21.55591164,17.84315191,87.64385559,,
KHCO3 | KNiHCF,Wiener,56,82.97362538,7.555911643,8.751124114,82.92808478,,
KHCO3 | KNiHCF,Weibull,56,82.97362538,7.555911643,4.565277474,82.00877381,,
KHCO3 | KNiHCF,Wiener,63,80.20735462,0.555911643,1.590580249,80.53416542,,
KHCO3 | KNiHCF,Weibull,63,80.20735462,0.555911643,0,79.23546329,,
KHCO3 | NaMnHCF,Wiener,14,98.16786769,59.3442082,123.2124806,98.15960098,,
KHCO3 | NaMnHCF,Weibull,14,98.16786769,59.3442082,37.61543918,97.77504238,,
KHCO3 | NaMnHCF,Wiener,28,94.56804462,45.3442082,72.23236913,94.88394201,,
KHCO3 | NaMnHCF,Weibull,28,94.56804462,45.3442082,33.61854948,94.16627075,,
KHCO3 | NaMnHCF,Wiener,42,91.95829231,31.3442082,57.10302287,91.9120451,,
KHCO3 | NaMnHCF,Weibull,42,91.95829231,31.3442082,28.26450106,90.60112341,,
KHCO3 | NaMnHCF,Wiener,56,88.63095308,17.3442082,41.90034871,88.87076626,,
KHCO3 | NaMnHCF,Weibull,56,88.63095308,17.3442082,20.57623946,87.11417496,,
KHCO3 | NaMnHCF,Wiener,70,81.70641923,3.344208196,18.41343199,84.45622225,,
KHCO3 | NaMnHCF,Weibull,70,81.70641923,3.344208196,7.74481205,82.72114641,,
KHCO3 | NaMnHCF,Wiener,73,80.16985615,0.344208196,12.71226001,83.21187943,,
KHCO3 | NaMnHCF,Weibull,73,80.16985615,0.344208196,4.363919674,81.5588905,,
NH4Cl | NaCoHCF,Wiener,14,93.68553538,56.32535835,562.6028668,94.51778843,,
NH4Cl | NaCoHCF,Weibull,14,93.68553538,56.32535835,562.6028668,93.68553538,,
NH4Cl | NaCoHCF,Wiener,28,90.20032923,42.32535835,562.6028668,95.04790803,,
NH4Cl | NaCoHCF,Weibull,28,90.20032923,42.32535835,562.6028668,95.58578615,,
NH4Cl | NaCoHCF,Wiener,42,90.22220615,28.32535835,562.6028668,91.37384532,,
NH4Cl | NaCoHCF,Weibull,42,90.22220615,28.32535835,562.6028668,95.58578615,,
NH4Cl | NaCoHCF,Wiener,56,86.41429077,14.32535835,150.7570882,88.65591373,,
NH4Cl | NaCoHCF,Weibull,56,86.41429077,14.32535835,562.6028668,91.1707636,,
NH4Cl | NaCoHCF,Wiener,70,80.11043538,0.325358353,32.01363794,84.23195763,,
NH4Cl | NaCoHCF,Weibull,70,80.11043538,0.325358353,562.6028668,88.80562532,,
NaCl | NaCoHCF,Wiener,14,96.03097615,43.46605503,56.23168239,96.32855083,,
NaCl | NaCoHCF,Weibull,14,96.03097615,43.46605503,27.06532199,95.87239773,,
NaCl | NaCoHCF,Wiener,28,89.4695,29.46605503,22.81222191,89.54370929,,
NaCl | NaCoHCF,Weibull,28,89.4695,29.46605503,13.02053305,88.5686064,,
NaCl | NaCoHCF,Wiener,42,85.86482692,15.46605503,12.12499692,84.6644249,,
NaCl | NaCoHCF,Weibull,42,85.86482692,15.46605503,4.32706604,82.50148991,,
NaCl | NaCoHCF,Wiener,56,80.66021462,1.466055033,1.813029105,80.6358741,,
NaCl | NaCoHCF,Weibull,56,80.66021462,1.466055033,0,77.70130242,,
NaCl | NaCoHCF,Wiener,57,80.20698615,0.466055033,0.797471577,80.27980611,,
NaCl | NaCoHCF,Weibull,57,80.20698615,0.466055033,0,77.32262939,,
Shu | NaCoHCF,Wiener,14,90.60858,71.70904688,16.33355251,90.23203356,,
Shu | NaCoHCF,Weibull,14,90.60858,71.70904688,21.70488629,90.30566711,,
Shu | NaCoHCF,Wiener,28,84.49637154,57.70904688,6.505165832,83.43836944,,
Shu | NaCoHCF,Weibull,28,84.49637154,57.70904688,9.02900799,83.81638595,,
Shu | NaCoHCF,Wiener,42,83.63598077,43.70904688,1.1712946,80.44562093,,
Shu | NaCoHCF,Weibull,42,83.63598077,43.70904688,1.314423789,80.41855377,,
Shu | NaCoHCF,Wiener,56,83.90580538,29.70904688,2.601473571,80.62601734,,
Shu | NaCoHCF,Weibull,56,83.90580538,29.70904688,0,79.98977461,,
Shu | NaCoHCF,Wiener,70,82.12486,15.70904688,0,79.7734519,,
Shu | NaCoHCF,Weibull,70,82.12486,15.70904688,0,79.14009695,,
Shu | NaCoHCF,Wiener,84,80.27214923,1.709046884,0,78.99000624,,
Shu | NaCoHCF,Weibull,84,80.27214923,1.709046884,0,78.41958405,,
Shu | NaCoHCF,Wiener,85,80.10249,0.709046884,0,78.89164519,,
Shu | NaCoHCF,Weibull,85,80.10249,0.709046884,0,78.3422962,,
Shu | NaNiHCF,Wiener,14,99.39497769,64.15238524,475.0532284,99.39482116,,
Shu | NaNiHCF,Weibull,14,99.39497769,64.15238524,625.2190819,99.38648164,,
Shu | NaNiHCF,Wiener,28,96.59603769,50.15238524,160.9506114,97.47518329,,
Shu | NaNiHCF,Weibull,28,96.59603769,50.15238524,131.9522619,97.88351763,,
Shu | NaNiHCF,Wiener,42,92.66949385,36.15238524,74.23645397,93.67468003,,
Shu | NaNiHCF,Weibull,42,92.66949385,36.15238524,53.06017087,94.39434678,,
Shu | NaNiHCF,Wiener,56,87.06590231,22.15238524,36.60365152,88.84537258,,
Shu | NaNiHCF,Weibull,56,87.06590231,22.15238524,25.97141033,89.40615662,,
Shu | NaNiHCF,Wiener,70,82.69223077,8.15238524,14.71634355,83.99790627,,
Shu | NaNiHCF,Weibull,70,82.69223077,8.15238524,8.802709207,83.65374384,,
Shu | NaNiHCF,Wiener,78,80.03723615,0.15238524,4.264964843,81.20831875,,
Shu | NaNiHCF,Weibull,78,80.03723615,0.15238524,0.420871425,80.18297039,,
