trajectory,electrolyte,electrode,method,cycle,actual_retention,true_RUL,pred_RUL,RUL_lo90,RUL_hi90,pred_retention,retention_lo,retention_hi,RUL_lo_cal90,RUL_hi_cal90
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,36,93.657258,64,0,0,0,86.88179068,74.03361954,99.72996182,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,48,92.555502,52,0,0,0,88.47364002,75.78119966,101.1660804,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,60,94.247782,40,0,0,0,89.66284953,77.04587396,102.2798251,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,72,93.72808,28,0,0,0,91.10627841,78.60115465,103.6114022,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,84,94.036152,16,0,0,0,93.01065773,80.62707421,105.3942412,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,96,95.039654,4,0,0,0,93.76416681,81.48721366,106.04112,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,SPI+TBU,100,95.18946,0,0,0,0,94.43379063,82.37747914,106.4901021,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,12,92.798628,88,0,0,16.57636956,64.56284978,11.82819668,117.2975029,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,24,92.332692,76,0,0,0.562241973,87.76228566,61.66208723,113.8624841,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,36,93.657258,64,0,0,0,85.26670413,59.2989858,111.2344225,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,48,92.555502,52,0,0,0,85.7449539,59.79662849,111.6932793,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,60,94.247782,40,0,0,0,86.93155809,61.11580218,112.747314,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,72,93.72808,28,0,0,0,88.41265725,62.77193433,114.0533802,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,84,94.036152,16,0,0,0,90.25967054,64.77974942,115.7395917,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,96,95.039654,4,0,0,0,91.26833148,65.9200061,116.6166569,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Lin,100,95.18946,0,0,0,0,92.51804713,67.40744981,117.6286444,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,12,92.798628,88,-6,-6,-6,93.14227624,92.91017725,93.38115634,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,24,92.332692,76,-17,-18,-17,89.63300873,89.16128885,90.09601745,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,36,93.657258,64,-29,-31,-28,90.47394998,89.88995281,91.04160913,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,48,92.555502,52,-42,-44,-40,91.53789039,90.88287384,92.20768625,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,60,94.247782,40,-54,-57,-52,91.76194536,91.25343243,92.26483294,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,72,93.72808,28,-68,-71,-65,92.01080586,91.5796477,92.43742804,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,84,94.036152,16,-82,-83,-79,92.62206264,92.17523812,93.07719642,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,96,95.039654,4,-95,-95,-93,92.88135249,92.48232079,93.28401449,,
NH4Cl | KNiHCF,NH4Cl,KNiHCF,Log-Bayes,100,95.18946,0,-99,-99,-98,93.31795011,92.96241865,93.66971519,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),12,96.849032,88,93.33215315,71.94100588,115.1231169,66.08073354,19.90660865,112.2548584,55.87795951,130.7863468
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),24,89.866402,76,77,59.76402352,98,92.97672238,79.63828595,106.3151588,43.83585786,110.1641421
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),36,91.985482,64,62.71808091,47.76402352,84.2,90.40004905,78.16570904,102.6343891,31.11517668,94.32098514
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),48,87.221586,52,51.57524816,38.42685262,69.4,85.98853221,73.938146,98.03891842,24.71055274,78.43994358
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),60,82.449004,40,41,30.37935431,58,82.75549182,70.76727152,94.74371212,17.04311164,64.95688836
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),72,78.863336,28,27,19,39.44881893,79.32725568,67.35899296,91.2955184,9.26362709,44.73637291
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),84,77.461386,16,17.31197558,9.727826019,28.41790224,74.81621788,62.8316212,86.80081456,1.101055879,33.52289527
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),96,70.675732,4,6.191665561,1,14.46068137,71.36567495,59.33829136,83.39305854,0,17.86684667
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+CBU (ours),100,69.58693,0,3.974026849,0,10.46068137,70.39194178,58.49715822,82.28672534,0,13.04714478
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,12,96.849032,88,123,61.57616198,412.8195979,66.08073354,19.90660865,112.2548584,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,24,89.866402,76,105,50.21779602,355.5,94.68438425,80.57321068,108.7955578,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,36,91.985482,64,74.73034069,39.50943309,215.5,92.03760387,79.14503985,104.9301679,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,48,87.221586,52,61.50980975,34.86562192,184.4701169,87.0781807,74.34366128,99.81270013,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,60,82.449004,40,48,28.98983134,101.15,84.05378773,71.40888265,96.6986928,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,72,78.863336,28,28.43985817,16.98983134,51.03000371,80.74358858,68.22395278,93.26322437,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,84,77.461386,16,20.87683137,10,37.48127597,75.30465355,62.91426724,87.69503986,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,96,70.675732,4,7.987013424,0,21.01760102,72.00167382,59.72160689,84.28174074,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,SPI+TBU,100,69.58693,0,2.095832781,0,12,70.75552004,58.69817914,82.81286094,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,12,96.849032,88,53,23.7153728,207.2709299,64.56689961,11.82622812,117.3075711,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,24,89.866402,76,74.85904046,29.8974438,460.2902148,84.57869807,58.43918785,110.7182083,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,36,91.985482,64,77,25.62685049,396.9776711,85.95584956,59.93967769,111.9720214,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,48,87.221586,52,87.93157802,29.25,391.5649162,84.83389484,58.84743945,110.8203502,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,60,82.449004,40,79,29.76252837,334.4197688,84.07166391,58.23343196,109.9098959,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,72,78.863336,28,52.67329136,17.76252837,202.2,82.16170842,56.50902317,107.8143937,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,84,77.461386,16,37,8.996049738,119.2,77.99262479,52.50633579,103.4789138,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,96,70.675732,4,19,0,61,74.85467535,49.5028271,100.2065236,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Lin,100,69.58693,0,13,0,46.93071735,73.01337047,47.90120893,98.12553202,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,12,96.849032,88,inf,,,88.93097065,87.69364152,90.13423723,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,24,89.866402,76,inf,,,101.4181726,98.72998262,104.0994779,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,36,91.985482,64,inf,,,97.15447187,94.82118275,99.4574675,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,48,87.221586,52,inf,,,91.08102899,89.74066385,92.33338123,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,60,82.449004,40,inf,,,90.02948929,88.61535308,91.28137107,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,72,78.863336,28,1562.508759,1087.187962,1901.34604,88.08242597,86.60490198,89.57648107,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,84,77.461386,16,1245.74969,672.6809291,1844.55877,84.70625128,83.07289077,86.36709494,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,96,70.675732,4,514.2267102,296.3771858,1030.207818,82.04831218,80.47672703,83.63001875,,
NH4Cl | NaCoHCF,NH4Cl,NaCoHCF,Log-Bayes,100,69.58693,0,363.1309522,216.1443675,685.0210098,79.59408525,78.07404412,81.11717403,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),12,94.336774,88,92.87683137,71.49661529,114.1380046,66.08409593,19.90459296,112.2635989,55.89163504,129.8620277
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),24,85.664782,76,76.43985817,61.26198208,96.41375964,89.15872904,75.72105535,102.5964027,45.95080951,106.9289068
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),36,79.077466,64,61,47.76402352,83,82.42725414,70.15497798,94.69953031,30.43792104,91.56207896
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),48,75.10284,52,49,37,67.11911504,75.7322179,63.6484481,87.8159877,22.87605328,75.12394672
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),60,68.802042,40,34.54166298,25.96498865,49.98730966,70.76638853,58.76270216,82.7700749,13.70579734,55.37752861
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),72,63.229548,28,19.32810865,11.76402352,31.12374553,65.59100142,53.57484471,77.60715813,2.536368736,36.11984856
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),84,59.247842,16,6.541934725,1.224981733,13.95327122,60.09700525,48.054021,72.1399895,0,17.58187252
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),96,57.612356,4,1.868292364,0,7,55.02740325,43.02672977,67.02807672,0,7.939773109
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+CBU (ours),100,57.25466,0,3,0,9.877452436,56.59532812,44.57321124,68.61744499,0,11.56725175
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,12,94.336774,88,117,62.82720968,329.3,66.08409593,19.90459296,112.2635989,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,24,85.664782,76,90.34745189,52.82642004,356.9,89.86471674,75.7496539,103.9797796,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,36,79.077466,64,58.54166298,33.06387528,142.6779078,83.39085693,70.5009679,96.28074596,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,48,75.10284,52,44,27.50943309,99.34457388,75.47617467,62.74254952,88.20979981,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,60,68.802042,40,31,17.49350241,53,70.27705206,57.63122325,82.92288086,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,72,63.229548,28,15,6.845094224,30,64.50047242,51.97936961,77.02157523,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,84,59.247842,16,2.711421037,0,11.36256646,58.44400856,46.05230889,70.83570823,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,96,57.612356,4,0,0,0,53.30376975,41.02268702,65.58485248,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,SPI+TBU,100,57.25466,0,0,0,0,53.20268818,41.14490984,65.26046653,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,12,94.336774,88,94.7060256,51.10944631,442.1597998,64.58563037,11.81720898,117.3540518,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,24,85.664782,76,82.24675027,40.34507366,277.9,90.37873877,64.23162068,116.5258569,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,36,79.077466,64,49.96498865,27.95195397,133.0224924,84.06360204,58.04207338,110.0851307,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,48,75.10284,52,37.59498519,17.72629475,87.93157802,75.76001931,49.77089519,101.7491434,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,60,68.802042,40,23.76402352,8.659333403,53.49496593,69.46156081,43.62241972,95.3007019,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,72,63.229548,28,13,0.942801005,29.3463768,63.27825474,37.62539225,88.93111722,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,84,59.247842,16,1,0,12.19059784,57.15861144,31.67238325,82.64483962,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,96,57.612356,4,0,0,3.59648575,51.80513347,26.45340439,77.15686256,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Lin,100,57.25466,0,0,0,0.021992909,51.61004832,26.4979589,76.72213774,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,12,94.336774,88,inf,,,98.00410004,97.64859799,98.37282136,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,24,85.664782,76,1724.761343,1412.44554,1966.288876,93.47069485,92.36888106,94.59691042,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,36,79.077466,64,724.0674368,463.753722,1245.793342,86.89106851,85.42727974,88.38357657,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,48,75.10284,52,383.9097297,288.7712677,528.4215599,80.32320935,78.72593084,81.93345243,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,60,68.802042,40,213.1956312,168.1640182,274.8571998,76.13704914,74.85269924,77.5068093,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,72,63.229548,28,118.6059706,94.48954607,150.1463053,71.81986284,70.48296224,73.17731114,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,84,59.247842,16,66.26296863,50.89977127,85.51314931,67.38953002,65.93884213,68.78583394,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,96,57.612356,4,35.41165362,24.93827247,48.24567321,63.30594738,61.85305138,64.7100293,,
NH4Cl | NaFeHCF,NH4Cl,NaFeHCF,Log-Bayes,100,57.25466,0,27.6108784,18,38.78446005,61.18952017,59.90609523,62.51759354,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),12,17.259532,88,93,68,118,67.2691822,21.55839997,112.9799644,49.63228039,136.3677196
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),24,11.246048,76,81,56,106,-6.024791648,-33.60119684,21.55161355,37.63228039,124.3677196
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),36,9.600056,64,50.71142104,50.71142104,50.71142104,3.893135022,-31.01071065,38.79698069,50.7114193,50.71142277
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),48,8.976786,52,49,47.2,52.09587235,10.61100481,-8.43008636,29.65209599,44.75354361,53.24645639
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),60,8.435302,40,28.98983134,20.91681064,45.78747494,9.523859486,-2.267367178,21.31508615,7.418151428,50.56151125
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),72,8.04728,28,16,8.916810645,34.7060256,8.370981434,-3.4596268,20.20158967,0,38.36838886
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),84,7.74691,16,7.328108647,0.491344969,24.45302081,7.680922466,-4.190750095,19.55259503,0,28.11137343
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),96,7.548892,4,7.974026849,0,18.80981984,7.328523734,-4.589684218,19.24673169,0,24.2888067
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+CBU (ours),100,7.476988,0,5.787474935,0,15,7.541851887,-4.390092144,19.47379592,0,18.79779082
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,12,17.259532,88,3.790711913,1.398696084,7.264584996,67.2691822,21.55839997,112.9799644,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,24,11.246048,76,0,0,0.968960295,-6.024791648,-20.1404499,8.090866604,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,36,9.600056,64,0,0,0,-2.850175992,-15.74266859,10.04231661,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,48,8.976786,52,0,0,0,5.143472122,-7.593230649,17.88017489,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,60,8.435302,40,0,0,0,12.0094649,-0.638679572,24.65760938,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,72,8.04728,28,0,0,0,15.8271191,3.304673034,28.34956517,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,84,7.74691,16,0,0,0,17.24326443,4.850854667,29.6356742,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,96,7.548892,4,0,0,0,17.40675703,5.125299431,29.68821463,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,SPI+TBU,100,7.476988,0,0,0,0,14.39181512,2.333901274,26.44972896,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,12,17.259532,88,76,39.10682124,199.45,65.82183191,13.4995405,118.1441233,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,24,11.246048,76,16.93562784,7.53386323,34.7762823,37.81715542,11.66962495,63.96468589,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,36,9.600056,64,1,0,10,11.43714342,-14.58589386,37.4601807,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,48,8.976786,52,0,0,1.869579921,-2.157257446,-28.14774808,23.83323318,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,60,8.435302,40,0,0,0,-7.277503278,-33.11748778,18.56248122,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,72,8.04728,28,0,0,0,-8.044339665,-33.69765747,17.60897814,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,84,7.74691,16,0,0,0,-7.254270055,-32.74073914,18.23219903,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,96,7.548892,4,0,0,0,-6.101732771,-31.45359178,19.25012624,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Lin,100,7.476988,0,0,0,0,-2.409209955,-27.52135585,22.70293594,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,12,17.259532,88,1.94437182,1.156101411,2.929434833,24.79505418,22.98735228,26.57911793,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,24,11.246048,76,-3,-5,-1,-16.68619585,-21.45266732,-11.767758,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,36,9.600056,64,-9,-11,-5,-12.30572585,-17.89809208,-6.580269762,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,48,8.976786,52,-14,-18,-10,-8.315961694,-13.48238687,-3.423613337,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,60,8.435302,40,-20,-24,-14,-5.958612097,-10.38636546,-1.637475174,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,72,8.04728,28,-26,-30,-20,-4.29946588,-8.366556844,-0.389980486,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,84,7.74691,16,-32,-37,-24,-3.194908535,-6.717438127,0.232807785,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,96,7.548892,4,-38,-44,-30,-2.313741814,-5.373293063,0.791529197,,
NH4Cl | NaMnHCF,NH4Cl,NaMnHCF,Log-Bayes,100,7.476988,0,-40,-46,-32,-0.567710876,-3.407633726,2.118658135,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),12,61.367736,88,78.77096736,69.97889316,108.3804143,66.59183818,20.03889469,113.1447817,45.4632393,112.0786954
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),24,48.543634,76,61.59498519,56.91681064,80.75132832,60.04670384,47.65885028,72.4345574,40.9220116,82.26795878
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),36,47.48711,64,49.22498173,44,68.87683137,49.17068694,37.3136316,61.02774227,27.64795278,70.80201069
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),48,46.448508,52,39.46433468,32,60.19849321,45.81677938,33.985897,57.64766176,15.00624774,63.92242162
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),60,45.231444,40,28,20.91681064,51.13330945,43.91706731,32.0868813,55.74725333,1.791587047,54.20841295
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),72,44.04799,28,18,8.916810645,39.35683799,42.54374992,30.69523105,54.39226878,0,44.40229141
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),84,42.509232,16,11,1,29.21787322,41.5376878,29.64513539,53.43024021,0,35.47489627
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),96,41.306824,4,7,0,24.23954506,40.99957968,29.06177564,52.93738372,0,28.02427587
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+CBU (ours),100,41.10246,0,9.509809745,0.439858171,24.67329136,41.26490359,29.32562391,53.20418326,0,30.52878446
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,12,61.367736,88,35.34212719,17.4265693,77.41779932,66.59183818,20.03889469,113.1447817,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,24,48.543634,76,8.926884971,2.9312843,20.04460605,54.84987752,40.73465828,68.96509676,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,36,47.48711,64,4.51942626,0,16.8367113,39.25210938,26.36598077,52.13823799,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,48,46.448508,52,4.973513855,0,20.89883579,38.70445261,25.97764969,51.43125552,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,60,45.231444,40,0,0,21.07397682,42.0943647,29.45499886,54.73373054,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,72,44.04799,28,inf,,,44.82484448,32.30821881,57.34147016,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,84,42.509232,16,0,0,0,46.18512757,33.79619774,58.57405739,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,96,41.306824,4,0,0,0,46.10694482,33.827558,58.38633164,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,SPI+TBU,100,41.10246,0,0,0,0,44.42482428,32.36770898,56.48193958,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,12,61.367736,88,83.36256646,45.50855115,250.7518489,65.12610593,12.00334198,118.2488699,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,24,48.543634,76,27.61723081,13.48616798,56.9519406,74.20105759,48.05347745,100.3486377,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,36,47.48711,64,6.676760679,0,18.83748835,50.8376753,24.81413957,76.86121103,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,48,46.448508,52,0,0,10.76450768,37.3322727,11.34090726,63.32363813,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,60,45.231444,40,0,0,5.037729815,31.97358819,6.132814676,57.8143617,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,72,44.04799,28,0,0,0.015744608,30.45103029,4.797140712,56.10491986,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,84,42.509232,16,0,0,0,30.35091446,4.864052732,55.83777619,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,96,41.306824,4,0,0,0,30.31191432,4.959783836,55.6640448,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Lin,100,41.10246,0,0,0,0,32.8879607,7.77568128,58.00024012,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,12,61.367736,88,30.56818232,18,59.75709773,86.4188276,83.03535417,89.78610924,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,24,48.543634,76,6.659668175,3.815139786,10.19631068,53.2146907,45.73632018,60.81355296,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,36,47.48711,64,1.077095411,-1,4.50562296,37.09434356,33.74170756,40.34588315,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,48,46.448508,52,-2,-6,2.323663419,35.41181028,32.82061036,37.97302937,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,60,45.231444,40,-6,-10,0,35.78615529,33.43628268,38.24624224,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,72,44.04799,28,-10,-15,-4,36.05655326,33.87081309,38.30983679,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,84,42.509232,16,-15,-21,-9,36.19775913,34.17363568,38.17144159,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,96,41.306824,4,-22,-27,-16,35.99652721,34.22760336,37.81546255,,
NH4Cl | NaNiHCF,NH4Cl,NaNiHCF,Log-Bayes,100,41.10246,0,-25,-30,-18,36.69096319,35.13821075,38.25202524,,
NaCl | KCuHCF,NaCl,KCuHCF,SPI+CBU (ours),12,68.886916,88,94.7060256,70.3281096,115.0680461,66.54936139,19.99475535,113.1039674,55.90064521,133.511406
NaCl | KCuHCF,NaCl,KCuHCF,SPI+CBU (ours),24,49.114396,76,71,57.61940979,97,62.39831989,49.41774942,75.37889036,36.84307212,105.1569279
NaCl | KCuHCF,NaCl,KCuHCF,SPI+CBU (ours),36,41.970276,64,55.32810865,45.61940979,77,45.52516405,33.39723567,57.65309244,28.1100159,82.54620139
NaCl | KCuHCF,NaCl,KCuHCF,SPI+CBU (ours),48,35.938198,52,42.54193472,33.61940979,64.63235931,38.03163272,26.12548654,49.9377789,15.64271675,69.4411527
