material,replicate,cycle,pred_retention,ci_lo,ci_hi
KCoHCF,1,19918.337548695952,84.03779667617293,83.95141818179546,84.1241751705504
KCoHCF,1,20027.87254835735,84.02742204546527,83.94086082280955,84.11398326812099
KCoHCF,1,20138.009903316844,84.0170474119169,83.93030316337727,84.10379166045654
KCoHCF,1,20248.752926048997,84.00667277554336,83.9197452053937,84.09360034569303
KCoHCF,1,20360.104947244392,83.99629813636012,83.90918695074103,84.08340932197922
KCoHCF,1,20472.069315909757,83.98592349438252,83.89862840128863,84.0732185874764
KCoHCF,1,20584.649399468686,83.97554884962585,83.88806955889319,84.06302814035851
KCoHCF,1,20697.848583862935,83.9651742021053,83.87751042539865,84.05283797881195
KCoHCF,1,20811.670273654232,83.95479955183599,83.86695100263644,84.04264810103554
KCoHCF,1,20926.11789212669,83.94442489883295,83.85639129242543,84.03245850524047
KCoHCF,1,21041.19488138971,83.93405024311114,83.84583129657206,84.02226918965023
KCoHCF,1,21156.904702481697,83.92367558468543,83.83527101687037,84.01208015250049
KCoHCF,1,21273.250835473864,83.91330092357057,83.8247104551021,84.00189139203904
KCoHCF,1,21390.23677957511,83.90292625978131,83.8141496130368,83.99170290652582
KCoHCF,1,21507.866053237172,83.89255159333226,83.80358849243184,83.98151469423267
KCoHCF,1,21626.142194260494,83.88217692423795,83.79302709503247,83.97132675344344
KCoHCF,1,21745.068759900547,83.87180225251288,83.78246542257199,83.96113908245377
KCoHCF,1,21864.649326975017,83.8614275781714,83.77190347677168,83.95095167957112
KCoHCF,1,21984.887491971098,83.85105290122783,83.76134125934104,83.94076454311462
KCoHCF,1,22105.786871153854,83.84067822169642,83.75077877197774,83.93057767141511
KCoHCF,1,22227.351100674918,83.8303035395913,83.74021601636767,83.92039106281493
KCoHCF,1,22349.583836681875,83.81992885492654,83.72965299418514,83.91020471566794
KCoHCF,1,22472.4887554282,83.80955416771616,83.71908970709289,83.90001862833942
KCoHCF,1,22596.069553383837,83.79917947797406,83.7085261567421,83.88983279920603
KCoHCF,1,22720.32994734633,83.7888047857141,83.69796234477252,83.87964722665569
KCoHCF,1,22845.27367455279,83.77843009095005,83.68739827281257,83.86946190908753
