material,threshold,replicate,method,life,band_lo,band_hi,cycle,actual,true_RUL,pred_RUL,pred_retention,RUL_lo_cal90,RUL_hi_cal90
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,250.0,96.1954541681818,958.4244643893228,1132.0,96.35369272992124,964.9278940631156,1299.0721059368843
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,300.0,95.52639471090907,908.4244643893228,1082.0,95.5291217658572,914.9278940631156,1249.0721059368843
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,350.0,95.02896913454546,858.4244643893228,922.0,94.91489470799868,781.8721096989921,1062.127890301008
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,400.0,94.57380485363636,808.4244643893228,901.0,94.58085713756188,757.3596691769351,1044.640330823065
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,450.0,94.21915902818182,758.4244643893228,843.5,94.25534048202746,695.7002001376571,991.2997998623428
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,500.0,93.97202829,708.4244643893228,790.5,93.82042871856947,648.8007547285981,932.199245271402
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,550.0,93.8190741009091,658.4244643893228,742.5,93.57989011761128,603.8510320240687,881.1489679759313
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,600.0,93.61358057272729,608.4244643893228,714.0,93.36554554010743,593.290235197158,834.709764802842
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,650.0,93.31218423636363,558.4244643893228,669.0,93.22373041465328,546.9889081811805,791.0110918188195
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,700.0,93.03965044636362,508.4244643893228,616.0,93.00584787164348,498.6105404470448,733.3894595529553
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,750.0,92.78217037090909,458.4244643893228,555.0,92.76694002243738,430.95538998420005,679.0446100158
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,800.0,92.49487187454544,408.4244643893228,516.0,92.48436229832842,397.6862139938719,634.3137860061281
KCoHCF,90.0,2,SPI+CBU (ours),1208.4,1208.4,1389.2,850.0,92.18134328727272,358.4244643893228,436.0,92.25699750533616,300.1240113835873,571.8759886164128
